gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS3B02G009900	Chr3B	4662107	4663478	-	4662792	Chr3B	11460688	11462059	+	11461373	1.0	1.0	collinear
gene:TraesCS3B02G010000	Chr3B	4701881	4705257	+	4703569	Chr3B	11418909	11422285	-	11420597	1.0	1.0	collinear
gene:TraesCS3B02G010100	Chr3B	4743748	4747536	-	4745642	Chr3B	11376630	11380418	+	11378524	1.0	1.0	collinear
gene:TraesCS3B02G010200	Chr3B	4756806	4765487	-	4761146	Chr3B	11358679	11367360	+	11363019	1.0	1.0	collinear
gene:TraesCS3B02G010300	Chr3B	4780520	4783479	+	4781999	Chr3B	11340687	11343646	-	11342166	1.0	1.0	collinear
gene:TraesCS3B02G010400	Chr3B	4785726	4787542	+	4786634	Chr3B	11336624	11338440	-	11337532	1.0	1.0	collinear
gene:TraesCS3B02G010600	Chr3B	4799215	4800229	-	4799722	Chr3B	11323937	11324951	+	11324444	1.0	1.0	collinear
gene:TraesCS3B02G010700	Chr3B	5035113	5037076	+	5036094	Chr3B	11087089	11089052	-	11088070	1.0	1.0	collinear
gene:TraesCS3B02G010800	Chr3B	5069599	5070289	+	5069944	Chr3B	11053832	11054522	-	11054177	1.0	1.0	collinear
gene:TraesCS3B02G010900	Chr3B	5075719	5076422	+	5076070	Chr3B	11047699	11048402	-	11048050	1.0	1.0	collinear
gene:TraesCS3B02G011000	Chr3B	5082478	5083557	-	5083017	Chr3B	11040564	11041643	+	11041103	1.0	1.0	collinear
gene:TraesCS3B02G011100	Chr3B	5083608	5083907	+	5083757	Chr3B	11040214	11040513	-	11040363	1.0	1.0	collinear
gene:TraesCS3B02G011200	Chr3B	5134029	5140986	-	5137507	Chr3B	10984123	10991077	+	10987600	1.0	0.998	collinear
gene:TraesCS3B02G011300	Chr3B	5169036	5170934	+	5169985	Chr3B	11557048	11558946	+	11557997	1.0	1.0	collinear
gene:TraesCS3B02G011400	Chr3B	5172248	5173123	+	5172685	Chr3B	11560260	11561135	+	11560697	1.0	1.0	collinear
gene:TraesCS3B02G011500	Chr3B	5174134	5174921	+	5174527	Chr3B	11562146	11562933	+	11562539	1.0	1.0	collinear
gene:TraesCS3B02G011600	Chr3B	5199156	5201287	+	5200221	Chr3B	11587168	11589299	+	11588233	1.0	1.0	collinear
gene:TraesCS3B02G011700	Chr3B	5207131	5207968	+	5207549	Chr3B	11595143	11595980	+	11595561	1.0	1.0	collinear
gene:TraesCS3B02G011800	Chr3B	5230206	5234785	-	5232495	Chr3B	11618218	11622797	-	11620507	1.0	1.0	collinear
gene:TraesCS3B02G011900	Chr3B	5321732	5323640	-	5322686	Chr3B	11709744	11711652	-	11710698	1.0	1.0	collinear
gene:TraesCS3B02G012000	Chr3B	5405970	5406674	+	5406322	Chr3B	11793982	11794686	+	11794334	1.0	1.0	collinear
gene:TraesCS3B02G012100	Chr3B	5408351	5408920	+	5408635	Chr3B	11796363	11796932	+	11796647	1.0	1.0	collinear
