gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	328026	333944	-	330985	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	324320	325720	+	325020	1.0	1.0	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	302821	307159	+	304990	1.0	1.0	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	103714	104259	-	103986	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	89594	93032	-	91313	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	80423	88053	+	84238	1.0	1.0	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	378562	379694	-	379128	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	392241	395710	+	393975	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	402281	404837	+	403559	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	465877	484345	+	475111	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	512185	513105	+	512645	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	517999	519840	+	518919	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	675239	678446	+	676842	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	679143	683010	-	681076	1.0	1.0	collinear
