gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	70239	89245	+	79742	1.0	1.0	collinear
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	420162	429068	+	424615	1.0	0.958	collinear
gene:TraesCS1A02G000400	Chr1A	102794	122504	+	112649	Chr1A	102794	122504	+	112649	1.0	1.0	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	149490	154559	-	152024	1.0	1.0	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	162313	162609	+	162461	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	169592	169969	-	169780	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	180175	180552	-	180363	1.0	1.0	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	242206	245051	+	243628	0.952	0.952	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	270605	272936	-	271770	1.0	1.0	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	287697	287957	+	287827	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	297266	297652	+	297459	1.0	1.0	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	326099	326518	+	326308	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	337960	338256	+	338108	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	403455	403751	+	403603	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1142826	1144427	+	1143626	1.0	1.0	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1157430	1161066	-	1159248	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1161721	1166114	-	1163917	1.0	1.0	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1168201	1175228	+	1171714	1.0	1.0	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1186689	1188709	+	1187699	1.0	1.0	collinear
