gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS6B02G003000	Chr6B	2302243	2309275	-	2305759	Chr6B	1217867	1224899	+	1221383	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	1126724	1127689	-	1127206	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003200	Chr6B	2442999	2451531	+	2447265	Chr6B	1077423	1085953	-	1081688	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003300	Chr6B	2464499	2467699	-	2466099	Chr6B	1061255	1064455	+	1062855	1.0	0.999	rearrangement:Chr6B_block1
gene:TraesCS6B02G003400	Chr6B	2607790	2608692	-	2608241	Chr6B	921163	922065	+	921614	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003500	Chr6B	2608929	2610312	+	2609620	Chr6B	919543	920926	-	920234	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003600	Chr6B	2636558	2638900	+	2637729	Chr6B	880222	882564	-	881393	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003700	Chr6B	2659659	2661066	-	2660362	Chr6B	858141	859548	+	858844	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G003800	Chr6B	2717048	2719606	+	2718327	Chr6B	800270	802828	-	801549	1.0	0.997	rearrangement:Chr6B_block1
gene:TraesCS6B02G003900	Chr6B	2772089	2773599	+	2772844	Chr6B	746313	747823	-	747068	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G004000	Chr6B	3122693	3127984	-	3125338	Chr6B	394769	400060	+	397414	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G004100	Chr6B	3171301	3172622	-	3171961	Chr6B	350488	351809	+	351148	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	303846	304801	+	304323	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G004300	Chr6B	3382812	3384623	+	3383717	Chr6B	140235	142046	-	141140	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G004400	Chr6B	3384708	3387486	+	3386097	Chr6B	137372	140150	-	138761	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G004500	Chr6B	3519599	3520570	-	3520084	Chr6B	4638	5609	+	5123	1.0	1.0	rearrangement:Chr6B_block1
gene:TraesCS6B02G007900	Chr6B	5029276	5030946	-	5030111	Chr6B	3920814	3922484	+	3921649	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008000	Chr6B	5071319	5072906	-	5072112	Chr6B	3878854	3880441	+	3879647	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008100	Chr6B	5101243	5102621	+	5101932	Chr6B	3849139	3850517	-	3849828	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008200	Chr6B	5282957	5283394	+	5283175	Chr6B	3668366	3668803	-	3668584	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008300	Chr6B	5365387	5368224	-	5366805	Chr6B	3511477	3514314	+	3512895	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008400	Chr6B	5523469	5535637	+	5529553	Chr6B	3344064	3356232	-	3350148	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008500	Chr6B	5554405	5555202	-	5554803	Chr6B	3324499	3325296	+	3324897	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008700	Chr6B	5682863	5689708	+	5686285	Chr6B	3189981	3196826	-	3193403	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008800	Chr6B	5714116	5715260	-	5714688	Chr6B	2938021	2939165	+	2938593	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G008900	Chr6B	5732051	5733590	+	5732820	Chr6B	2919691	2921230	-	2920460	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G009000	Chr6B	5765119	5770034	+	5767576	Chr6B	2883247	2888162	-	2885704	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G009100	Chr6B	5790320	5793270	+	5791795	Chr6B	2860011	2862961	-	2861486	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G009105	Chr6B	5793738	5796725	+	5795231	Chr6B	2856556	2859543	-	2858049	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G009300	Chr6B	5807393	5808819	+	5808106	Chr6B	2844462	2845888	-	2845175	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G009324	Chr6B	5836111	5839359	+	5837735	Chr6B	2813922	2817170	-	2815546	1.0	1.0	rearrangement:Chr6B_block2
gene:TraesCS6B02G224900	Chr6B	345466343	345470188	+	345468265	Chr6B	362077382	362081227	-	362079304	1.0	1.0	rearrangement:Chr6B_block3
gene:TraesCS6B02G225000	Chr6B	345624149	345627415	-	345625782	Chr6B	361920219	361923485	+	361921852	1.0	1.0	rearrangement:Chr6B_block3
gene:TraesCS6B02G225100	Chr6B	346313656	346320091	+	346316873	Chr6B	361228741	361235176	-	361231958	1.0	1.0	rearrangement:Chr6B_block3
gene:TraesCS6B02G225200	Chr6B	346410027	346418104	+	346414065	Chr6B	361130728	361138805	-	361134766	1.0	1.0	rearrangement:Chr6B_block3
