gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_v2.1_tgt_chr	CS_v2.1_tgt_start	CS_v2.1_tgt_end	CS_v2.1_tgt_strand	CS_v2.1_tgt_midpoint	CS_v2.1_coverage	CS_v2.1_identity	segment
gene:TraesCS6D02G000100	Chr6D	43457	44110	-	43783	Chr6D	43457	44110	-	43783	1.0	1.0	collinear
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	52444	52899	+	52671	1.0	1.0	collinear
gene:TraesCS6D02G000300	Chr6D	88938	95787	-	92362	Chr6D	88938	95787	-	92362	1.0	1.0	collinear
gene:TraesCS6D02G000400	Chr6D	208151	209686	+	208918	Chr6D	207420	208955	+	208187	1.0	1.0	collinear
gene:TraesCS6D02G000500	Chr6D	220528	222200	-	221364	Chr6D	219614	221286	-	220450	1.0	1.0	collinear
gene:TraesCS6D02G000600	Chr6D	287899	289936	+	288917	Chr6D	287212	289249	+	288230	1.0	1.0	collinear
gene:TraesCS6D02G000700	Chr6D	347456	347876	-	347666	Chr6D	346088	346508	-	346298	1.0	0.99	collinear
gene:TraesCS6D02G000800	Chr6D	387724	390437	+	389080	Chr6D	386000	388713	+	387356	1.0	1.0	collinear
gene:TraesCS6D02G000900	Chr6D	397372	400574	-	398973	Chr6D	395648	398850	-	397249	1.0	1.0	collinear
gene:TraesCS6D02G001000	Chr6D	421451	422985	-	422218	Chr6D	419600	421134	-	420367	1.0	1.0	collinear
gene:TraesCS6D02G001100	Chr6D	423498	424658	-	424078	Chr6D	421647	422807	-	422227	1.0	1.0	collinear
gene:TraesCS6D02G001200	Chr6D	490375	493875	-	492125	Chr6D	487116	490616	-	488866	1.0	1.0	collinear
gene:TraesCS6D02G001300	Chr6D	500582	502814	-	501698	Chr6D	497323	499555	-	498439	1.0	1.0	collinear
gene:TraesCS6D02G001400	Chr6D	602989	606229	-	604609	Chr6D	598333	601573	-	599953	1.0	0.999	collinear
gene:TraesCS6D02G001500	Chr6D	680571	680993	-	680782	Chr6D	674763	675185	-	674974	1.0	1.0	collinear
gene:TraesCS6D02G001600	Chr6D	803603	804859	+	804231	Chr6D	797280	798536	+	797908	1.0	1.0	collinear
gene:TraesCS6D02G001700	Chr6D	805537	807932	+	806734	Chr6D	799214	801609	+	800411	1.0	1.0	collinear
gene:TraesCS6D02G001900	Chr6D	966786	967049	+	966917	Chr6D	959215	959478	+	959346	1.0	1.0	collinear
gene:TraesCS6D02G002000	Chr6D	1068894	1071067	+	1069980	Chr6D	1060930	1063103	+	1062016	1.0	1.0	collinear
