gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS2A03G0000200	Chr2A	250369	258919	+	254644	Chr2A	253246	261794	+	257520	0.999	0.999	collinear
gene:TraesCS2A03G0000300	Chr2A	259362	263505	-	261433	Chr2A	262237	266380	-	264308	1.0	1.0	collinear
gene:TraesCS2A03G0000600	Chr2A	272656	273599	-	273127	Chr2A	275538	276481	-	276009	1.0	0.998	collinear
gene:TraesCS2A03G0000700	Chr2A	279352	289424	+	284388	Chr2A	282241	292207	+	287224	1.0	1.0	collinear
gene:TraesCS2A03G0001000	Chr2A	326315	327315	-	326815	Chr2A	329101	330100	-	329600	1.0	1.0	collinear
gene:TraesCS2A03G0001200	Chr2A	389113	391290	+	390201	Chr2A	391872	394049	+	392960	1.0	0.999	collinear
gene:TraesCS2A03G0001400	Chr2A	396069	400877	-	398473	Chr2A	398823	403619	-	401221	0.995	0.995	collinear
gene:TraesCS2A03G0001500	Chr2A	471994	473071	-	472532	Chr2A	474741	475806	-	475273	1.0	1.0	collinear
gene:TraesCS2A03G0001600	Chr2A	498907	502516	+	500711	Chr2A	501635	505244	+	503439	1.0	1.0	collinear
gene:TraesCS2A03G0001800	Chr2A	511382	514968	+	513175	Chr2A	514109	517695	+	515902	1.0	0.999	collinear
gene:TraesCS2A03G0001900	Chr2A	523708	527051	+	525379	Chr2A	526446	529789	+	528117	1.0	0.999	collinear
gene:TraesCS2A03G0002000	Chr2A	527668	531424	-	529546	Chr2A	530406	534158	-	532282	1.0	1.0	collinear
gene:TraesCS2A03G0002200	Chr2A	531622	534531	+	533076	Chr2A	536740	539649	+	538194	1.0	1.0	collinear
gene:TraesCS2A03G0002500	Chr2A	560892	563807	-	562349	Chr2A	566074	568989	-	567531	1.0	1.0	collinear
gene:TraesCS2A03G0002600	Chr2A	578869	583401	-	581135	Chr2A	584051	588583	-	586317	1.0	1.0	collinear
gene:TraesCS2A03G0003200	Chr2A	723635	725724	+	724679	Chr2A	659928	662017	+	660972	1.0	1.0	collinear
gene:TraesCS2A03G0003300	Chr2A	728142	730497	+	729319	Chr2A	664436	666791	+	665613	1.0	1.0	collinear
gene:TraesCS2A03G0003600	Chr2A	780091	780912	+	780501	Chr2A	716374	717195	+	716784	1.0	0.997	collinear
gene:TraesCS2A03G0003700	Chr2A	811926	812799	+	812362	Chr2A	748223	749096	+	748659	1.0	1.0	collinear
gene:TraesCS2A03G0003900	Chr2A	884928	885681	+	885304	Chr2A	821243	821996	+	821619	1.0	1.0	collinear
gene:TraesCS2A03G0004500	Chr2A	1228280	1229883	-	1229081	Chr2A	1287655	1289258	-	1288456	1.0	0.998	collinear
gene:TraesCS2A03G0005600	Chr2A	1423029	1424057	-	1423543	Chr2A	1459987	1461024	-	1460505	1.0	0.99	collinear
gene:TraesCS2A03G0005800	Chr2A	1428836	1440401	-	1434618	Chr2A	1465834	1477456	-	1471645	0.999	0.983	collinear
gene:TraesCS2A03G0006300	Chr2A	1665722	1666219	+	1665970	Chr2A	1781048	1781545	+	1781296	1.0	1.0	collinear
gene:TraesCS2A03G0006500	Chr2A	1751281	1752992	+	1752136	Chr2A	1880315	1882026	+	1881170	1.0	0.999	collinear
gene:TraesCS2A03G0006600	Chr2A	1841287	1843264	+	1842275	Chr2A	1970325	1972302	+	1971313	1.0	1.0	collinear
gene:TraesCS2A03G0006700	Chr2A	1848046	1849956	-	1849001	Chr2A	1977089	1978999	-	1978044	1.0	1.0	collinear
gene:TraesCS2A03G0006900	Chr2A	1921768	1927033	-	1924400	Chr2A	2050812	2056081	-	2053446	1.0	0.999	collinear
gene:TraesCS2A03G0007100	Chr2A	1935100	1941200	+	1938150	Chr2A	2064149	2070250	+	2067199	1.0	1.0	collinear
gene:TraesCS2A03G0008000	Chr2A	2289325	2293622	+	2291473	Chr2A	2414109	2418406	+	2416257	1.0	0.999	collinear
