gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS5B03G0175000	Chr5B	83426696	83427736	-	83427216	Chr5B	77463587	77464627	+	77464107	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0175100	Chr5B	83449300	83454582	-	83451941	Chr5B	77435334	77440611	+	77437972	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B03G0175200	Chr5B	83460234	83462681	-	83461457	Chr5B	77427238	77429685	+	77428461	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0175300	Chr5B	83655020	83657396	+	83656208	Chr5B	77239921	77242299	-	77241110	1.0	0.998	rearrangement:Chr5B_block1
gene:TraesCS5B03G0175500	Chr5B	83666315	83674667	+	83670491	Chr5B	77222824	77231001	-	77226912	1.0	0.998	rearrangement:Chr5B_block1
gene:TraesCS5B03G0175700	Chr5B	83684285	83689572	+	83686928	Chr5B	77208530	77213808	-	77211169	1.0	1.0	rearrangement:Chr5B_block1
gene:TraesCS5B03G0176100	Chr5B	84109548	84117544	+	84113546	Chr5B	76774991	76782990	-	76778990	1.0	0.999	rearrangement:Chr5B_block1
gene:TraesCS5B03G0000300	Chr5B	16033	21153	+	18593	Chr5B	2409724	2414848	-	2412286	0.998	0.981	collinear
gene:TraesCS5B03G0000800	Chr5B	85900	87414	-	86657	Chr5B	2278763	2280277	+	2279520	1.0	0.995	collinear
gene:TraesCS5B03G0000900	Chr5B	208601	214218	+	211409	Chr5B	2144799	2150424	-	2147611	0.998	0.996	collinear
gene:TraesCS5B03G0001100	Chr5B	214767	217901	-	216334	Chr5B	2141123	2144277	+	2142700	0.992	0.974	collinear
gene:TraesCS5B03G0001200	Chr5B	227704	231809	+	229756	Chr5B	2120343	2124474	-	2122408	0.999	0.997	collinear
gene:TraesCS5B03G0001300	Chr5B	606261	606584	-	606422	Chr5B	1564751	1565074	-	1564912	1.0	0.993	collinear
gene:TraesCS5B03G0013000	Chr5B	7024791	7026752	+	7025771	Chr5B	2945773	2947740	-	2946756	1.0	0.98	collinear
gene:TraesCS5B03G0012900	Chr5B	7022108	7032100	+	7027104	Chr5B	4643811	4662968	+	4653389	1.0	0.99	collinear
gene:TraesCS5B03G0013400	Chr5B	7077724	7083197	-	7080460	Chr5B	4710898	4716371	-	4713634	1.0	0.999	collinear
gene:TraesCS5B03G0013600	Chr5B	7124941	7128118	-	7126529	Chr5B	4757730	4760906	-	4759318	1.0	1.0	collinear
gene:TraesCS5B03G0013700	Chr5B	7175983	7176264	-	7176123	Chr5B	4813030	4813311	-	4813170	1.0	1.0	collinear
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	4841893	4842380	-	4842136	1.0	1.0	collinear
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	4877364	4878115	-	4877739	1.0	0.996	collinear
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	4996572	4997259	-	4996915	1.0	1.0	collinear
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	5046976	5047463	-	5047219	1.0	1.0	collinear
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	5074133	5074620	-	5074376	1.0	1.0	collinear
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	5236438	5240936	-	5238687	1.0	1.0	collinear
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	5399274	5403029	-	5401151	1.0	1.0	collinear
gene:TraesCS5B03G0015100	Chr5B	7985700	7994441	-	7990070	Chr5B	5629018	5637766	-	5633392	1.0	0.999	collinear
gene:TraesCS5B03G0015300	Chr5B	8044868	8056936	-	8050902	Chr5B	5687843	5699911	-	5693877	1.0	1.0	collinear
gene:TraesCS5B03G0015500	Chr5B	8136091	8146344	+	8141217	Chr5B	5778163	5788416	+	5783289	1.0	1.0	collinear
gene:TraesCS5B03G0015900	Chr5B	8231890	8236662	+	8234276	Chr5B	5875229	5880001	+	5877615	1.0	1.0	collinear
gene:TraesCS5B03G0016100	Chr5B	8246419	8248728	-	8247573	Chr5B	5889298	5891607	-	5890452	1.0	1.0	collinear
gene:TraesCS5B03G0016300	Chr5B	8403122	8405146	+	8404134	Chr5B	6044151	6046175	+	6045163	1.0	1.0	collinear
gene:TraesCS5B03G0016400	Chr5B	8412291	8414400	+	8413345	Chr5B	6053319	6055428	+	6054373	1.0	0.999	collinear
gene:TraesCS5B03G0017000	Chr5B	8435064	8439898	-	8437481	Chr5B	6076093	6080927	-	6078510	1.0	1.0	collinear
gene:TraesCS5B03G0017300	Chr5B	8578315	8592199	+	8585257	Chr5B	6227518	6241403	+	6234460	1.0	1.0	collinear
gene:TraesCS5B03G0017500	Chr5B	8592762	8599391	-	8596076	Chr5B	6241966	6248595	-	6245280	1.0	0.997	collinear
gene:TraesCS5B03G0017600	Chr5B	8929166	8931564	-	8930365	Chr5B	6398010	6400418	-	6399214	1.0	0.999	collinear
gene:TraesCS5B03G0018000	Chr5B	8959192	8973203	-	8966197	Chr5B	6428046	6442057	-	6435051	1.0	0.999	collinear
gene:TraesCS5B03G0018200	Chr5B	8987169	8989682	-	8988425	Chr5B	6456019	6458532	-	6457275	1.0	1.0	collinear
gene:TraesCS5B03G0018300	Chr5B	8990141	8990908	-	8990524	Chr5B	6458991	6459758	-	6459374	1.0	1.0	collinear
gene:TraesCS5B03G0018500	Chr5B	8999069	8999971	-	8999520	Chr5B	6467919	6468821	-	6468370	1.0	1.0	collinear
gene:TraesCS5B03G0019100	Chr5B	9063135	9063958	+	9063546	Chr5B	6532004	6532827	+	6532415	1.0	0.998	collinear
gene:TraesCS5B03G0019200	Chr5B	9094473	9094694	+	9094583	Chr5B	6563342	6563563	+	6563452	1.0	1.0	collinear
gene:TraesCS5B03G0019300	Chr5B	9098241	9101504	+	9099872	Chr5B	6567110	6570372	+	6568741	1.0	1.0	collinear
gene:TraesCS5B03G0019500	Chr5B	9128880	9132494	+	9130687	Chr5B	6597742	6601361	+	6599551	1.0	1.0	collinear
gene:TraesCS5B03G0019600	Chr5B	9270520	9274061	-	9272290	Chr5B	6739360	6742902	-	6741131	1.0	0.998	collinear
gene:TraesCS5B03G0019700	Chr5B	9291833	9292246	+	9292039	Chr5B	6760741	6761154	+	6760947	1.0	1.0	collinear
gene:TraesCS5B03G0019900	Chr5B	9309126	9311271	+	9310198	Chr5B	6778031	6780178	+	6779104	1.0	1.0	collinear
gene:TraesCS5B03G0020000	Chr5B	9311350	9315370	-	9313360	Chr5B	6780257	6784277	-	6782267	1.0	1.0	collinear
gene:TraesCS5B03G0020200	Chr5B	9331528	9333209	+	9332368	Chr5B	6869935	6871616	+	6870775	1.0	1.0	collinear
gene:TraesCS5B03G0020300	Chr5B	9336604	9337029	+	9336816	Chr5B	6875011	6875436	+	6875223	1.0	1.0	collinear
gene:TraesCS5B03G0020400	Chr5B	9346778	9347669	+	9347223	Chr5B	6886101	6886992	+	6886546	1.0	1.0	collinear
gene:TraesCS5B03G0020500	Chr5B	9350147	9351646	+	9350896	Chr5B	6889470	6890969	+	6890219	1.0	1.0	collinear
gene:TraesCS5B03G0020600	Chr5B	9380809	9382659	-	9381734	Chr5B	6920146	6921996	-	6921071	1.0	1.0	collinear
gene:TraesCS5B03G0020700	Chr5B	9403400	9406313	+	9404856	Chr5B	6942745	6945658	+	6944201	1.0	1.0	collinear
gene:TraesCS5B03G0020800	Chr5B	9468227	9470148	+	9469187	Chr5B	7003419	7005340	+	7004379	1.0	1.0	collinear
gene:TraesCS5B03G0021000	Chr5B	9571961	9572791	-	9572376	Chr5B	7107163	7107993	-	7107578	1.0	1.0	collinear
gene:TraesCS5B03G0021200	Chr5B	9587651	9588520	+	9588085	Chr5B	7122852	7123721	+	7123286	1.0	1.0	collinear
gene:TraesCS5B03G0021800	Chr5B	9717192	9720543	-	9718867	Chr5B	7244470	7247821	-	7246145	1.0	1.0	collinear
gene:TraesCS5B03G0022000	Chr5B	9855474	9864520	+	9859997	Chr5B	7382604	7391651	+	7387127	1.0	1.0	collinear
gene:TraesCS5B03G0022200	Chr5B	10106300	10110457	-	10108378	Chr5B	7633504	7637659	-	7635581	1.0	0.999	collinear
gene:TraesCS5B03G0022900	Chr5B	10391195	10392453	+	10391824	Chr5B	7795253	7796511	+	7795882	1.0	0.999	collinear
gene:TraesCS5B03G0023200	Chr5B	10474262	10476974	+	10475618	Chr5B	7871538	7874203	+	7872870	1.0	0.995	collinear
gene:TraesCS5B03G0023300	Chr5B	10483169	10487009	-	10485089	Chr5B	7880416	7884223	-	7882319	1.0	0.996	collinear
gene:TraesCS5B03G0023400	Chr5B	10487058	10495071	-	10491064	Chr5B	7884272	7892339	-	7888305	0.999	0.992	collinear
gene:TraesCS5B03G0023800	Chr5B	10569581	10572063	-	10570822	Chr5B	7966307	7968785	-	7967546	1.0	0.992	collinear
gene:TraesCS5B03G0026400	Chr5B	12310257	12315207	-	12312732	Chr5B	8161510	8166460	-	8163985	1.0	1.0	collinear
gene:TraesCS5B03G0026600	Chr5B	12370913	12372013	-	12371463	Chr5B	8225210	8226307	-	8225758	0.995	0.995	collinear
gene:TraesCS5B03G0026700	Chr5B	12374135	12378689	-	12376412	Chr5B	8228429	8232983	-	8230706	1.0	0.999	collinear
gene:TraesCS5B03G0026800	Chr5B	12379835	12384505	-	12382170	Chr5B	8234129	8238799	-	8236464	1.0	1.0	collinear
gene:TraesCS5B03G0027400	Chr5B	12612938	12617664	-	12615301	Chr5B	8482361	8487093	-	8484727	1.0	1.0	collinear
gene:TraesCS5B03G0027500	Chr5B	12619611	12627348	+	12623479	Chr5B	8489040	8496779	+	8492909	1.0	0.999	collinear
