gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS5A03G0317800	Chr5A	239807142	239807427	+	239807284	Chr5A	258985361	258985646	-	258985503	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0317900	Chr5A	239809502	239814513	+	239812007	Chr5A	258978275	258983286	-	258980780	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0318000	Chr5A	239905361	239905679	-	239905520	Chr5A	258887112	258887430	+	258887271	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0318900	Chr5A	239935420	239936137	+	239935778	Chr5A	258856655	258857372	-	258857013	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319000	Chr5A	239936332	239936925	-	239936628	Chr5A	258855867	258856460	+	258856163	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319100	Chr5A	239937290	239937728	+	239937509	Chr5A	258855064	258855502	-	258855283	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319200	Chr5A	239938031	239945581	+	239941806	Chr5A	258847212	258854761	-	258850986	0.999	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319400	Chr5A	239943540	239943842	-	239943691	Chr5A	258848949	258849251	+	258849100	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0319800	Chr5A	239962195	239964287	-	239963241	Chr5A	258828683	258830775	+	258829729	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A03G0321700	Chr5A	240233168	240238496	+	240235832	Chr5A	258554531	258559859	-	258557195	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0321800	Chr5A	240509093	240522950	+	240516021	Chr5A	258270833	258284694	-	258277763	1.0	1.0	rearrangement:Chr5A_block1
