gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS6D03G0165100	Chr6D	65697925	65712656	+	65705290	Chr6D	56982685	56997418	+	56990051	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0165900	Chr6D	65901716	65904726	-	65903221	Chr6D	57185522	57188532	-	57187027	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166000	Chr6D	66021895	66026557	-	66024226	Chr6D	57302349	57307011	-	57304680	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166100	Chr6D	66083518	66087814	-	66085666	Chr6D	57363983	57368279	-	57366131	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166200	Chr6D	66096511	66098234	+	66097372	Chr6D	57376977	57378700	+	57377838	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166300	Chr6D	66103272	66108035	+	66105653	Chr6D	57383738	57388501	+	57386119	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166500	Chr6D	66463921	66465027	+	66464474	Chr6D	57735528	57736634	+	57736081	1.0	0.999	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166600	Chr6D	66533498	66534472	+	66533985	Chr6D	57804845	57805819	+	57805332	1.0	0.998	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166800	Chr6D	66800886	66804181	+	66802533	Chr6D	58071113	58074408	+	58072760	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0166900	Chr6D	66804967	66809552	+	66807259	Chr6D	58075194	58079523	+	58077358	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0167000	Chr6D	67075387	67078799	+	67077093	Chr6D	58343273	58346685	+	58344979	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0167400	Chr6D	67105801	67106862	-	67106331	Chr6D	58373689	58374750	-	58374219	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0167900	Chr6D	67108593	67108779	-	67108686	Chr6D	58376481	58376667	-	58376574	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0168300	Chr6D	67112279	67112893	+	67112586	Chr6D	58380167	58380781	+	58380474	1.0	0.998	rearrangement:Chr6D_block1
gene:TraesCS6D03G0168500	Chr6D	67114716	67115399	+	67115057	Chr6D	58382604	58383287	+	58382945	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0168700	Chr6D	67115827	67116068	-	67115947	Chr6D	58383715	58383956	-	58383835	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0168900	Chr6D	67495581	67500197	+	67497889	Chr6D	58760773	58765389	+	58763081	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0169100	Chr6D	67554478	67555240	+	67554859	Chr6D	58819678	58820440	+	58820059	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0169400	Chr6D	67601706	67607538	-	67604622	Chr6D	58866476	58872308	-	58869392	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0169500	Chr6D	67636619	67640639	-	67638629	Chr6D	58901389	58905409	-	58903399	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0169600	Chr6D	68027185	68028011	+	68027598	Chr6D	59284819	59285645	+	59285232	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0169800	Chr6D	68109583	68110484	-	68110033	Chr6D	59367243	59368144	-	59367693	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0170100	Chr6D	68195535	68200044	+	68197789	Chr6D	59452730	59457239	+	59454984	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0170300	Chr6D	68360721	68367449	+	68364085	Chr6D	59616207	59622745	+	59619476	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	602725	603378	+	603051	1.0	0.996	collinear
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	593937	594392	-	594164	1.0	1.0	collinear
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	489642	492882	+	491262	1.0	0.998	collinear
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	426716	427138	+	426927	1.0	0.997	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	303983	305239	-	304611	1.0	1.0	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	300910	303305	-	302107	1.0	1.0	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	141497	141760	-	141628	1.0	1.0	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	38571	40744	-	39657	1.0	1.0	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	791536	793185	+	792360	1.0	0.999	collinear
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	830510	834693	-	832601	0.994	0.993	collinear
gene:TraesCS6D03G0007200	Chr6D	1411704	1421963	-	1416833	Chr6D	838427	848404	-	843415	1.0	0.999	collinear
gene:TraesCS6D03G0007300	Chr6D	1436172	1441156	+	1438664	Chr6D	872941	877925	+	875433	1.0	1.0	collinear
