gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS7B03G0548200	Chr7B	347844125	347850457	+	347847291	Chr7B	360205166	360211495	+	360208330	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B03G0548300	Chr7B	348168370	348169252	+	348168811	Chr7B	360528955	360529837	+	360529396	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B03G0548400	Chr7B	348251176	348263130	-	348257153	Chr7B	360611761	360623728	-	360617744	0.999	0.997	rearrangement:Chr7B_block1
gene:TraesCS7B03G0550300	Chr7B	349508115	349515891	+	349512003	Chr7B	361865972	361873748	+	361869860	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B03G0550600	Chr7B	350194776	350199095	-	350196935	Chr7B	362558927	362563246	-	362561086	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	3638641	3640797	-	3639719	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	3633291	3634390	-	3633840	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	3632238	3632876	-	3632557	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	3604572	3606482	-	3605527	0.929	0.923	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	3600932	3602715	-	3601823	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	3598409	3599979	-	3599194	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	3594019	3596432	+	3595225	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	3571578	3576796	-	3574187	1.0	1.0	collinear
