gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS1B03G0502500	Chr1B	308853233	308855986	+	308854609	Chr1B	320768640	320771393	-	320770016	1.0	0.994	rearrangement:Chr1B_block1
gene:TraesCS1B03G0502600	Chr1B	308857098	308865333	-	308861215	Chr1B	320759289	320767529	+	320763409	1.0	0.992	rearrangement:Chr1B_block1
gene:TraesCS1B03G0502700	Chr1B	309104470	309109917	-	309107193	Chr1B	320519150	320524341	+	320521745	1.0	0.998	rearrangement:Chr1B_block1
gene:TraesCS1B03G0503200	Chr1B	309121669	309136727	-	309129198	Chr1B	320502642	320517721	+	320510181	1.0	0.999	rearrangement:Chr1B_block1
gene:TraesCS1B03G0503600	Chr1B	309568238	309570037	+	309569137	Chr1B	320082089	320083888	-	320082988	1.0	0.997	rearrangement:Chr1B_block1
gene:TraesCS1B03G0512000	Chr1B	315220668	315223746	+	315222207	Chr1B	326237820	326240897	-	326239358	1.0	0.983	rearrangement:Chr1B_block2
gene:TraesCS1B03G0512400	Chr1B	315692341	315703264	+	315697802	Chr1B	326429634	326440573	+	326435103	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B03G0512500	Chr1B	315801636	315806377	+	315804006	Chr1B	326511795	326517086	+	326514440	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B03G0513400	Chr1B	316499417	316502262	-	316500839	Chr1B	327856462	327859307	-	327857884	1.0	0.997	rearrangement:Chr1B_block2
gene:TraesCS1B03G0513500	Chr1B	316667629	316677876	+	316672752	Chr1B	328012075	328022330	+	328017202	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B03G0514800	Chr1B	317234191	317239126	+	317236658	Chr1B	328577270	328582205	+	328579737	1.0	0.999	rearrangement:Chr1B_block2
gene:TraesCS1B03G0515200	Chr1B	317441605	317441892	-	317441748	Chr1B	328766290	328766577	-	328766433	1.0	0.993	rearrangement:Chr1B_block2
gene:TraesCS1B03G0515400	Chr1B	317723839	317733916	+	317728877	Chr1B	329038210	329048277	+	329043243	0.994	0.994	rearrangement:Chr1B_block2
gene:TraesCS1B03G0515500	Chr1B	317983939	317989889	-	317986914	Chr1B	329304024	329309703	-	329306863	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B03G0516100	Chr1B	318544809	318546241	-	318545525	Chr1B	329794236	329795671	-	329794953	1.0	0.996	rearrangement:Chr1B_block2
gene:TraesCS1B03G0516300	Chr1B	319215049	319215921	+	319215485	Chr1B	330394033	330394905	+	330394469	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B03G0516400	Chr1B	319222806	319225490	-	319224148	Chr1B	330401789	330404473	-	330403131	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B03G0516500	Chr1B	319375626	319395354	-	319385490	Chr1B	330547327	330567043	-	330557185	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B03G0517600	Chr1B	320873645	320881784	+	320877714	Chr1B	331294608	331302743	+	331298675	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B03G0517700	Chr1B	320882387	320884251	+	320883319	Chr1B	331303346	331305223	+	331304284	1.0	0.992	rearrangement:Chr1B_block2
gene:TraesCS1B03G0517800	Chr1B	321048095	321055365	-	321051730	Chr1B	331470050	331477547	-	331473798	0.993	0.983	rearrangement:Chr1B_block2
gene:TraesCS1B03G0000100	Chr1B	167368	172879	-	170123	Chr1B	168637	174148	-	171392	1.0	0.999	collinear
gene:TraesCS1B03G0000200	Chr1B	455175	461656	-	458415	Chr1B	450085	456575	-	453330	1.0	1.0	collinear
gene:TraesCS1B03G0000800	Chr1B	705806	707489	+	706647	Chr1B	694838	696521	+	695679	1.0	1.0	collinear
gene:TraesCS1B03G0000900	Chr1B	715446	720451	-	717948	Chr1B	704478	709483	-	706980	1.0	1.0	collinear
gene:TraesCS1B03G0001300	Chr1B	874691	877709	-	876200	Chr1B	863720	866738	-	865229	1.0	0.999	collinear
gene:TraesCS1B03G0001600	Chr1B	1190948	1191943	+	1191445	Chr1B	1179664	1180659	+	1180161	1.0	1.0	collinear
gene:TraesCS1B03G0001900	Chr1B	1193433	1195230	+	1194331	Chr1B	1182159	1183956	+	1183057	1.0	1.0	collinear
gene:TraesCS1B03G0002000	Chr1B	1195555	1199187	-	1197371	Chr1B	1184280	1187910	-	1186095	0.996	0.992	collinear
gene:TraesCS1B03G0002100	Chr1B	1200778	1204863	-	1202820	Chr1B	1189529	1193638	-	1191583	1.0	0.996	collinear
gene:TraesCS1B03G0002200	Chr1B	1237000	1244167	+	1240583	Chr1B	1225777	1232908	+	1229342	0.992	0.992	collinear
gene:TraesCS1B03G0002400	Chr1B	1247087	1248968	+	1248027	Chr1B	1235828	1237693	+	1236760	1.0	1.0	collinear
gene:TraesCS1B03G0002500	Chr1B	1254021	1254909	-	1254465	Chr1B	1242709	1243597	-	1243153	1.0	1.0	collinear
gene:TraesCS1B03G0002700	Chr1B	1268212	1281120	-	1274666	Chr1B	1256904	1269818	-	1263361	1.0	0.997	collinear
gene:TraesCS1B03G0003000	Chr1B	1404047	1406431	+	1405239	Chr1B	1369179	1371563	+	1370371	1.0	1.0	collinear
gene:TraesCS1B03G0003100	Chr1B	1407228	1410094	-	1408661	Chr1B	1372360	1375226	-	1373793	0.996	0.99	collinear
gene:TraesCS1B03G0003200	Chr1B	1411477	1414749	-	1413113	Chr1B	1376233	1379334	-	1377783	0.998	0.984	collinear
gene:TraesCS1B03G0003300	Chr1B	1417992	1424275	-	1421133	Chr1B	1412457	1418757	+	1415607	0.996	0.974	collinear
gene:TraesCS1B03G0003400	Chr1B	1457859	1460957	+	1459408	Chr1B	1422075	1425164	+	1423619	1.0	0.987	collinear
gene:TraesCS1B03G0003800	Chr1B	1509827	1521650	-	1515738	Chr1B	1551281	1562743	-	1557012	0.992	0.969	collinear
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	2132732	2145842	+	2139287	0.996	0.99	collinear
gene:TraesCS1B03G0012000	Chr1B	3468064	3472241	+	3470152	Chr1B	2201164	2205346	+	2203255	1.0	1.0	collinear
gene:TraesCS1B03G0012400	Chr1B	3758383	3758664	-	3758523	Chr1B	2491964	2492246	-	2492105	1.0	0.996	collinear
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	2503081	2504878	-	2503979	1.0	1.0	collinear
gene:TraesCS1B03G0012600	Chr1B	3850544	3853244	+	3851894	Chr1B	2575655	2578360	+	2577007	1.0	1.0	collinear
gene:TraesCS1B03G0013100	Chr1B	4073976	4076964	+	4075470	Chr1B	2799130	2802118	+	2800624	1.0	0.992	collinear
gene:TraesCS1B03G0013400	Chr1B	4086402	4088303	+	4087352	Chr1B	2811559	2813460	+	2812509	1.0	0.999	collinear
gene:TraesCS1B03G0013500	Chr1B	4098786	4101519	+	4100152	Chr1B	2823944	2826676	+	2825310	0.999	0.987	collinear
gene:TraesCS1B03G0013600	Chr1B	4115135	4122936	+	4119035	Chr1B	2840272	2848073	+	2844172	1.0	0.999	collinear
