gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS7B02G129600	Chr7B	155466822	155468828	+	155467825	Chr7B	170322776	170324782	+	170323779	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G129700	Chr7B	155469830	155479020	-	155474425	Chr7B	170325784	170334975	-	170330379	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G129800	Chr7B	155897075	155907514	-	155902294	Chr7B	170761639	170772074	-	170766856	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G129900	Chr7B	156419077	156431967	+	156425522	Chr7B	171270337	171283076	+	171276706	0.965	0.965	rearrangement:Chr7B_block1
gene:TraesCS7B02G130000	Chr7B	156625396	156631991	+	156628693	Chr7B	171457191	171463782	+	171460486	0.999	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G130100	Chr7B	156632375	156632695	-	156632535	Chr7B	171464166	171464486	-	171464326	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130200	Chr7B	156681110	156685077	+	156683093	Chr7B	171521146	171525066	+	171523106	0.97	0.967	rearrangement:Chr7B_block1
gene:TraesCS7B02G130300	Chr7B	156704042	156708118	+	156706080	Chr7B	171544045	171548121	+	171546083	1.0	1.0	rearrangement:Chr7B_block1
gene:TraesCS7B02G130400	Chr7B	156752560	156756552	-	156754556	Chr7B	171592707	171596693	-	171594700	0.997	0.997	rearrangement:Chr7B_block1
gene:TraesCS7B02G130500	Chr7B	156946722	156967606	+	156957164	Chr7B	171786161	171806484	+	171796322	0.999	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G130600	Chr7B	157216608	157219667	-	157218137	Chr7B	172054478	172057537	-	172056007	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G130700	Chr7B	157674223	157684150	+	157679186	Chr7B	172443833	172453535	+	172448684	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G130800	Chr7B	157687777	157689540	+	157688658	Chr7B	172457413	172459176	+	172458294	1.0	0.996	rearrangement:Chr7B_block1
gene:TraesCS7B02G131000	Chr7B	158073628	158076852	+	158075240	Chr7B	173041429	173045206	+	173043317	1.0	0.999	rearrangement:Chr7B_block1
gene:TraesCS7B02G131100	Chr7B	158168385	158174065	+	158171225	Chr7B	173124458	173130139	+	173127298	1.0	0.998	rearrangement:Chr7B_block1
gene:TraesCS7B02G131200	Chr7B	158174562	158183596	-	158179079	Chr7B	173130666	173139702	-	173135184	1.0	0.996	rearrangement:Chr7B_block1
gene:TraesCS7B02G131300	Chr7B	158186140	158186980	-	158186560	Chr7B	173141944	173142785	-	173142364	1.0	0.997	rearrangement:Chr7B_block1
gene:TraesCS7B02G131400	Chr7B	158367322	158393174	-	158380248	Chr7B	173339862	173365861	-	173352861	0.998	0.997	rearrangement:Chr7B_block1
gene:TraesCS7B02G131500	Chr7B	158552585	158555331	-	158553958	Chr7B	173520619	173523065	-	173521842	0.998	0.996	rearrangement:Chr7B_block1
