gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS6B02G000300	Chr6B	163680	173488	-	168584	Chr6B	4329198	4339145	-	4334171	0.994	0.967	collinear
gene:TraesCS6B02G000400	Chr6B	185379	185882	+	185630	Chr6B	4351067	4351570	+	4351318	1.0	0.971	collinear
gene:TraesCS6B02G000500	Chr6B	197644	198153	+	197898	Chr6B	4310033	4310542	-	4310287	1.0	0.968	collinear
gene:TraesCS6B02G000600	Chr6B	260456	260755	-	260605	Chr6B	4562778	4563078	-	4562928	1.0	0.996	collinear
gene:TraesCS6B02G000800	Chr6B	484200	485669	+	484934	Chr6B	4657553	4659022	+	4658287	1.0	0.972	collinear
gene:TraesCS6B02G000900	Chr6B	608571	610157	-	609364	Chr6B	4783551	4785137	-	4784344	1.0	0.996	collinear
gene:TraesCS6B02G001000	Chr6B	697792	700255	+	699023	Chr6B	5128588	5131053	+	5129820	1.0	0.996	collinear
gene:TraesCS6B02G001100	Chr6B	701374	702030	+	701702	Chr6B	5132172	5132828	+	5132500	1.0	1.0	collinear
gene:TraesCS6B02G001200	Chr6B	702076	702636	+	702356	Chr6B	5132874	5133434	+	5133154	1.0	0.996	collinear
gene:TraesCS6B02G001300	Chr6B	728447	731986	-	730216	Chr6B	5158135	5161991	-	5160063	1.0	0.999	collinear
gene:TraesCS6B02G001700	Chr6B	1131389	1133229	-	1132309	Chr6B	2270337	2272177	+	2271257	1.0	0.997	collinear
gene:TraesCS6B02G001900	Chr6B	1218446	1273798	+	1246122	Chr6B	2145376	2205842	-	2175609	1.0	0.999	collinear
gene:TraesCS6B02G002000	Chr6B	1368051	1370548	+	1369299	Chr6B	2004026	2006523	-	2005274	1.0	0.999	collinear
gene:TraesCS6B02G002100	Chr6B	1375265	1436005	+	1405635	Chr6B	1938436	1999286	-	1968861	1.0	0.999	collinear
gene:TraesCS6B02G002200	Chr6B	1569738	1574401	-	1572069	Chr6B	1800858	1805487	+	1803172	0.999	0.995	collinear
gene:TraesCS6B02G002300	Chr6B	1603857	1616068	-	1609962	Chr6B	1759554	1771380	+	1765467	1.0	0.992	collinear
gene:TraesCS6B02G002700	Chr6B	2072182	2075303	+	2073742	Chr6B	1112574	1115933	+	1114253	0.999	0.962	collinear
gene:TraesCS6B02G003100	Chr6B	2400557	2401522	+	2401039	Chr6B	1453676	1454639	+	1454157	0.997	0.904	collinear
gene:TraesCS6B02G004200	Chr6B	3218232	3219187	-	3218709	Chr6B	2335001	2335956	+	2335478	1.0	0.949	collinear
gene:TraesCS6B02G004900	Chr6B	3722807	3724617	+	3723712	Chr6B	3717485	3719246	-	3718365	0.998	0.916	collinear
gene:TraesCS6B02G005000	Chr6B	3870164	3871495	+	3870829	Chr6B	3527379	3528338	-	3527858	1.0	0.971	collinear
gene:TraesCS6B02G005200	Chr6B	3881179	3883043	-	3882111	Chr6B	3406074	3407883	+	3406978	0.959	0.937	collinear
gene:TraesCS6B02G005300	Chr6B	3886559	3890912	-	3888735	Chr6B	3398303	3402688	+	3400495	0.996	0.98	collinear
gene:TraesCS6B02G006100	Chr6B	4375489	4378583	-	4377036	Chr6B	3631221	3633720	-	3632470	1.0	0.979	collinear
gene:TraesCS6B02G009500	Chr6B	6007244	6009472	+	6008358	Chr6B	5405988	5408270	+	5407129	1.0	0.985	collinear
gene:TraesCS6B02G009600	Chr6B	6015870	6019641	+	6017755	Chr6B	5414668	5418439	+	5416553	1.0	0.997	collinear
gene:TraesCS6B02G009700	Chr6B	6023940	6026666	+	6025303	Chr6B	5422739	5425465	+	5424102	1.0	0.983	collinear
gene:TraesCS6B02G009800	Chr6B	6028752	6031069	+	6029910	Chr6B	5459527	5467191	+	5463359	0.953	0.927	collinear
gene:TraesCS6B02G009900	Chr6B	6040668	6042119	+	6041393	Chr6B	5477219	5478671	+	5477945	1.0	0.986	collinear
gene:TraesCS6B02G010000	Chr6B	6166197	6168942	-	6167569	Chr6B	5830784	5833585	-	5832184	0.983	0.936	collinear
gene:TraesCS6B02G010100	Chr6B	6193997	6195368	-	6194682	Chr6B	5935123	5936493	-	5935808	0.997	0.974	collinear
gene:TraesCS6B02G010400	Chr6B	6219689	6225495	-	6222592	Chr6B	5941016	5946803	-	5943909	0.999	0.993	collinear
gene:TraesCS6B02G010500	Chr6B	6269353	6271813	-	6270583	Chr6B	5433123	5435583	+	5434353	0.999	0.973	collinear
gene:TraesCS6B02G010600	Chr6B	6337591	6344270	+	6340930	Chr6B	6066875	6073529	+	6070202	0.991	0.985	collinear
gene:TraesCS6B02G010700	Chr6B	6509869	6510250	+	6510059	Chr6B	6272332	6272713	+	6272522	1.0	1.0	collinear
gene:TraesCS6B02G010800	Chr6B	6511804	6516693	+	6514248	Chr6B	6274264	6279223	+	6276743	1.0	0.96	collinear
gene:TraesCS6B02G010900	Chr6B	6537247	6541509	+	6539378	Chr6B	6300062	6304390	+	6302226	0.995	0.959	collinear
