gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS2A02G000100	Chr2A	249837	258387	+	254112	Chr2A	261522	270070	+	265796	0.999	0.999	collinear
gene:TraesCS2A02G000200	Chr2A	258830	262973	-	260901	Chr2A	270513	274656	-	272584	1.0	1.0	collinear
gene:TraesCS2A02G000300	Chr2A	272124	273067	-	272595	Chr2A	283815	284758	-	284286	1.0	0.998	collinear
gene:TraesCS2A02G000400	Chr2A	278821	289215	+	284018	Chr2A	290516	300481	+	295498	1.0	1.0	collinear
gene:TraesCS2A02G000500	Chr2A	326106	327106	-	326606	Chr2A	337374	338373	-	337873	1.0	1.0	collinear
gene:TraesCS2A02G000600	Chr2A	389168	391345	+	390256	Chr2A	400144	402321	+	401232	1.0	0.999	collinear
gene:TraesCS2A02G000700	Chr2A	396124	400932	-	398528	Chr2A	407095	411891	-	409493	0.995	0.995	collinear
gene:TraesCS2A02G000800	Chr2A	473496	474573	-	474034	Chr2A	483013	484078	-	483545	1.0	1.0	collinear
gene:TraesCS2A02G000900	Chr2A	500410	504019	+	502214	Chr2A	509909	513518	+	511713	1.0	1.0	collinear
gene:TraesCS2A02G001000	Chr2A	512885	516471	+	514678	Chr2A	522384	525970	+	524177	1.0	0.999	collinear
gene:TraesCS2A02G001100	Chr2A	525386	528729	+	527057	Chr2A	534721	538064	+	536392	1.0	0.999	collinear
gene:TraesCS2A02G001200	Chr2A	529346	533102	-	531224	Chr2A	538681	542433	-	540557	1.0	1.0	collinear
gene:TraesCS2A02G001300	Chr2A	533300	536209	+	534754	Chr2A	545015	547924	+	546469	1.0	1.0	collinear
gene:TraesCS2A02G001400	Chr2A	562911	565826	-	564368	Chr2A	574355	577270	-	575812	1.0	1.0	collinear
gene:TraesCS2A02G001500	Chr2A	580888	585420	-	583154	Chr2A	592332	596864	-	594598	1.0	1.0	collinear
gene:TraesCS2A02G001600	Chr2A	658359	660448	+	659403	Chr2A	668205	670294	+	669249	1.0	0.999	collinear
gene:TraesCS2A02G001700	Chr2A	662867	665222	+	664044	Chr2A	672713	675068	+	673890	1.0	1.0	collinear
gene:TraesCS2A02G001800	Chr2A	715377	716198	+	715787	Chr2A	724657	725478	+	725067	1.0	0.997	collinear
gene:TraesCS2A02G001900	Chr2A	746916	747789	+	747352	Chr2A	756505	757378	+	756941	1.0	1.0	collinear
gene:TraesCS2A02G002000	Chr2A	819919	820675	+	820297	Chr2A	829556	830312	+	829934	1.0	0.994	collinear
gene:TraesCS2A02G002100	Chr2A	1163741	1165344	-	1164542	Chr2A	1150611	1152214	-	1151412	1.0	0.999	collinear
gene:TraesCS2A02G002400	Chr2A	1364422	1365450	-	1364936	Chr2A	1322836	1323873	-	1323354	1.0	0.99	collinear
gene:TraesCS2A02G002500	Chr2A	1370229	1381768	-	1375998	Chr2A	1328683	1340304	-	1334493	1.0	0.965	collinear
gene:TraesCS2A02G002600	Chr2A	1608666	1609163	+	1608914	Chr2A	1698761	1699258	+	1699009	1.0	0.995	collinear
gene:TraesCS2A02G002700	Chr2A	1685582	1687293	+	1686437	Chr2A	1835668	1837379	+	1836523	1.0	0.999	collinear
gene:TraesCS2A02G002800	Chr2A	1776596	1778573	+	1777584	Chr2A	1925815	1927792	+	1926803	1.0	1.0	collinear
gene:TraesCS2A02G002900	Chr2A	1783499	1785409	-	1784454	Chr2A	1932578	1934488	-	1933533	1.0	1.0	collinear
gene:TraesCS2A02G003000	Chr2A	1857935	1863412	-	1860673	Chr2A	2006401	2011667	-	2009034	1.0	0.999	collinear
gene:TraesCS2A02G003100	Chr2A	1871479	1877682	+	1874580	Chr2A	2339642	2345733	+	2342687	1.0	0.999	collinear
gene:TraesCS2A02G003400	Chr2A	2273380	2274666	-	2274023	Chr2A	3177546	3178832	-	3178189	1.0	0.997	collinear
gene:TraesCS2A02G003600	Chr2A	2321343	2325578	+	2323460	Chr2A	3222799	3227034	+	3224916	0.999	0.998	collinear
gene:TraesCS2A02G003700	Chr2A	2331523	2337129	+	2334326	Chr2A	3232979	3238586	+	3235782	1.0	1.0	collinear
gene:TraesCS2A02G003800	Chr2A	2352114	2353022	-	2352568	Chr2A	3300362	3301270	-	3300816	1.0	1.0	collinear
gene:TraesCS2A02G004100	Chr2A	2366335	2367372	+	2366853	Chr2A	3314802	3315839	+	3315320	1.0	0.999	collinear
gene:TraesCS2A02G003900	Chr2A	2355896	2382397	+	2369146	Chr2A	3304169	3330869	+	3317519	1.0	0.999	collinear
gene:TraesCS2A02G004200	Chr2A	2373231	2377514	-	2375372	Chr2A	3321698	3325981	-	3323839	1.0	0.999	collinear
gene:TraesCS2A02G004300	Chr2A	2377872	2379498	+	2378685	Chr2A	3326340	3327970	+	3327155	1.0	0.995	collinear
gene:TraesCS2A02G004400	Chr2A	2402808	2403208	+	2403008	Chr2A	3351039	3351439	+	3351239	1.0	1.0	collinear
gene:TraesCS2A02G004500	Chr2A	2405864	2407866	+	2406865	Chr2A	3354047	3356049	+	3355048	1.0	1.0	collinear
gene:TraesCS2A02G004600	Chr2A	2463117	2466740	-	2464928	Chr2A	3411336	3414959	-	3413147	1.0	1.0	collinear
gene:TraesCS2A02G004700	Chr2A	2476815	2481845	-	2479330	Chr2A	3424647	3429677	-	3427162	1.0	1.0	collinear
gene:TraesCS2A02G004800	Chr2A	2481972	2487182	+	2484577	Chr2A	3429804	3435014	+	3432409	1.0	1.0	collinear
gene:TraesCS2A02G004900	Chr2A	2488830	2495245	-	2492037	Chr2A	3436662	3443077	-	3439869	1.0	0.998	collinear
gene:TraesCS2A02G005000	Chr2A	2637762	2653834	+	2645798	Chr2A	3986265	4002281	-	3994273	0.999	0.995	collinear
gene:TraesCS2A02G005100	Chr2A	2655708	2657588	+	2656648	Chr2A	3982162	3984215	-	3983188	0.999	0.905	collinear
gene:TraesCS2A02G005200	Chr2A	2657374	2660973	-	2659173	Chr2A	3978778	3982375	+	3980576	1.0	0.994	collinear
gene:TraesCS2A02G005300	Chr2A	2693455	2697385	+	2695420	Chr2A	3959469	3963402	-	3961435	1.0	0.995	collinear
gene:TraesCS2A02G005400	Chr2A	2700528	2700923	-	2700725	Chr2A	3955909	3956304	+	3956106	1.0	0.989	collinear
gene:TraesCS2A02G005500	Chr2A	2708175	2708888	-	2708531	Chr2A	3947666	3948379	+	3948022	1.0	0.998	collinear
gene:TraesCS2A02G005600	Chr2A	2713730	2714453	+	2714091	Chr2A	3942113	3942836	-	3942474	1.0	0.991	collinear
gene:TraesCS2A02G005800	Chr2A	2739129	2740683	-	2739906	Chr2A	3923968	3925512	+	3924740	0.997	0.989	collinear
gene:TraesCS2A02G006000	Chr2A	2791671	2794776	-	2793223	Chr2A	3889705	3893038	+	3891371	1.0	0.998	collinear
gene:TraesCS2A02G006100	Chr2A	2817615	2820056	-	2818835	Chr2A	3864432	3866873	+	3865652	1.0	0.999	collinear
gene:TraesCS2A02G006200	Chr2A	2839126	2854913	+	2847019	Chr2A	3830725	3845912	-	3838318	1.0	0.99	collinear
gene:TraesCS2A02G006300	Chr2A	2860739	2862513	+	2861626	Chr2A	3823171	3824945	-	3824058	1.0	0.999	collinear
gene:TraesCS2A02G006400	Chr2A	2876139	2877842	+	2876990	Chr2A	3808001	3809704	-	3808852	1.0	0.997	collinear
gene:TraesCS2A02G006500	Chr2A	2880736	2885432	+	2883084	Chr2A	3800394	3805090	-	3802742	1.0	0.999	collinear
gene:TraesCS2A02G006600	Chr2A	2892625	2893791	-	2893208	Chr2A	3792035	3793201	+	3792618	1.0	1.0	collinear
gene:TraesCS2A02G006700	Chr2A	2895357	2896658	+	2896007	Chr2A	3789168	3790469	-	3789818	1.0	1.0	collinear
