gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS4A02G059000	Chr4A	54106535	54110051	-	54108293	Chr4A	67244123	67247639	+	67245881	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G059100	Chr4A	54404601	54406169	-	54405385	Chr4A	66960756	66962324	+	66961540	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059200	Chr4A	55377186	55380060	-	55378623	Chr4A	65961463	65964333	+	65962898	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059300	Chr4A	55389614	55398958	-	55394286	Chr4A	65944366	65952595	+	65948480	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G059400	Chr4A	55572600	55575346	+	55573973	Chr4A	65745566	65748312	-	65746939	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059500	Chr4A	55912521	55919370	+	55915945	Chr4A	65380364	65387212	-	65383788	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G059600	Chr4A	56143732	56145991	+	56144861	Chr4A	65167338	65169595	-	65168466	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G059700	Chr4A	56251413	56254420	-	56252916	Chr4A	65051632	65054638	+	65053135	0.999	0.995	rearrangement:Chr4A_block1
gene:TraesCS4A02G059800	Chr4A	56260273	56262853	+	56261563	Chr4A	65043103	65045681	-	65044392	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G059900	Chr4A	56266262	56271389	-	56268825	Chr4A	65034567	65039693	+	65037130	0.999	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G060000	Chr4A	56471847	56483645	-	56477746	Chr4A	64821210	64832686	+	64826948	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060100	Chr4A	56496985	56501161	-	56499073	Chr4A	64803859	64808044	+	64805951	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G060200	Chr4A	56501607	56506002	-	56503804	Chr4A	64799019	64803413	+	64801216	0.999	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G060300	Chr4A	56509445	56511293	-	56510369	Chr4A	64793728	64795576	+	64794652	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G067300	Chr4A	64956484	64958633	+	64957558	Chr4A	81266917	81269066	-	81267991	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067400	Chr4A	65456768	65466040	+	65461404	Chr4A	80777885	80787159	-	80782522	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067500	Chr4A	65466129	65467525	+	65466827	Chr4A	80776400	80777796	-	80777098	1.0	0.999	rearrangement:Chr4A_block2
