gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS5A02G116100	Chr5A	237460197	237478612	-	237469404	Chr5A	263603842	263622259	+	263613050	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G116200	Chr5A	237953442	237953745	+	237953593	Chr5A	263132422	263132725	-	263132573	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116400	Chr5A	238691766	238692051	+	238691908	Chr5A	262401708	262401993	-	262401850	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116500	Chr5A	238694126	238699137	+	238696631	Chr5A	262394622	262399633	-	262397127	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116600	Chr5A	238790277	238790595	-	238790436	Chr5A	262303458	262303776	+	262303617	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116700	Chr5A	238820336	238821053	+	238820694	Chr5A	262273001	262273718	-	262273359	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116800	Chr5A	238821248	238821841	-	238821544	Chr5A	262272213	262272806	+	262272509	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G116900	Chr5A	238822206	238822644	+	238822425	Chr5A	262271410	262271848	-	262271629	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117100	Chr5A	238822947	238830497	+	238826722	Chr5A	262263561	262271107	-	262267334	0.997	0.989	rearrangement:Chr5A_block1
gene:TraesCS5A02G117000	Chr5A	238828456	238828758	-	238828607	Chr5A	262265295	262265597	+	262265446	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117200	Chr5A	238847111	238849203	-	238848157	Chr5A	262245031	262247123	+	262246077	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G117300	Chr5A	238860045	238860455	-	238860250	Chr5A	262233775	262234189	+	262233982	1.0	0.99	rearrangement:Chr5A_block1
gene:TraesCS5A02G117400	Chr5A	238900801	238901760	+	238901280	Chr5A	262192468	262193427	-	262192947	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117500	Chr5A	239118833	239124161	+	239121497	Chr5A	261970927	261976255	-	261973591	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G117600	Chr5A	239396439	239410643	+	239403541	Chr5A	261687217	261701080	-	261694148	1.0	1.0	rearrangement:Chr5A_block1
