gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	6631904	6632359	+	6632131	1.0	0.982	collinear
gene:TraesCS6D02G000300	Chr6D	88938	95787	-	92362	Chr6D	6642479	6648397	-	6645438	0.924	0.918	collinear
gene:TraesCS6D02G001600	Chr6D	803603	804859	+	804231	Chr6D	6671644	6672920	+	6672282	1.0	0.998	collinear
gene:TraesCS6D02G001700	Chr6D	805537	807932	+	806734	Chr6D	6673598	6675993	+	6674795	1.0	0.997	collinear
gene:TraesCS6D02G001900	Chr6D	966786	967049	+	966917	Chr6D	6840431	6840694	+	6840562	1.0	0.981	collinear
gene:TraesCS6D02G002000	Chr6D	1068894	1071067	+	1069980	Chr6D	6922431	6924566	+	6923498	1.0	0.993	collinear
gene:TraesCS6D02G002100	Chr6D	1372775	1374424	+	1373599	Chr6D	6620490	6622139	-	6621314	1.0	0.995	collinear
gene:TraesCS6D02G002700	Chr6D	1571901	1572329	-	1572115	Chr6D	6271559	6271987	+	6271773	1.0	0.993	collinear
gene:TraesCS6D02G002800	Chr6D	1586179	1588895	+	1587537	Chr6D	6251858	6254573	-	6253215	0.998	0.991	collinear
gene:TraesCS6D02G002900	Chr6D	1627607	1628562	+	1628084	Chr6D	6204781	6205738	-	6205259	1.0	0.988	collinear
gene:TraesCS6D02G003000	Chr6D	1635743	1636654	+	1636198	Chr6D	6196684	6197595	-	6197139	1.0	0.985	collinear
gene:TraesCS6D02G003100	Chr6D	1760637	1761722	+	1761179	Chr6D	6066624	6067709	-	6067166	1.0	0.995	collinear
gene:TraesCS6D02G003200	Chr6D	1769875	1774534	-	1772204	Chr6D	6050949	6055620	+	6053284	1.0	0.998	collinear
gene:TraesCS6D02G003300	Chr6D	1779697	1784071	+	1781884	Chr6D	6042077	6045762	-	6043919	0.911	0.907	collinear
gene:TraesCS6D02G003400	Chr6D	1799042	1799976	-	1799509	Chr6D	6026162	6027096	+	6026629	1.0	0.998	collinear
gene:TraesCS6D02G003500	Chr6D	1902475	1903404	-	1902939	Chr6D	7831957	7832886	+	7832421	1.0	0.993	collinear
gene:TraesCS6D02G003600	Chr6D	1978190	1980764	+	1979477	Chr6D	7768769	7771324	-	7770046	0.995	0.99	collinear
gene:TraesCS6D02G003700	Chr6D	1996894	1997988	-	1997441	Chr6D	7731464	7732558	+	7732011	1.0	0.999	collinear
gene:TraesCS6D02G003800	Chr6D	2029651	2037184	+	2033417	Chr6D	7693406	7700627	-	7697016	1.0	0.999	collinear
gene:TraesCS6D02G003900	Chr6D	2047133	2051430	-	2049281	Chr6D	7679164	7683459	+	7681311	1.0	0.997	collinear
gene:TraesCS6D02G004100	Chr6D	2080210	2081880	+	2081045	Chr6D	7626175	7627845	-	7627010	1.0	0.997	collinear
gene:TraesCS6D02G004200	Chr6D	2097244	2103560	+	2100402	Chr6D	7605150	7611463	-	7608306	1.0	0.999	collinear
gene:TraesCS6D02G004300	Chr6D	2106676	2108293	-	2107484	Chr6D	7600418	7602034	+	7601226	0.999	0.996	collinear
gene:TraesCS6D02G004400	Chr6D	2134352	2137355	+	2135853	Chr6D	7571348	7574352	-	7572850	1.0	0.994	collinear
gene:TraesCS6D02G004600	Chr6D	2169654	2171773	+	2170713	Chr6D	7537489	7539608	-	7538548	1.0	0.998	collinear
gene:TraesCS6D02G004700	Chr6D	2239978	2245529	+	2242753	Chr6D	7470033	7475661	-	7472847	1.0	0.99	collinear
gene:TraesCS6D02G004800	Chr6D	2246243	2250596	-	2248419	Chr6D	7464964	7469318	+	7467141	0.999	0.998	collinear
gene:TraesCS6D02G004900	Chr6D	2265038	2269578	+	2267308	Chr6D	7435941	7440479	-	7438210	1.0	0.999	collinear
gene:TraesCS6D02G005000	Chr6D	2269919	2272267	+	2271093	Chr6D	7433248	7435602	-	7434425	1.0	0.998	collinear
gene:TraesCS6D02G005100	Chr6D	2272280	2274449	+	2273364	Chr6D	7431067	7433235	-	7432151	0.999	0.999	collinear
gene:TraesCS6D02G005200	Chr6D	2274408	2279710	-	2277059	Chr6D	7426408	7431108	+	7428758	0.999	0.983	collinear
gene:TraesCS6D02G005500	Chr6D	2354128	2357801	-	2355964	Chr6D	7407875	7411524	+	7409699	0.999	0.994	collinear
gene:TraesCS6D02G005600	Chr6D	2399592	2409297	+	2404444	Chr6D	7355853	7365558	-	7360705	1.0	0.998	collinear
gene:TraesCS6D02G005700	Chr6D	2439023	2439708	+	2439365	Chr6D	7275897	7276575	-	7276236	0.986	0.98	collinear
gene:TraesCS6D02G005800	Chr6D	2503017	2506202	-	2504609	Chr6D	7208264	7211457	+	7209860	0.998	0.98	collinear
gene:TraesCS6D02G005900	Chr6D	2517757	2519329	+	2518543	Chr6D	7195296	7196869	-	7196082	1.0	0.998	collinear
gene:TraesCS6D02G006000	Chr6D	2519385	2520575	+	2519980	Chr6D	7194050	7195240	-	7194645	1.0	0.995	collinear
gene:TraesCS6D02G006200	Chr6D	2672960	2674495	-	2673727	Chr6D	7128319	7129854	+	7129086	1.0	0.995	collinear
gene:TraesCS6D02G006300	Chr6D	2817834	2820066	+	2818950	Chr6D	5777667	5779899	-	5778783	1.0	0.999	collinear
gene:TraesCS6D02G006400	Chr6D	2831900	2833094	+	2832497	Chr6D	5764460	5765654	-	5765057	1.0	0.996	collinear
gene:TraesCS6D02G006500	Chr6D	2855162	2872133	-	2863647	Chr6D	5726062	5742762	+	5734412	1.0	0.997	collinear
gene:TraesCS6D02G006600	Chr6D	2887251	2891221	+	2889236	Chr6D	5707437	5711407	-	5709422	1.0	1.0	collinear
gene:TraesCS6D02G006700	Chr6D	2896248	2898694	+	2897471	Chr6D	5699965	5702411	-	5701188	1.0	0.999	collinear
gene:TraesCS6D02G006900	Chr6D	2911306	2914246	+	2912776	Chr6D	5684413	5687353	-	5685883	1.0	1.0	collinear
gene:TraesCS6D02G007000	Chr6D	2919542	2921422	+	2920482	Chr6D	5677238	5679117	-	5678177	1.0	0.998	collinear
gene:TraesCS6D02G007100	Chr6D	2955577	2958340	-	2956958	Chr6D	5641766	5644190	+	5642978	1.0	0.997	collinear
gene:TraesCS6D02G007200	Chr6D	2980284	2993598	-	2986941	Chr6D	5607894	5621126	+	5614510	1.0	0.998	collinear
gene:TraesCS6D02G007300	Chr6D	3015087	3017855	-	3016471	Chr6D	5572499	5575267	+	5573883	1.0	0.998	collinear
gene:TraesCS6D02G007400	Chr6D	3024701	3026206	-	3025453	Chr6D	5564137	5565642	+	5564889	1.0	1.0	collinear
gene:TraesCS6D02G007500	Chr6D	3037396	3040207	-	3038801	Chr6D	5551461	5553047	+	5552254	0.986	0.98	collinear
gene:TraesCS6D02G007600	Chr6D	3046943	3052872	-	3049907	Chr6D	5538283	5544234	+	5541258	0.995	0.99	collinear
gene:TraesCS6D02G007800	Chr6D	3141651	3143737	-	3142694	Chr6D	5452826	5454912	+	5453869	1.0	0.998	collinear
gene:TraesCS6D02G007900	Chr6D	3160181	3164060	+	3162120	Chr6D	5433032	5436581	-	5434806	1.0	0.999	collinear
gene:TraesCS6D02G008000	Chr6D	3272765	3277194	+	3274979	Chr6D	5320265	5324694	-	5322479	1.0	1.0	collinear
gene:TraesCS6D02G008100	Chr6D	3314820	3318351	+	3316585	Chr6D	5279335	5282959	-	5281147	1.0	0.986	collinear
gene:TraesCS6D02G008200	Chr6D	3344863	3347265	-	3346064	Chr6D	5260794	5263199	+	5261996	1.0	0.994	collinear
gene:TraesCS6D02G008300	Chr6D	3420603	3421512	-	3421057	Chr6D	5198455	5199326	+	5198890	0.953	0.942	collinear
gene:TraesCS6D02G008400	Chr6D	3445034	3445988	-	3445511	Chr6D	5178206	5179157	+	5178681	0.996	0.973	collinear
gene:TraesCS6D02G008500	Chr6D	3459498	3460459	-	3459978	Chr6D	5163748	5164703	+	5164225	0.993	0.986	collinear
gene:TraesCS6D02G008600	Chr6D	3462546	3463345	-	3462945	Chr6D	5160683	5161486	+	5161084	1.0	0.986	collinear
gene:TraesCS6D02G008700	Chr6D	3471206	3471568	-	3471387	Chr6D	5152706	5153068	+	5152887	1.0	1.0	collinear
gene:TraesCS6D02G009000	Chr6D	3488493	3491678	-	3490085	Chr6D	5145786	5148971	+	5147378	1.0	1.0	collinear
gene:TraesCS6D02G009100	Chr6D	3586682	3592585	+	3589633	Chr6D	5040227	5046131	-	5043179	1.0	0.999	collinear
gene:TraesCS6D02G009200	Chr6D	3596359	3597942	+	3597150	Chr6D	5035286	5036865	-	5036075	0.996	0.989	collinear
gene:TraesCS6D02G009300	Chr6D	3599914	3602757	-	3601335	Chr6D	5030758	5033615	+	5032186	0.989	0.969	collinear
gene:TraesCS6D02G009400	Chr6D	3606942	3607337	-	3607139	Chr6D	5026209	5026604	+	5026406	1.0	0.982	collinear
gene:TraesCS6D02G009500	Chr6D	3712832	3714865	+	3713848	Chr6D	3866525	3868558	+	3867541	1.0	1.0	collinear
gene:TraesCS6D02G009600	Chr6D	3725865	3728018	+	3726941	Chr6D	3879187	3881344	+	3880265	1.0	1.0	collinear
gene:TraesCS6D02G009700	Chr6D	3738920	3741139	+	3740029	Chr6D	3891511	3893730	+	3892620	1.0	1.0	collinear
gene:TraesCS6D02G009800	Chr6D	3815688	3818435	-	3817061	Chr6D	3966638	3969383	-	3968010	1.0	1.0	collinear
gene:TraesCS6D02G009900	Chr6D	3818514	3820884	-	3819699	Chr6D	3969462	3971832	-	3970647	1.0	1.0	collinear
gene:TraesCS6D02G010000	Chr6D	3833199	3837861	-	3835530	Chr6D	3984147	3988809	-	3986478	1.0	0.999	collinear
gene:TraesCS6D02G010100	Chr6D	3851841	3855843	+	3853842	Chr6D	4002318	4006320	+	4004319	1.0	1.0	collinear
gene:TraesCS6D02G010200	Chr6D	3888575	3913170	+	3900872	Chr6D	4038719	4062450	+	4050584	1.0	1.0	collinear
gene:TraesCS6D02G010300	Chr6D	3926181	3927525	+	3926853	Chr6D	4075461	4076805	+	4076133	1.0	0.999	collinear
gene:TraesCS6D02G010400	Chr6D	3932579	3933375	+	3932977	Chr6D	4081849	4082645	+	4082247	1.0	1.0	collinear
gene:TraesCS6D02G010500	Chr6D	3937281	3937682	+	3937481	Chr6D	4086168	4086569	+	4086368	1.0	0.995	collinear
gene:TraesCS6D02G010600	Chr6D	3977692	3982016	-	3979854	Chr6D	4123442	4127709	-	4125575	1.0	0.985	collinear
gene:TraesCS6D02G010700	Chr6D	3999621	4000817	-	4000219	Chr6D	4155893	4157083	-	4156488	0.994	0.974	collinear
gene:TraesCS6D02G010800	Chr6D	4149643	4152417	-	4151030	Chr6D	4300369	4303143	-	4301756	1.0	1.0	collinear
gene:TraesCS6D02G010900	Chr6D	4208530	4211483	+	4210006	Chr6D	4359021	4361974	+	4360497	1.0	1.0	collinear
gene:TraesCS6D02G011000	Chr6D	4279920	4283685	-	4281802	Chr6D	4429294	4433059	-	4431176	1.0	1.0	collinear
gene:TraesCS6D02G011100	Chr6D	4290127	4290729	+	4290428	Chr6D	4439501	4440103	+	4439802	1.0	1.0	collinear
gene:TraesCS6D02G011200	Chr6D	4291453	4292310	+	4291881	Chr6D	4440827	4441684	+	4441255	1.0	1.0	collinear
gene:TraesCS6D02G011300	Chr6D	4292443	4294942	-	4293692	Chr6D	4441817	4444316	-	4443066	1.0	1.0	collinear
gene:TraesCS6D02G011400	Chr6D	4373061	4391029	+	4382045	Chr6D	4520929	4539418	+	4530173	1.0	0.999	collinear
gene:TraesCS6D02G011500	Chr6D	4403984	4411139	+	4407561	Chr6D	4572817	4579972	+	4576394	1.0	0.995	collinear
gene:TraesCS6D02G011600	Chr6D	4517315	4521435	+	4519375	Chr6D	4725435	4729529	+	4727482	1.0	0.994	collinear
gene:TraesCS6D02G011700	Chr6D	4629188	4635636	+	4632412	Chr6D	4836799	4842772	+	4839785	1.0	0.996	collinear
gene:TraesCS6D02G011800	Chr6D	4646869	4648398	+	4647633	Chr6D	4851085	4852611	+	4851848	0.998	0.946	collinear
gene:TraesCS6D02G011900	Chr6D	4677193	4678250	-	4677721	Chr6D	4880339	4881396	-	4880867	0.996	0.985	collinear
gene:TraesCS6D02G017700	Chr6D	7343818	7345738	-	7344778	Chr6D	7918107	7920027	-	7919067	1.0	0.999	collinear
gene:TraesCS6D02G017800	Chr6D	7357357	7358970	-	7358163	Chr6D	7931110	7932723	-	7931916	1.0	1.0	collinear
gene:TraesCS6D02G017900	Chr6D	7396394	7399570	+	7397982	Chr6D	7970171	7973347	+	7971759	1.0	1.0	collinear
gene:TraesCS6D02G018000	Chr6D	7403819	7404367	-	7404093	Chr6D	7977595	7978143	-	7977869	1.0	1.0	collinear
