gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	2086655	2092573	-	2089614	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	2083168	2084568	+	2083868	1.0	1.0	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	2061660	2065998	+	2063829	1.0	1.0	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	1891119	1891664	-	1891391	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	1876995	1880432	-	1878713	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	1867817	1875454	+	1871635	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	2137192	2138324	-	2137758	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	2150926	2154395	+	2152660	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	2160966	2163522	+	2162244	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	2224518	2242988	+	2233753	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	2270820	2271740	+	2271280	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	2276656	2278497	+	2277576	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	2434235	2437442	+	2435838	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	2438139	2442006	-	2440072	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	2444131	2446297	+	2445214	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	3453335	3457106	-	3455220	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	3515211	3517595	+	3516403	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	3528659	3536773	+	3532716	1.0	1.0	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	3547945	3548844	+	3548394	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	3563666	3564259	+	3563962	1.0	1.0	collinear
