gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS4D02G000100	Chr4D	410004	411353	-	410678	Chr4D	214786	216135	-	215460	1.0	1.0	collinear
gene:TraesCS4D02G000200	Chr4D	459757	463413	+	461585	Chr4D	264547	268203	+	266375	1.0	1.0	collinear
gene:TraesCS4D02G000300	Chr4D	463593	465530	-	464561	Chr4D	268383	270320	-	269351	1.0	1.0	collinear
gene:TraesCS4D02G000400	Chr4D	465934	467579	-	466756	Chr4D	270724	272369	-	271546	1.0	1.0	collinear
gene:TraesCS4D02G000500	Chr4D	475405	480227	+	477816	Chr4D	280205	284677	+	282441	1.0	1.0	collinear
gene:TraesCS4D02G000600	Chr4D	536521	548551	+	542536	Chr4D	340284	352314	+	346299	1.0	1.0	collinear
gene:TraesCS4D02G000700	Chr4D	606454	610258	-	608356	Chr4D	407502	411306	-	409404	1.0	1.0	collinear
gene:TraesCS4D02G000800	Chr4D	610570	611973	+	611271	Chr4D	411618	413021	+	412319	1.0	1.0	collinear
gene:TraesCS4D02G000900	Chr4D	613247	618294	-	615770	Chr4D	414295	419341	-	416818	0.999	0.999	collinear
gene:TraesCS4D02G001000	Chr4D	628287	631577	+	629932	Chr4D	428396	431686	+	430041	1.0	0.998	collinear
gene:TraesCS4D02G001100	Chr4D	663250	664073	+	663661	Chr4D	462324	463147	+	462735	1.0	1.0	collinear
gene:TraesCS4D02G001200	Chr4D	738967	739353	+	739160	Chr4D	536615	537001	+	536808	1.0	1.0	collinear
gene:TraesCS4D02G001300	Chr4D	762065	764320	-	763192	Chr4D	558735	560990	-	559862	1.0	1.0	collinear
gene:TraesCS4D02G001400	Chr4D	1184737	1188140	+	1186438	Chr4D	987292	990695	+	988993	1.0	1.0	collinear
gene:TraesCS4D02G001500	Chr4D	1197681	1199853	+	1198767	Chr4D	999927	1002099	+	1001013	1.0	1.0	collinear
gene:TraesCS4D02G001600	Chr4D	1202412	1204113	-	1203262	Chr4D	1004658	1006359	-	1005508	1.0	1.0	collinear
gene:TraesCS4D02G001700	Chr4D	1205779	1206821	+	1206300	Chr4D	1008025	1009067	+	1008546	1.0	1.0	collinear
gene:TraesCS4D02G001800	Chr4D	1230245	1231918	+	1231081	Chr4D	1032429	1034102	+	1033265	1.0	1.0	collinear
gene:TraesCS4D02G001900	Chr4D	1239483	1240526	+	1240004	Chr4D	1041173	1042216	+	1041694	1.0	1.0	collinear
gene:TraesCS4D02G002000	Chr4D	1241676	1243905	+	1242790	Chr4D	1043366	1045595	+	1044480	1.0	1.0	collinear
gene:TraesCS4D02G002100	Chr4D	1245719	1248662	+	1247190	Chr4D	1047409	1050352	+	1048880	1.0	1.0	collinear
gene:TraesCS4D02G002200	Chr4D	1251438	1251851	-	1251644	Chr4D	1052935	1053348	-	1053141	1.0	1.0	collinear
gene:TraesCS4D02G002300	Chr4D	1286302	1287883	+	1287092	Chr4D	1087335	1088916	+	1088125	1.0	1.0	collinear
gene:TraesCS4D02G002400	Chr4D	1288444	1290808	+	1289626	Chr4D	1089477	1091841	+	1090659	1.0	1.0	collinear
gene:TraesCS4D02G002500	Chr4D	1297963	1301125	+	1299544	Chr4D	1098987	1102149	+	1100568	1.0	1.0	collinear
gene:TraesCS4D02G002600	Chr4D	1310863	1311597	-	1311230	Chr4D	1111949	1112683	-	1112316	1.0	0.998	collinear
gene:TraesCS4D02G002700	Chr4D	1326107	1330167	+	1328137	Chr4D	1126533	1130593	+	1128563	1.0	1.0	collinear
gene:TraesCS4D02G002800	Chr4D	1348408	1352693	-	1350550	Chr4D	1148570	1152857	-	1150713	1.0	1.0	collinear
gene:TraesCS4D02G002900	Chr4D	1364798	1368651	-	1366724	Chr4D	1164701	1168554	-	1166627	1.0	1.0	collinear
gene:TraesCS4D02G003000	Chr4D	1369971	1374666	-	1372318	Chr4D	1169874	1174569	-	1172221	1.0	1.0	collinear
gene:TraesCS4D02G003100	Chr4D	1376523	1381207	-	1378865	Chr4D	1176423	1181107	-	1178765	1.0	1.0	collinear
gene:TraesCS4D02G003200	Chr4D	1382332	1386959	-	1384645	Chr4D	1182233	1186595	-	1184414	1.0	0.998	collinear
gene:TraesCS4D02G003300	Chr4D	1397792	1401504	+	1399648	Chr4D	1197273	1200985	+	1199129	1.0	1.0	collinear
gene:TraesCS4D02G003400	Chr4D	1405006	1407207	-	1406106	Chr4D	1204487	1206688	-	1205587	1.0	1.0	collinear
gene:TraesCS4D02G003500	Chr4D	1408328	1412112	-	1410220	Chr4D	1207809	1211593	-	1209701	1.0	0.999	collinear
gene:TraesCS4D02G003600	Chr4D	1413664	1416117	+	1414890	Chr4D	1213145	1215598	+	1214371	1.0	0.999	collinear
gene:TraesCS4D02G003800	Chr4D	1640555	1645983	-	1643269	Chr4D	2249670	2254828	-	2252249	1.0	1.0	collinear
gene:TraesCS4D02G003900	Chr4D	1665727	1668294	+	1667010	Chr4D	2274672	2277239	+	2275955	1.0	1.0	collinear
gene:TraesCS4D02G004000	Chr4D	1704075	1708862	-	1706468	Chr4D	2312637	2317424	-	2315030	1.0	1.0	collinear
gene:TraesCS4D02G004100	Chr4D	1820770	1826513	+	1823641	Chr4D	2426874	2432617	+	2429745	1.0	1.0	collinear
gene:TraesCS4D02G004200	Chr4D	1871232	1878072	+	1874652	Chr4D	2475987	2482827	+	2479407	0.999	0.998	collinear
gene:TraesCS4D02G004300	Chr4D	1994174	1998323	+	1996248	Chr4D	3269275	3273424	-	3271349	1.0	0.999	collinear
gene:TraesCS4D02G004400	Chr4D	2020228	2021352	-	2020790	Chr4D	3246832	3247956	+	3247394	1.0	1.0	collinear
gene:TraesCS4D02G004500	Chr4D	2070985	2071635	+	2071310	Chr4D	3198694	3199344	-	3199019	1.0	1.0	collinear
gene:TraesCS4D02G004600	Chr4D	2073663	2074094	-	2073878	Chr4D	3196235	3196666	+	3196450	1.0	1.0	collinear
gene:TraesCS4D02G004700	Chr4D	2110151	2112584	+	2111367	Chr4D	3162198	3164631	-	3163414	1.0	0.999	collinear
gene:TraesCS4D02G004800	Chr4D	2769470	2770229	-	2769849	Chr4D	3620241	3621000	+	3620620	1.0	1.0	collinear
gene:TraesCS4D02G004900	Chr4D	2804895	2805647	+	2805271	Chr4D	3585234	3585986	-	3585610	1.0	1.0	collinear
gene:TraesCS4D02G005000	Chr4D	2955007	2958460	+	2956733	Chr4D	3353152	3356605	-	3354878	1.0	1.0	collinear
gene:TraesCS4D02G005100	Chr4D	2990063	3000709	+	2995386	Chr4D	3311131	3322021	-	3316576	1.0	1.0	collinear
gene:TraesCS4D02G005200	Chr4D	3224039	3225269	-	3224654	Chr4D	4506638	4507868	-	4507253	1.0	1.0	collinear
gene:TraesCS4D02G005300	Chr4D	3241540	3243387	+	3242463	Chr4D	4524139	4525986	+	4525062	1.0	1.0	collinear
gene:TraesCS4D02G005400	Chr4D	3249177	3250792	-	3249984	Chr4D	4531490	4533105	-	4532297	1.0	1.0	collinear
gene:TraesCS4D02G005500	Chr4D	3251277	3253836	+	3252556	Chr4D	4533590	4536149	+	4534869	1.0	1.0	collinear
gene:TraesCS4D02G005600	Chr4D	3256288	3260868	-	3258578	Chr4D	4538601	4543181	-	4540891	1.0	0.999	collinear
gene:TraesCS4D02G005700	Chr4D	3284953	3287411	-	3286182	Chr4D	4566035	4568491	-	4567263	0.998	0.998	collinear
gene:TraesCS4D02G005900	Chr4D	3332808	3336931	+	3334869	Chr4D	4881405	4885528	+	4883466	1.0	1.0	collinear
gene:TraesCS4D02G006000	Chr4D	3341090	3348892	-	3344991	Chr4D	4889687	4897489	-	4893588	1.0	0.999	collinear
