cs_chr	cs_start	cs_end	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	n_anchors	mean_identity
Chr4B	145371750	146690596	Chr4B	157984152	159301389	12	0.9996666666666667
Chr4B	154112314	156530442	Chr4B	148248900	150647606	6	0.9996666666666667
Chr4B	249071454	256332590	Chr4B	253540078	260735428	8	1.0
Chr4B	258773888	260054174	Chr4B	263171545	264467105	4	1.0
Chr4B	265283966	273980394	Chr4B	269639269	279063399	14	0.9995714285714286
Chr4B	276361601	282885258	Chr4B	281924145	288582569	9	0.9997777777777779
Chr4B	285555605	286747008	Chr4B	291254379	292439598	5	0.9994
Chr4B	328328820	330784063	Chr4B	335906578	338348297	5	0.9998000000000001
Chr4B	333372518	335941430	Chr4B	340820102	343393268	5	0.9997999999999999
Chr4B	338426211	352152996	Chr4B	345847941	359527259	21	0.9984761904761906
Chr4B	234405	83143343	Chr4B	265197	85837579	807	0.9968277571251549
Chr4B	85363222	144753281	Chr4B	88045239	147479242	360	0.9995166666666667
Chr4B	147066523	150739159	Chr4B	153959604	157610239	15	0.9999333333333333
Chr4B	158279534	161625531	Chr4B	160883443	164416965	6	1.0
Chr4B	163837175	203850975	Chr4B	166987475	207879903	181	0.9992486187845303
Chr4B	206794132	223387060	Chr4B	210764245	227192739	43	0.9994186046511628
Chr4B	234929847	247562595	Chr4B	239565704	252034379	15	0.9998666666666668
Chr4B	291844033	291890141	Chr4B	299623138	299667731	4	1.0
Chr4B	295046802	296948857	Chr4B	302768823	304644773	3	1.0
Chr4B	299559143	302859664	Chr4B	307245075	310796430	5	1.0
Chr4B	305479702	316989666	Chr4B	312813338	324253278	32	0.99971875
Chr4B	322661593	324977743	Chr4B	330347793	332653903	6	0.9985
Chr4B	327191689	328111269	Chr4B	334777246	335689440	3	1.0
Chr4B	357909130	429353205	Chr4B	376697521	449573703	337	0.9992729970326409
Chr4B	431793129	673534850	Chr4B	451958840	701659528	1847	0.9966551164049812
