gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS1B02G000100	Chr1B	168082	173741	-	170911	Chr1B	177114	182625	-	179869	1.0	0.99	rearrangement:Chr1B_block1
gene:TraesCS1B02G000200	Chr1B	459792	466556	-	463174	Chr1B	458228	464718	-	461473	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	702974	704657	+	703815	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G000400	Chr1B	721433	726438	-	723935	Chr1B	712614	717619	-	715116	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G000500	Chr1B	882170	885188	-	883679	Chr1B	871896	874914	-	873405	1.0	1.0	rearrangement:Chr1B_block1
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	1187869	1188864	+	1188366	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G000700	Chr1B	1201460	1203257	+	1202358	Chr1B	1190369	1192166	+	1191267	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	1192491	1196123	-	1194307	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	1197724	1201828	-	1199776	0.922	0.922	rearrangement:Chr1B_block2
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	1233966	1241097	+	1237531	0.992	0.992	rearrangement:Chr1B_block2
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	1244017	1245882	+	1244949	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	1250898	1251786	-	1251342	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B02G001400	Chr1B	1272755	1344907	-	1308831	Chr1B	1257918	1329945	-	1293931	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	1400785	1403269	+	1402027	1.0	0.915	rearrangement:Chr1B_block2
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	1404066	1406932	-	1405499	1.0	0.998	rearrangement:Chr1B_block2
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	1408316	1411442	-	1409879	1.0	1.0	rearrangement:Chr1B_block2
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	1414732	1420973	-	1417852	0.993	0.991	rearrangement:Chr1B_block2
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	1470940	1474050	+	1472495	0.998	0.977	rearrangement:Chr1B_block2
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	1695195	1706654	-	1700924	0.992	0.969	rearrangement:Chr1B_block2
gene:TraesCS1B02G004100	Chr1B	2354630	2357674	-	2356152	Chr1B	2269622	2272666	-	2271144	1.0	0.998	rearrangement:Chr1B_block3
gene:TraesCS1B02G004200	Chr1B	2537501	2540050	-	2538775	Chr1B	2452518	2455067	-	2453792	1.0	1.0	rearrangement:Chr1B_block3
gene:TraesCS1B02G004300	Chr1B	2555943	2557543	-	2556743	Chr1B	2470960	2472560	-	2471760	1.0	1.0	rearrangement:Chr1B_block3
