gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS3D02G004800	Chr3D	1882953	1883660	+	1883306	Chr3D	6898108	6898814	-	6898461	0.998	0.956	rearrangement:Chr3D_block1
gene:TraesCS3D02G004900	Chr3D	1889301	1890762	+	1890031	Chr3D	6891693	6893154	-	6892423	0.998	0.979	rearrangement:Chr3D_block1
gene:TraesCS3D02G006100	Chr3D	2242930	2243343	-	2243136	Chr3D	2907485	2907898	-	2907691	1.0	0.971	rearrangement:Chr3D_block1
gene:TraesCS3D02G006600	Chr3D	2308597	2309333	+	2308965	Chr3D	3045765	3046499	+	3046132	0.998	0.93	rearrangement:Chr3D_block1
gene:TraesCS3D02G007100	Chr3D	2461836	2462258	-	2462047	Chr3D	3131624	3132031	-	3131827	0.964	0.938	rearrangement:Chr3D_block1
gene:TraesCS3D02G007400	Chr3D	2589848	2597476	+	2593662	Chr3D	3148454	3156074	+	3152264	0.99	0.913	rearrangement:Chr3D_block1
gene:TraesCS3D02G007500	Chr3D	2600356	2603119	-	2601737	Chr3D	3159451	3162305	-	3160878	1.0	0.966	rearrangement:Chr3D_block1
gene:TraesCS3D02G007600	Chr3D	2619155	2627987	+	2623571	Chr3D	3188252	3197053	+	3192652	0.974	0.932	rearrangement:Chr3D_block1
gene:TraesCS3D02G007700	Chr3D	2718295	2718750	+	2718522	Chr3D	3215286	3215735	+	3215510	0.967	0.907	rearrangement:Chr3D_block1
gene:TraesCS3D02G007800	Chr3D	2720422	2720769	+	2720595	Chr3D	3217160	3217507	+	3217333	1.0	0.942	rearrangement:Chr3D_block1
gene:TraesCS3D02G009300	Chr3D	3096999	3099806	-	3098402	Chr3D	3745184	3748105	-	3746644	1.0	0.971	rearrangement:Chr3D_block1
gene:TraesCS3D02G009500	Chr3D	3222057	3224575	-	3223316	Chr3D	4012381	4014988	+	4013684	0.996	0.954	rearrangement:Chr3D_block1
gene:TraesCS3D02G009900	Chr3D	3335586	3338459	+	3337022	Chr3D	4164858	4167720	+	4166289	0.985	0.911	rearrangement:Chr3D_block1
gene:TraesCS3D02G010100	Chr3D	3562690	3566990	-	3564840	Chr3D	4658357	4662569	-	4660463	1.0	0.968	rearrangement:Chr3D_block1
gene:TraesCS3D02G010500	Chr3D	3822452	3826397	-	3824424	Chr3D	4806085	4809915	+	4808000	0.98	0.937	rearrangement:Chr3D_block1
gene:TraesCS3D02G010900	Chr3D	4012104	4013109	+	4012606	Chr3D	9075009	9076015	+	9075512	0.996	0.965	rearrangement:Chr3D_block1
gene:TraesCS3D02G011000	Chr3D	4044313	4045303	-	4044808	Chr3D	9079532	9080544	-	9080038	0.998	0.951	rearrangement:Chr3D_block1
gene:TraesCS3D02G011100	Chr3D	4045939	4046830	+	4046384	Chr3D	9081174	9082064	+	9081619	0.998	0.922	rearrangement:Chr3D_block1
gene:TraesCS3D02G011200	Chr3D	4066322	4069230	-	4067776	Chr3D	9100412	9103312	-	9101862	0.991	0.936	rearrangement:Chr3D_block1
gene:TraesCS3D02G012300	Chr3D	4317721	4319482	+	4318601	Chr3D	9295762	9297494	+	9296628	0.982	0.937	rearrangement:Chr3D_block1
gene:TraesCS3D02G013100	Chr3D	4504881	4506056	+	4505468	Chr3D	9682240	9683395	-	9682817	0.983	0.906	rearrangement:Chr3D_block1
gene:TraesCS3D02G013500	Chr3D	4866164	4866673	-	4866418	Chr3D	9756393	9756902	-	9756647	1.0	0.901	rearrangement:Chr3D_block1
