gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS2B02G001400	Chr2B	1171680	1174401	+	1173040	Chr2B	11562438	11565159	+	11563798	1.0	1.0	collinear
gene:TraesCS2B02G001500	Chr2B	1181154	1181702	+	1181428	Chr2B	11571912	11572460	+	11572186	1.0	0.997	collinear
gene:TraesCS2B02G001600	Chr2B	1248784	1252232	+	1250508	Chr2B	11640424	11643872	+	11642148	1.0	1.0	collinear
gene:TraesCS2B02G001800	Chr2B	1265344	1272505	+	1268924	Chr2B	11656463	11663628	+	11660045	1.0	0.998	collinear
gene:TraesCS2B02G001700	Chr2B	1265079	1308155	-	1286617	Chr2B	11656198	11699179	-	11677688	1.0	1.0	collinear
gene:TraesCS2B02G001900	Chr2B	1314696	1317994	-	1316345	Chr2B	14780149	14782805	+	14781477	0.996	0.996	collinear
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	14765117	14766830	-	14765973	1.0	1.0	collinear
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	14735243	14748268	-	14741755	1.0	1.0	collinear
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	14287216	14298180	+	14292698	0.993	0.951	collinear
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	13822818	13823760	+	13823289	0.958	0.928	collinear
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	13660200	13661005	-	13660602	1.0	0.99	collinear
gene:TraesCS2B02G002800	Chr2B	1749669	1750706	+	1750187	Chr2B	13593982	13595019	-	13594500	1.0	0.991	collinear
gene:TraesCS2B02G002900	Chr2B	1752952	1755256	+	1754104	Chr2B	13589528	13591832	-	13590680	1.0	0.997	collinear
gene:TraesCS2B02G003000	Chr2B	1758044	1759657	-	1758850	Chr2B	13569945	13571558	+	13570751	1.0	0.995	collinear
gene:TraesCS2B02G003100	Chr2B	1764833	1765869	+	1765351	Chr2B	13578816	13579853	-	13579334	1.0	0.99	collinear
gene:TraesCS2B02G003200	Chr2B	1768192	1770540	+	1769366	Chr2B	13574327	13576675	-	13575501	1.0	0.997	collinear
gene:TraesCS2B02G003300	Chr2B	1773308	1774960	-	1774134	Chr2B	13585088	13586740	+	13585914	1.0	0.997	collinear
gene:TraesCS2B02G003400	Chr2B	1792604	1794942	+	1793773	Chr2B	13545866	13548166	-	13547016	1.0	0.965	collinear
gene:TraesCS2B02G003500	Chr2B	1798618	1800227	-	1799422	Chr2B	13541523	13543133	+	13542328	1.0	0.96	collinear
gene:TraesCS2B02G003600	Chr2B	1831881	1833776	+	1832828	Chr2B	13523807	13525717	+	13524762	1.0	0.961	collinear
gene:TraesCS2B02G003700	Chr2B	2086946	2088978	+	2087962	Chr2B	13324543	13326575	-	13325559	1.0	0.996	collinear
gene:TraesCS2B02G003800	Chr2B	2089831	2091638	+	2090734	Chr2B	13321883	13323690	-	13322786	1.0	0.997	collinear
gene:TraesCS2B02G003900	Chr2B	2107170	2108718	+	2107944	Chr2B	13304718	13306323	-	13305520	1.0	0.992	collinear
gene:TraesCS2B02G004000	Chr2B	2109410	2113388	-	2111399	Chr2B	13300040	13304026	+	13302033	1.0	0.997	collinear
gene:TraesCS2B02G004100	Chr2B	2116046	2116633	+	2116339	Chr2B	13292431	13293024	-	13292727	1.0	0.962	collinear
gene:TraesCS2B02G004200	Chr2B	2235456	2238338	+	2236897	Chr2B	13140273	13143178	-	13141725	0.999	0.986	collinear
gene:TraesCS2B02G004300	Chr2B	2335787	2336388	+	2336087	Chr2B	13062977	13063576	-	13063276	1.0	0.997	collinear
gene:TraesCS2B02G004500	Chr2B	2404235	2407537	-	2405886	Chr2B	12957749	12961051	+	12959400	1.0	0.999	collinear
gene:TraesCS2B02G004800	Chr2B	2566039	2566626	-	2566332	Chr2B	12806757	12807350	+	12807053	1.0	0.962	collinear
gene:TraesCS2B02G005000	Chr2B	3288581	3293090	+	3290835	Chr2B	12119520	12124050	-	12121785	0.996	0.958	collinear
