gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS7A02G000100	Chr7A	238043	241215	+	239629	Chr7A	291241	294500	+	292870	0.997	0.954	collinear
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	295643	299552	-	297597	1.0	0.994	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	303859	307281	+	305570	1.0	1.0	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	339672	340985	+	340328	1.0	1.0	collinear
gene:TraesCS7A02G000600	Chr7A	331413	332217	+	331815	Chr7A	381057	381861	+	381459	1.0	1.0	collinear
gene:TraesCS7A02G000700	Chr7A	342962	346248	-	344605	Chr7A	391888	395174	-	393531	1.0	1.0	collinear
gene:TraesCS7A02G000800	Chr7A	463692	465671	-	464681	Chr7A	510903	512882	-	511892	1.0	0.999	collinear
gene:TraesCS7A02G000900	Chr7A	631804	635718	+	633761	Chr7A	686096	690011	+	688053	1.0	1.0	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	697441	709878	-	703659	1.0	0.999	collinear
gene:TraesCS7A02G001000	Chr7A	665160	680522	-	672841	Chr7A	719427	732427	-	725927	1.0	1.0	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	812088	815481	-	813784	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	837004	837447	-	837225	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	1025655	1032366	+	1029010	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	1176783	1177454	+	1177118	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	1215501	1217496	+	1216498	1.0	0.999	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	1308458	1309677	+	1309067	1.0	0.999	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	1312651	1313086	-	1312868	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	1315604	1330622	-	1323113	1.0	0.999	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	1350628	1351448	-	1351038	1.0	1.0	collinear
