gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	2025427	2028788	+	2027107	1.0	0.999	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	2047544	2050745	+	2049144	1.0	0.999	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	2005959	2008632	+	2007295	0.998	0.983	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1961641	1963931	+	1962786	1.0	0.993	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1916121	1917986	+	1917053	0.97	0.958	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1887319	1890603	+	1888961	1.0	0.998	collinear
gene:TraesCS3A02G000800	Chr3A	397801	400871	-	399336	Chr3A	1727715	1730877	+	1729296	1.0	0.982	collinear
gene:TraesCS3A02G000900	Chr3A	409621	416203	-	412912	Chr3A	1715601	1722108	+	1718854	0.966	0.952	collinear
gene:TraesCS3A02G001100	Chr3A	430147	432865	+	431506	Chr3A	1677766	1680484	-	1679125	1.0	0.998	collinear
gene:TraesCS3A02G001200	Chr3A	437746	441793	+	439769	Chr3A	1668922	1672967	-	1670944	0.998	0.997	collinear
gene:TraesCS3A02G001300	Chr3A	912044	912421	-	912232	Chr3A	1109335	1109712	+	1109523	1.0	0.994	collinear
gene:TraesCS3A02G001500	Chr3A	1028128	1031945	+	1030036	Chr3A	963122	966947	-	965034	1.0	0.993	collinear
gene:TraesCS3A02G001600	Chr3A	1055242	1059496	-	1057369	Chr3A	935184	939658	+	937421	1.0	0.994	collinear
gene:TraesCS3A02G001700	Chr3A	1304381	1309289	+	1306835	Chr3A	404222	409000	-	406611	0.996	0.993	collinear
gene:TraesCS3A02G001800	Chr3A	1313066	1315898	-	1314482	Chr3A	396798	399468	+	398133	0.997	0.975	collinear
gene:TraesCS3A02G001900	Chr3A	1325708	1326744	-	1326226	Chr3A	387032	388068	+	387550	1.0	0.998	collinear
gene:TraesCS3A02G002000	Chr3A	1328508	1329908	-	1329208	Chr3A	383926	385274	+	384600	0.95	0.933	collinear
gene:TraesCS3A02G002100	Chr3A	1380918	1383491	+	1382204	Chr3A	327032	329611	-	328321	1.0	0.993	collinear
gene:TraesCS3A02G002200	Chr3A	1389037	1389428	-	1389232	Chr3A	321041	321432	+	321236	1.0	1.0	collinear
