gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	4484056	4484973	-	4484514	0.99	0.988	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	4467075	4468142	-	4467608	1.0	0.992	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	4456881	4457493	+	4457187	0.996	0.944	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	4428712	4428930	+	4428821	1.0	0.995	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	4259656	4260261	+	4259958	1.0	0.998	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	4252894	4253215	-	4253054	1.0	0.995	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	4250438	4253675	+	4252056	1.0	0.992	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	4236335	4236889	+	4236612	1.0	0.998	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	4222040	4222936	+	4222488	1.0	0.995	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	4213105	4214001	+	4213553	1.0	0.988	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	4012397	4013380	+	4012888	1.0	0.994	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	3994731	3995714	+	3995222	1.0	0.987	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	3940747	3943515	-	3942131	1.0	0.997	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	3836848	3850391	-	3843619	1.0	0.992	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	3839143	3840768	-	3839955	1.0	0.998	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	3834590	3836253	+	3835421	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	3827535	3830636	-	3829085	1.0	0.992	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	3777051	3777980	-	3777515	1.0	0.995	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	3772671	3775691	+	3774181	1.0	0.993	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	3727070	3733555	+	3730312	0.98	0.966	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	3701401	3707362	-	3704381	1.0	0.996	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	3691241	3698890	+	3695065	1.0	0.991	collinear
gene:TraesCS1D02G002600	Chr1D	613482	616505	+	614993	Chr1D	3658040	3661065	-	3659552	1.0	0.998	collinear
gene:TraesCS1D02G002700	Chr1D	617337	621178	-	619257	Chr1D	3653367	3657208	+	3655287	1.0	0.999	collinear
gene:TraesCS1D02G002800	Chr1D	625154	628216	-	626685	Chr1D	3646369	3649430	+	3647899	1.0	0.995	collinear
gene:TraesCS1D02G003000	Chr1D	694529	697208	-	695868	Chr1D	3584902	3587536	+	3586219	0.996	0.985	collinear
gene:TraesCS1D02G003100	Chr1D	829734	830595	+	830164	Chr1D	3160102	3160965	-	3160533	1.0	0.977	collinear
gene:TraesCS1D02G003200	Chr1D	893853	897135	-	895494	Chr1D	3109657	3112940	+	3111298	1.0	0.993	collinear
