gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity	segment
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	564920	566120	+	565520	0.939	0.934	rearrangement:Chr1A_block1
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	576876	580448	-	578662	0.97	0.961	rearrangement:Chr1A_block1
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	749282	756029	+	752655	0.983	0.97	rearrangement:Chr1A_block1
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	757940	760018	+	758979	0.988	0.953	rearrangement:Chr1A_block1
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	770963	774003	-	772483	0.965	0.955	rearrangement:Chr1A_block1
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	777532	777957	-	777744	1.0	0.992	rearrangement:Chr1A_block1
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	782907	789055	-	785981	0.995	0.98	rearrangement:Chr1A_block1
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	874395	886021	-	880208	1.0	0.991	rearrangement:Chr1A_block1
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1090937	1092185	-	1091561	1.0	0.972	rearrangement:Chr1A_block1
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	3343913	3345321	+	3344617	0.999	0.934	rearrangement:Chr1A_block2
gene:TraesCS1A02G003400	Chr1A	2161814	2163439	-	2162626	Chr1A	2893448	2895078	-	2894263	1.0	0.965	rearrangement:Chr1A_block2
gene:TraesCS1A02G003800	Chr1A	2377713	2379143	-	2378428	Chr1A	3048236	3049666	-	3048951	1.0	0.982	rearrangement:Chr1A_block2
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	3994522	3998002	+	3996262	0.998	0.977	rearrangement:Chr1A_block2
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	4082194	4083758	+	4082976	0.989	0.986	rearrangement:Chr1A_block2
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	4085895	4088113	-	4087004	1.0	1.0	rearrangement:Chr1A_block2
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	4089600	4093237	+	4091418	1.0	0.997	rearrangement:Chr1A_block2
gene:TraesCS1A02G005300	Chr1A	3013341	3014979	+	3014160	Chr1A	4120323	4121961	+	4121142	1.0	0.997	rearrangement:Chr1A_block2
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	4225746	4227054	+	4226400	1.0	0.996	rearrangement:Chr1A_block2
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	4227930	4230881	-	4229405	1.0	0.964	rearrangement:Chr1A_block2
