gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS4B03G0000300	Chr4B	232361	233964	-	233162	Chr4B	14200829	14202395	+	14201612	0.958	0.92	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000400	Chr4B	234311	235908	-	235109	Chr4B	14198885	14200482	+	14199683	1.0	0.997	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000500	Chr4B	630437	634424	+	632430	Chr4B	13812353	13816324	-	13814338	1.0	0.999	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000600	Chr4B	635301	639416	-	637358	Chr4B	13807589	13811474	+	13809531	0.915	0.915	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000700	Chr4B	689726	690943	+	690334	Chr4B	13755743	13756957	-	13756350	0.985	0.969	rearrangement:Chr4B_block2
gene:TraesCS4B03G0000900	Chr4B	691894	697186	-	694540	Chr4B	13749006	13754321	+	13751663	1.0	0.992	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001100	Chr4B	707693	710911	+	709302	Chr4B	13725596	13728814	-	13727205	1.0	0.997	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001400	Chr4B	754576	755193	+	754884	Chr4B	13679265	13679882	-	13679573	1.0	0.995	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001500	Chr4B	816760	817386	-	817073	Chr4B	13628609	13629235	+	13628922	1.0	0.984	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001700	Chr4B	849504	850496	-	850000	Chr4B	13585245	13586237	+	13585741	1.0	0.995	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001800	Chr4B	871710	872102	+	871906	Chr4B	13527278	13527670	-	13527474	1.0	0.984	rearrangement:Chr4B_block2
gene:TraesCS4B03G0001900	Chr4B	895192	896810	+	896001	Chr4B	13502825	13504371	-	13503598	0.943	0.919	rearrangement:Chr4B_block2
gene:TraesCS4B03G0002000	Chr4B	895341	896708	-	896024	Chr4B	13502855	13504222	+	13503538	1.0	0.968	rearrangement:Chr4B_block2
