gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS5A03G0001300	Chr5A	1542470	1544254	+	1543362	Chr5A	7625	9409	+	8517	1.0	0.995	rearrangement:Chr5A_block1
gene:TraesCS5A03G0001700	Chr5A	1703882	1707094	-	1705488	Chr5A	265320	268440	-	266880	0.998	0.993	rearrangement:Chr5A_block1
gene:TraesCS5A03G0001900	Chr5A	1955095	1955460	-	1955277	Chr5A	553645	554010	-	553827	1.0	0.969	rearrangement:Chr5A_block1
gene:TraesCS5A03G0002100	Chr5A	2042895	2043377	+	2043136	Chr5A	632874	633362	+	633118	1.0	0.985	rearrangement:Chr5A_block1
gene:TraesCS5A03G0002500	Chr5A	2059447	2067895	+	2063671	Chr5A	649186	657630	+	653408	0.994	0.993	rearrangement:Chr5A_block1
gene:TraesCS5A03G0002700	Chr5A	2068880	2071814	+	2070347	Chr5A	658615	661549	+	660082	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0002900	Chr5A	2082542	2082888	+	2082715	Chr5A	672278	672624	+	672451	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0003200	Chr5A	2225824	2226003	+	2225913	Chr5A	732891	733070	+	732980	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0003300	Chr5A	2269703	2270692	-	2270197	Chr5A	776513	777502	-	777007	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0003900	Chr5A	2671848	2673352	-	2672600	Chr5A	1175236	1176740	-	1175988	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0004000	Chr5A	2741825	2743021	-	2742423	Chr5A	1250330	1251526	-	1250928	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0004500	Chr5A	2854750	2859673	-	2857211	Chr5A	1361781	1366688	-	1364234	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0004900	Chr5A	2989002	2993252	-	2991127	Chr5A	1496020	1500269	-	1498144	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0005200	Chr5A	3010374	3014596	+	3012485	Chr5A	1517405	1521823	+	1519614	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A03G0005300	Chr5A	3015603	3020596	+	3018099	Chr5A	1522798	1527745	+	1525271	0.999	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A03G0005400	Chr5A	3027435	3033237	-	3030336	Chr5A	1534187	1539996	-	1537091	0.999	0.992	rearrangement:Chr5A_block1
gene:TraesCS5A03G0005500	Chr5A	3081377	3084416	-	3082896	Chr5A	1628701	1631740	-	1630220	1.0	0.997	rearrangement:Chr5A_block1
