gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS6B03G0000700	Chr6B	140235	142046	-	141140	Chr6B	2854859	2856712	+	2855785	0.999	0.978	collinear
gene:TraesCS6B03G0001400	Chr6B	303846	304801	+	304323	Chr6B	5166157	5167112	+	5166634	1.0	0.949	collinear
gene:TraesCS6B03G0001900	Chr6B	394769	400060	+	397414	Chr6B	2746855	2752151	+	2749503	0.998	0.971	collinear
gene:TraesCS6B03G0002500	Chr6B	746313	747823	-	747068	Chr6B	2194927	2196434	+	2195680	0.997	0.992	collinear
gene:TraesCS6B03G0002600	Chr6B	800270	802828	-	801549	Chr6B	2117757	2120315	+	2119036	1.0	0.994	collinear
gene:TraesCS6B03G0002700	Chr6B	858141	859548	+	858844	Chr6B	2239035	2240408	-	2239721	0.975	0.919	collinear
gene:TraesCS6B03G0003000	Chr6B	919543	920926	-	920234	Chr6B	236534	237603	+	237068	1.0	0.976	collinear
gene:TraesCS6B03G0003100	Chr6B	921163	922065	+	921614	Chr6B	2405136	2406084	+	2405610	1.0	0.936	collinear
gene:TraesCS6B03G0003800	Chr6B	1126724	1127689	-	1127206	Chr6B	4287980	4288943	+	4288461	0.997	0.904	collinear
gene:TraesCS6B03G0003900	Chr6B	1217867	1224899	+	1221383	Chr6B	2596718	2603875	+	2600296	0.991	0.933	collinear
gene:TraesCS6B03G0004500	Chr6B	1356705	1358539	+	1357622	Chr6B	3557563	3559404	+	3558483	1.0	0.989	collinear
gene:TraesCS6B03G0004800	Chr6B	1449770	1452891	-	1451330	Chr6B	3644758	3647881	-	3646319	1.0	0.994	collinear
gene:TraesCS6B03G0004900	Chr6B	1463243	1464019	+	1463631	Chr6B	3658655	3659431	+	3659043	1.0	0.992	collinear
gene:TraesCS6B03G0006600	Chr6B	1918826	1930684	+	1924755	Chr6B	4590550	4602367	+	4596458	1.0	0.992	collinear
gene:TraesCS6B03G0006900	Chr6B	1960140	1964803	+	1962471	Chr6B	4631850	4636479	+	4634164	0.999	0.995	collinear
gene:TraesCS6B03G0007000	Chr6B	2097695	2158332	-	2128013	Chr6B	4768915	4829759	-	4799337	1.0	0.999	collinear
gene:TraesCS6B03G0007100	Chr6B	2163047	2165544	-	2164295	Chr6B	4834626	4837123	-	4835874	1.0	0.999	collinear
gene:TraesCS6B03G0007200	Chr6B	2258074	2311692	-	2284883	Chr6B	4976566	5036202	-	5006384	1.0	0.998	collinear
gene:TraesCS6B03G0007500	Chr6B	2396042	2397882	+	2396962	Chr6B	5100982	5102822	+	5101902	1.0	0.997	collinear
gene:TraesCS6B03G0008900	Chr6B	2844462	2845888	-	2845175	Chr6B	3933500	3934927	+	3934213	1.0	0.913	collinear
gene:TraesCS6B03G0010200	Chr6B	3324499	3325296	+	3324897	Chr6B	3318248	3319045	+	3318646	1.0	0.981	collinear
gene:TraesCS6B03G0011100	Chr6B	3878854	3880441	+	3879647	Chr6B	3251646	3253238	+	3252442	0.998	0.972	collinear
