cs_chr	cs_start	cs_end	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	n_anchors	mean_identity
Chr2A	262295867	262863052	Chr2A	256021410	256631192	4	0.997
Chr2A	265047681	267066623	Chr2A	251587790	253694379	7	0.9995714285714286
Chr2A	269745498	277781081	Chr2A	241891451	250377535	16	0.9928125000000001
Chr2A	279829079	283404262	Chr2A	236148060	239701637	18	0.989
Chr2A	339023104	339973117	Chr2A	333268487	334197255	18	0.9938888888888889
Chr2A	341776760	342646626	Chr2A	330412959	331423044	6	0.9933333333333333
Chr2A	254644	237897856	Chr2A	41833	235322176	2120	0.9949674528301887
Chr2A	260439994	260738141	Chr2A	258162473	258438073	4	0.998
Chr2A	283478083	286214975	Chr2A	280638536	283470401	5	0.9986
Chr2A	288400047	290885926	Chr2A	285744149	288370502	5	0.9962
Chr2A	293418889	298305444	Chr2A	290880580	295747915	7	0.9907142857142858
Chr2A	304709700	310989480	Chr2A	302776931	309237906	8	0.9966250000000001
Chr2A	322290657	328918706	Chr2A	320709469	327755086	11	0.9944545454545455
Chr2A	333879690	338732865	Chr2A	334485659	339505927	10	0.9856
Chr2A	345702682	366697851	Chr2A	349121030	371626938	32	0.9951875
Chr2A	368718225	399870506	Chr2A	373036252	403231113	99	0.993181818181818
Chr2A	404353227	404860525	Chr2A	407725842	408190177	4	0.97575
Chr2A	409607272	490304153	Chr2A	412876067	493945532	265	0.996788679245283
Chr2A	492634434	551591979	Chr2A	496253591	554789107	308	0.9969155844155845
Chr2A	553651491	785506785	Chr2A	556857300	791231180	2456	0.9945268729641694
Chr2A	785749045	786637718	Chr2A	760482323	760988970	11	0.9761818181818182
