gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS2A02G240400	Chr2A	335804503	335804874	-	335804688	Chr2A	337405058	337405429	+	337405243	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G240600	Chr2A	335819071	335819310	-	335819190	Chr2A	337390799	337391038	+	337390918	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G240500	Chr2A	335818512	335823693	+	335821102	Chr2A	337386418	337391597	-	337389007	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G240700	Chr2A	335821235	335821606	-	335821420	Chr2A	337388505	337388876	+	337388690	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241000	Chr2A	335826549	335826670	-	335826609	Chr2A	337383444	337383565	+	337383504	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241100	Chr2A	335826693	335826806	+	335826749	Chr2A	337383308	337383421	-	337383364	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241200	Chr2A	335826985	335827098	+	335827041	Chr2A	337383016	337383129	-	337383072	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241300	Chr2A	335828438	335828914	-	335828676	Chr2A	337381199	337381675	+	337381437	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241400	Chr2A	335829027	335829419	-	335829223	Chr2A	337380694	337381086	+	337380890	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241500	Chr2A	335829496	335829711	-	335829603	Chr2A	337380402	337380617	+	337380509	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241600	Chr2A	335830275	335830468	-	335830371	Chr2A	337379645	337379838	+	337379741	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241700	Chr2A	335831613	335832664	+	335832138	Chr2A	337377449	337378500	-	337377974	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241800	Chr2A	335837242	335837457	-	335837349	Chr2A	337372643	337372858	+	337372750	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G241900	Chr2A	335837772	335838269	-	335838020	Chr2A	337371831	337372328	+	337372079	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242000	Chr2A	335837878	335838978	+	335838428	Chr2A	337371122	337372222	-	337371672	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242100	Chr2A	335839117	335839278	+	335839197	Chr2A	337370822	337370983	-	337370902	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242200	Chr2A	335843890	335844066	-	335843978	Chr2A	337366034	337366210	+	337366122	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242300	Chr2A	335844126	335844380	-	335844253	Chr2A	337365720	337365974	+	337365847	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242400	Chr2A	335848335	335848879	+	335848607	Chr2A	337361215	337361759	-	337361487	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242500	Chr2A	337663688	337670268	+	337666978	Chr2A	335568399	335574979	-	335571689	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242600	Chr2A	337721632	337723055	+	337722343	Chr2A	335515612	335517035	-	335516323	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242700	Chr2A	337859586	337862860	+	337861223	Chr2A	335377439	335380713	-	335379076	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242800	Chr2A	338279491	338280635	+	338280063	Chr2A	334969094	334970238	-	334969666	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G242900	Chr2A	338517188	338522392	+	338519790	Chr2A	334732012	334737216	-	334734614	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G243000	Chr2A	338545715	338547482	+	338546598	Chr2A	334707523	334709290	-	334708406	1.0	1.0	rearrangement:Chr2A_block1
gene:TraesCS2A02G243400	Chr2A	342542932	342547024	-	342544978	Chr2A	368442806	368446898	+	368444852	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G243500	Chr2A	342645279	342649755	-	342647517	Chr2A	368342461	368346784	+	368344622	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G243600	Chr2A	343417184	343419557	+	343418370	Chr2A	367571886	367574259	-	367573072	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G243700	Chr2A	343444970	343445803	-	343445386	Chr2A	367546347	367547180	+	367546763	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G243800	Chr2A	344447847	344450383	+	344449115	Chr2A	366550871	366553407	-	366552139	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G243900	Chr2A	345461885	345462175	-	345462030	Chr2A	365549366	365549656	+	365549511	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G244000	Chr2A	345477820	345496291	+	345487055	Chr2A	365515615	365533721	-	365524668	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G244100	Chr2A	346203235	346211680	+	346207457	Chr2A	364798724	364807169	-	364802946	1.0	1.0	rearrangement:Chr2A_block3
gene:TraesCS2A02G244200	Chr2A	348089209	348093743	-	348091476	Chr2A	362937437	362941971	+	362939704	1.0	1.0	rearrangement:Chr2A_block3
