gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS7A02G000100	Chr7A	238043	241215	+	239629	Chr7A	301743	304915	+	303329	1.0	1.0	collinear
gene:TraesCS7A02G000200	Chr7A	242359	246258	-	244308	Chr7A	306059	309958	-	308008	1.0	1.0	collinear
gene:TraesCS7A02G000300	Chr7A	250565	253987	+	252276	Chr7A	314265	317687	+	315976	1.0	1.0	collinear
gene:TraesCS7A02G000400	Chr7A	289316	290626	+	289971	Chr7A	352080	353390	+	352735	1.0	1.0	collinear
gene:TraesCS7A02G000600	Chr7A	331413	332217	+	331815	Chr7A	393459	394263	+	393861	1.0	1.0	collinear
gene:TraesCS7A02G000700	Chr7A	342962	346248	-	344605	Chr7A	404291	407577	-	405934	1.0	1.0	collinear
gene:TraesCS7A02G000800	Chr7A	463692	465671	-	464681	Chr7A	523330	525309	-	524319	1.0	1.0	collinear
gene:TraesCS7A02G000900	Chr7A	631804	635718	+	633761	Chr7A	689970	693884	+	691927	1.0	1.0	collinear
gene:TraesCS7A02G000936	Chr7A	643174	655611	-	649392	Chr7A	701340	713777	-	707558	1.0	1.0	collinear
gene:TraesCS7A02G001000	Chr7A	665160	680522	-	672841	Chr7A	723326	736329	-	729827	1.0	1.0	collinear
gene:TraesCS7A02G001100	Chr7A	760723	764116	-	762419	Chr7A	815986	819379	-	817682	1.0	1.0	collinear
gene:TraesCS7A02G001121	Chr7A	785611	786054	-	785832	Chr7A	840901	841344	-	841122	1.0	1.0	collinear
gene:TraesCS7A02G001200	Chr7A	976470	983181	+	979825	Chr7A	1029431	1036142	+	1032786	1.0	1.0	collinear
gene:TraesCS7A02G001300	Chr7A	1128397	1129068	+	1128732	Chr7A	1180554	1181225	+	1180889	1.0	1.0	collinear
gene:TraesCS7A02G001400	Chr7A	1180399	1182394	+	1181396	Chr7A	1231173	1233168	+	1232170	1.0	1.0	collinear
gene:TraesCS7A02G001500	Chr7A	1273203	1274422	+	1273812	Chr7A	1349730	1350949	+	1350339	1.0	1.0	collinear
gene:TraesCS7A02G001600	Chr7A	1277396	1277831	-	1277613	Chr7A	1353923	1354358	-	1354140	1.0	1.0	collinear
gene:TraesCS7A02G001700	Chr7A	1280349	1295461	-	1287905	Chr7A	1356876	1371988	-	1364432	1.0	1.0	collinear
gene:TraesCS7A02G001800	Chr7A	1316001	1316821	-	1316411	Chr7A	1391990	1392810	-	1392400	1.0	1.0	collinear
gene:TraesCS7A02G001900	Chr7A	1320275	1322055	-	1321165	Chr7A	1396264	1398044	-	1397154	1.0	1.0	collinear
gene:TraesCS7A02G002000	Chr7A	1370689	1376752	+	1373720	Chr7A	1446494	1452154	+	1449324	1.0	1.0	collinear
gene:TraesCS7A02G002100	Chr7A	1404698	1409905	+	1407301	Chr7A	1479899	1485106	+	1482502	1.0	1.0	collinear
gene:TraesCS7A02G002300	Chr7A	1416905	1421077	+	1418991	Chr7A	1492106	1496278	+	1494192	1.0	1.0	collinear
gene:TraesCS7A02G002358	Chr7A	1439365	1440141	+	1439753	Chr7A	1514566	1515342	+	1514954	1.0	1.0	collinear
gene:TraesCS7A02G002400	Chr7A	1459383	1462064	+	1460723	Chr7A	1534087	1536768	+	1535427	1.0	1.0	collinear
gene:TraesCS7A02G002500	Chr7A	1496490	1507739	-	1502114	Chr7A	1570851	1582100	-	1576475	1.0	1.0	collinear
gene:TraesCS7A02G002600	Chr7A	1521562	1524436	+	1522999	Chr7A	1595695	1598569	+	1597132	1.0	1.0	collinear
gene:TraesCS7A02G002700	Chr7A	1690697	1692368	+	1691532	Chr7A	1824661	1826332	+	1825496	1.0	1.0	collinear
gene:TraesCS7A02G002800	Chr7A	1695250	1700497	+	1697873	Chr7A	1829214	1834588	+	1831901	1.0	1.0	collinear
gene:TraesCS7A02G002900	Chr7A	1702072	1711505	-	1706788	Chr7A	1836163	1845596	-	1840879	1.0	1.0	collinear
gene:TraesCS7A02G003000	Chr7A	1712778	1718449	+	1715613	Chr7A	1846869	1852540	+	1849704	1.0	1.0	collinear
gene:TraesCS7A02G003100	Chr7A	1718979	1724204	-	1721591	Chr7A	1853070	1858295	-	1855682	1.0	1.0	collinear
gene:TraesCS7A02G003200	Chr7A	1742688	1748575	-	1745631	Chr7A	1875878	1881765	-	1878821	1.0	1.0	collinear
