gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS3A02G225700	Chr3A	423480751	423485298	+	423483024	Chr3A	446208202	446212749	-	446210475	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G225800	Chr3A	423487241	423491329	-	423489285	Chr3A	446202171	446206259	+	446204215	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226000	Chr3A	423618970	423621399	+	423620184	Chr3A	446072907	446075336	-	446074121	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226100	Chr3A	423671571	423672634	+	423672102	Chr3A	446021945	446023008	-	446022476	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226200	Chr3A	423676730	423682697	-	423679713	Chr3A	446012125	446017849	+	446014987	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226300	Chr3A	423688971	423689525	-	423689248	Chr3A	446005297	446005851	+	446005574	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226400	Chr3A	423707332	423709458	+	423708395	Chr3A	445985576	445987702	-	445986639	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226500	Chr3A	423952306	423967642	+	423959974	Chr3A	445729452	445743729	-	445736590	0.982	0.982	rearrangement:Chr3A_block1
gene:TraesCS3A02G226600	Chr3A	423967211	423968842	-	423968026	Chr3A	445728252	445729883	+	445729067	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226700	Chr3A	423975373	423977135	-	423976254	Chr3A	445719959	445721721	+	445720840	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G226800	Chr3A	424080326	424081273	+	424080799	Chr3A	445615969	445616916	-	445616442	1.0	1.0	rearrangement:Chr3A_block1
gene:TraesCS3A02G000100	Chr3A	14528	17889	-	16208	Chr3A	1908596	1911957	+	1910276	1.0	1.0	collinear
gene:TraesCS3A02G000200	Chr3A	41683	44884	-	43283	Chr3A	1885875	1889076	+	1887475	1.0	1.0	collinear
gene:TraesCS3A02G000300	Chr3A	84561	87232	-	85896	Chr3A	1844257	1846928	+	1845592	1.0	1.0	collinear
gene:TraesCS3A02G000400	Chr3A	95678	97870	-	96774	Chr3A	1833756	1835948	+	1834852	1.0	1.0	collinear
gene:TraesCS3A02G000500	Chr3A	129964	132254	-	131109	Chr3A	1799801	1802091	+	1800946	1.0	1.0	collinear
gene:TraesCS3A02G000600	Chr3A	177219	179017	-	178118	Chr3A	1752687	1754485	+	1753586	1.0	1.0	collinear
gene:TraesCS3A02G000700	Chr3A	204727	208013	-	206370	Chr3A	1723597	1726883	+	1725240	1.0	1.0	collinear
