gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS3D02G006700	Chr3D	2370310	2379035	-	2374672	Chr3D	2133217	2141942	+	2137579	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G006800	Chr3D	2413787	2415102	+	2414444	Chr3D	2097534	2098849	-	2098191	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G006900	Chr3D	2448239	2451524	-	2449881	Chr3D	2061431	2064716	+	2063073	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007000	Chr3D	2452535	2453530	-	2453032	Chr3D	2059425	2060420	+	2059922	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007100	Chr3D	2461836	2462258	-	2462047	Chr3D	2050819	2051241	+	2051030	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007200	Chr3D	2462521	2465680	-	2464100	Chr3D	2047397	2050556	+	2048976	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007300	Chr3D	2469159	2469596	-	2469377	Chr3D	2043481	2043918	+	2043699	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007400	Chr3D	2589848	2597476	+	2593662	Chr3D	1917133	1924761	-	1920947	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007500	Chr3D	2600356	2603119	-	2601737	Chr3D	1911490	1914253	+	1912871	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007600	Chr3D	2619155	2627987	+	2623571	Chr3D	1886826	1895658	-	1891242	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007700	Chr3D	2718295	2718750	+	2718522	Chr3D	1799281	1799736	-	1799508	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007800	Chr3D	2720422	2720769	+	2720595	Chr3D	1797262	1797609	-	1797435	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G007900	Chr3D	2749638	2749994	+	2749816	Chr3D	1768037	1768393	-	1768215	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G008000	Chr3D	2753359	2753920	+	2753639	Chr3D	1764335	1764896	-	1764615	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D02G008100	Chr3D	2773343	2773867	+	2773605	Chr3D	1744643	1745167	-	1744905	1.0	1.0	rearrangement:Chr3D_block1
