gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS1D02G000100	Chr1D	72507	77965	-	75236	Chr1D	3644189	3649647	+	3646918	1.0	1.0	collinear
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	3636547	3637473	-	3637010	1.0	1.0	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	3621732	3622799	-	3622265	1.0	1.0	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	3610096	3610691	+	3610393	1.0	1.0	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	3599956	3600174	+	3600065	1.0	1.0	collinear
gene:TraesCS1D02G000524	Chr1D	133936	134199	+	134067	Chr1D	3588400	3588663	-	3588531	1.0	1.0	collinear
gene:TraesCS1D02G000600	Chr1D	208450	208668	-	208559	Chr1D	3514039	3514257	+	3514148	1.0	1.0	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	3512494	3513099	+	3512796	1.0	1.0	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	3505735	3506056	-	3505895	1.0	1.0	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	3503496	3506514	+	3505005	1.0	1.0	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	3489778	3490332	+	3490055	1.0	1.0	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	3475554	3476450	+	3476002	1.0	1.0	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	3466764	3467651	+	3467207	1.0	1.0	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	3404843	3405826	+	3405334	1.0	1.0	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	3387172	3388146	+	3387659	1.0	1.0	collinear
gene:TraesCS1D02G001500	Chr1D	392359	395787	+	394073	Chr1D	3332688	3336116	-	3334402	1.0	1.0	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	3311020	3313788	-	3312404	1.0	1.0	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	3266671	3282189	-	3274430	1.0	1.0	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	3268966	3270591	-	3269778	1.0	1.0	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	3264413	3266076	+	3265244	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	3257321	3260422	-	3258871	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	3183803	3184732	-	3184267	1.0	1.0	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	3179457	3182449	+	3180953	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	3140137	3146605	+	3143371	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	3120797	3126755	-	3123776	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	3110736	3118284	+	3114510	1.0	1.0	collinear
gene:TraesCS1D02G002600	Chr1D	613482	616505	+	614993	Chr1D	3079019	3082042	-	3080530	1.0	1.0	collinear
gene:TraesCS1D02G002700	Chr1D	617337	621178	-	619257	Chr1D	3074346	3078187	+	3076266	1.0	1.0	collinear
gene:TraesCS1D02G002800	Chr1D	625154	628216	-	626685	Chr1D	3067362	3070424	+	3068893	1.0	1.0	collinear
gene:TraesCS1D02G002900	Chr1D	647396	651241	+	649318	Chr1D	3044743	3048588	-	3046665	1.0	1.0	collinear
gene:TraesCS1D02G003000	Chr1D	694529	697208	-	695868	Chr1D	2998775	3001454	+	3000114	1.0	1.0	collinear
gene:TraesCS1D02G003100	Chr1D	829734	830595	+	830164	Chr1D	2755546	2756407	-	2755976	1.0	1.0	collinear
gene:TraesCS1D02G003200	Chr1D	893853	897135	-	895494	Chr1D	2689762	2693044	+	2691403	1.0	1.0	collinear
gene:TraesCS1D02G003300	Chr1D	906800	907265	+	907032	Chr1D	2679819	2680284	-	2680051	1.0	1.0	collinear
gene:TraesCS1D02G003400	Chr1D	1025499	1026462	+	1025980	Chr1D	2562193	2563156	-	2562674	1.0	1.0	collinear
gene:TraesCS1D02G003500	Chr1D	1248500	1257346	+	1252923	Chr1D	2335187	2343791	-	2339489	1.0	1.0	collinear
gene:TraesCS1D02G003600	Chr1D	1836498	1836833	-	1836665	Chr1D	1763431	1763766	+	1763598	1.0	1.0	collinear
gene:TraesCS1D02G006400	Chr1D	3115248	3116541	+	3115894	Chr1D	3767770	3769063	+	3768416	1.0	1.0	collinear
gene:TraesCS1D02G006464	Chr1D	3148456	3150326	+	3149391	Chr1D	3800608	3802478	+	3801543	1.0	1.0	collinear
gene:TraesCS1D02G006500	Chr1D	3175880	3181010	+	3178445	Chr1D	3829697	3834827	+	3832262	1.0	1.0	collinear
gene:TraesCS1D02G006600	Chr1D	3228024	3229285	+	3228654	Chr1D	3879328	3880589	+	3879958	1.0	1.0	collinear
gene:TraesCS1D02G006800	Chr1D	3425239	3429946	-	3427592	Chr1D	4072722	4077429	-	4075075	1.0	1.0	collinear
gene:TraesCS1D02G006900	Chr1D	3452151	3452582	+	3452366	Chr1D	4099528	4099959	+	4099743	1.0	1.0	collinear
gene:TraesCS1D02G007000	Chr1D	3465922	3466534	+	3466228	Chr1D	4113045	4113657	+	4113351	1.0	1.0	collinear
gene:TraesCS1D02G007100	Chr1D	3471316	3473598	-	3472457	Chr1D	4118157	4120439	-	4119298	1.0	1.0	collinear
gene:TraesCS1D02G007153	Chr1D	3520304	3521543	+	3520923	Chr1D	4171603	4172842	+	4172222	1.0	1.0	collinear
gene:TraesCS1D02G007200	Chr1D	3581360	3582585	-	3581972	Chr1D	4231822	4233047	-	4232434	1.0	1.0	collinear
gene:TraesCS1D02G007300	Chr1D	3614575	3616104	+	3615339	Chr1D	4264339	4265868	+	4265103	1.0	1.0	collinear
gene:TraesCS1D02G007400	Chr1D	3709621	3710520	-	3710070	Chr1D	4358883	4359782	-	4359332	1.0	1.0	collinear
gene:TraesCS1D02G007500	Chr1D	3736809	3738114	-	3737461	Chr1D	4385486	4386791	-	4386138	1.0	1.0	collinear
gene:TraesCS1D02G007600	Chr1D	3801946	3802203	+	3802074	Chr1D	4449600	4449857	+	4449728	1.0	1.0	collinear
gene:TraesCS1D02G007626	Chr1D	3825395	3826297	-	3825846	Chr1D	4473049	4473951	-	4473500	1.0	1.0	collinear
gene:TraesCS1D02G007700	Chr1D	3954518	3958741	+	3956629	Chr1D	4601713	4605936	+	4603824	1.0	0.998	collinear
gene:TraesCS1D02G007800	Chr1D	3961361	3965346	+	3963353	Chr1D	4608556	4612541	+	4610548	1.0	1.0	collinear
gene:TraesCS1D02G007900	Chr1D	3966078	3969751	+	3967914	Chr1D	4613273	4616946	+	4615109	1.0	1.0	collinear
gene:TraesCS1D02G008000	Chr1D	3970383	3975703	-	3973043	Chr1D	4617578	4622898	-	4620238	1.0	1.0	collinear
gene:TraesCS1D02G008100	Chr1D	4081074	4082357	-	4081715	Chr1D	4726798	4728081	-	4727439	1.0	1.0	collinear
gene:TraesCS1D02G008200	Chr1D	4179395	4188321	-	4183858	Chr1D	4826750	4835531	-	4831140	1.0	1.0	collinear
gene:TraesCS1D02G008300	Chr1D	4188993	4194729	+	4191861	Chr1D	4836203	4841939	+	4839071	1.0	1.0	collinear
gene:TraesCS1D02G008400	Chr1D	4234991	4235872	-	4235431	Chr1D	4881603	4882484	-	4882043	1.0	1.0	collinear
gene:TraesCS1D02G008472	Chr1D	4279561	4280651	-	4280106	Chr1D	4925511	4926601	-	4926056	1.0	1.0	collinear
gene:TraesCS1D02G008500	Chr1D	4306735	4307737	-	4307236	Chr1D	4951962	4952964	-	4952463	1.0	1.0	collinear
gene:TraesCS1D02G008600	Chr1D	4341746	4342864	+	4342305	Chr1D	4986763	4987878	+	4987320	0.997	0.997	collinear
gene:TraesCS1D02G008700	Chr1D	4525134	4526895	+	4526014	Chr1D	5363736	5365497	+	5364616	1.0	1.0	collinear
gene:TraesCS1D02G008800	Chr1D	4604730	4605927	-	4605328	Chr1D	5496432	5497629	-	5497030	1.0	1.0	collinear
gene:TraesCS1D02G008900	Chr1D	4635249	4637357	+	4636303	Chr1D	5544736	5546844	+	5545790	1.0	1.0	collinear
gene:TraesCS1D02G009000	Chr1D	4769129	4774849	+	4771989	Chr1D	5676778	5682299	+	5679538	1.0	1.0	collinear
gene:TraesCS1D02G009100	Chr1D	4821093	4828103	+	4824598	Chr1D	5728365	5735375	+	5731870	1.0	1.0	collinear
gene:TraesCS1D02G009192	Chr1D	4866795	4869517	-	4868156	Chr1D	5773228	5775950	-	5774589	1.0	1.0	collinear
gene:TraesCS1D02G009300	Chr1D	4874061	4880325	-	4877193	Chr1D	5780494	5786758	-	5783626	1.0	1.0	collinear
gene:TraesCS1D02G009345	Chr1D	4969766	4971382	-	4970574	Chr1D	5874760	5876376	-	5875568	1.0	1.0	collinear
gene:TraesCS1D02G009406	Chr1D	5130474	5135364	-	5132919	Chr1D	6034137	6039027	-	6036582	1.0	1.0	collinear
gene:TraesCS1D02G009400	Chr1D	5139131	5140186	+	5139658	Chr1D	6042794	6043849	+	6043321	1.0	1.0	collinear
gene:TraesCS1D02G009443	Chr1D	5174270	5175049	-	5174659	Chr1D	6077498	6078277	-	6077887	1.0	1.0	collinear
gene:TraesCS1D02G009500	Chr1D	5243664	5245264	+	5244464	Chr1D	6146111	6147711	+	6146911	1.0	1.0	collinear
gene:TraesCS1D02G009600	Chr1D	5250762	5252402	+	5251582	Chr1D	6153209	6154849	+	6154029	1.0	1.0	collinear
gene:TraesCS1D02G009700	Chr1D	5290638	5292109	+	5291373	Chr1D	6192917	6194388	+	6193652	1.0	1.0	collinear
gene:TraesCS1D02G009800	Chr1D	5343240	5348712	-	5345976	Chr1D	6245300	6250541	-	6247920	1.0	1.0	collinear
gene:TraesCS1D02G009900	Chr1D	5356764	5357678	+	5357221	Chr1D	6258593	6259507	+	6259050	1.0	1.0	collinear
gene:TraesCS1D02G010000	Chr1D	5405428	5410957	-	5408192	Chr1D	6308455	6313741	-	6311098	1.0	1.0	collinear
gene:TraesCS1D02G010100	Chr1D	5421419	5424921	+	5423170	Chr1D	6324203	6327705	+	6325954	1.0	1.0	collinear
gene:TraesCS1D02G010300	Chr1D	5443299	5444210	+	5443754	Chr1D	6345789	6346700	+	6346244	1.0	1.0	collinear
gene:TraesCS1D02G010400	Chr1D	5445598	5450155	+	5447876	Chr1D	6348088	6352645	+	6350366	1.0	1.0	collinear
gene:TraesCS1D02G010500	Chr1D	5451127	5453160	+	5452143	Chr1D	6353617	6355650	+	6354633	1.0	1.0	collinear
gene:TraesCS1D02G010600	Chr1D	5454886	5457082	+	5455984	Chr1D	6357376	6359572	+	6358474	1.0	1.0	collinear
gene:TraesCS1D02G010700	Chr1D	5511254	5517977	+	5514615	Chr1D	6413291	6420014	+	6416652	1.0	1.0	collinear
