gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS6A02G000100	Chr6A	56821	58390	+	57605	Chr6A	841879	843448	-	842663	1.0	1.0	collinear
gene:TraesCS6A02G000200	Chr6A	103455	110107	+	106781	Chr6A	790250	796902	-	793576	1.0	1.0	collinear
gene:TraesCS6A02G000300	Chr6A	286171	288047	+	287109	Chr6A	612208	614084	-	613146	1.0	1.0	collinear
gene:TraesCS6A02G000400	Chr6A	288059	291030	+	289544	Chr6A	609225	612196	-	610710	1.0	1.0	collinear
gene:TraesCS6A02G000500	Chr6A	571479	575107	-	573293	Chr6A	2270099	2273727	+	2271913	1.0	1.0	collinear
gene:TraesCS6A02G000600	Chr6A	610042	615530	+	612786	Chr6A	2230049	2235537	-	2232793	1.0	1.0	collinear
gene:TraesCS6A02G000700	Chr6A	616773	620979	-	618876	Chr6A	2224600	2228806	+	2226703	1.0	1.0	collinear
gene:TraesCS6A02G000800	Chr6A	629428	634290	+	631859	Chr6A	2211289	2216151	-	2213720	1.0	1.0	collinear
gene:TraesCS6A02G000900	Chr6A	634738	636233	+	635485	Chr6A	2209346	2210841	-	2210093	1.0	1.0	collinear
gene:TraesCS6A02G001000	Chr6A	637025	639371	+	638198	Chr6A	2206208	2208554	-	2207381	1.0	1.0	collinear
gene:TraesCS6A02G001100	Chr6A	637766	644465	-	641115	Chr6A	2201114	2207813	+	2204463	1.0	1.0	collinear
gene:TraesCS6A02G001200	Chr6A	734214	735473	-	734843	Chr6A	2112471	2113370	+	2112920	0.996	0.995	collinear
gene:TraesCS6A02G001300	Chr6A	766648	769202	+	767925	Chr6A	2078877	2081431	-	2080154	1.0	1.0	collinear
gene:TraesCS6A02G001400	Chr6A	771942	774641	-	773291	Chr6A	2073438	2076137	+	2074787	1.0	1.0	collinear
gene:TraesCS6A02G001500	Chr6A	786731	788315	+	787523	Chr6A	2060264	2061848	-	2061056	1.0	1.0	collinear
gene:TraesCS6A02G001600	Chr6A	795316	801602	-	798459	Chr6A	2046977	2053263	+	2050120	1.0	1.0	collinear
gene:TraesCS6A02G001700	Chr6A	811604	816032	+	813818	Chr6A	2033028	2037456	-	2035242	1.0	1.0	collinear
gene:TraesCS6A02G001800	Chr6A	818204	825117	-	821660	Chr6A	2023943	2030856	+	2027399	1.0	1.0	collinear
gene:TraesCS6A02G001900	Chr6A	860722	867161	-	863941	Chr6A	1982225	1988664	+	1985444	1.0	1.0	collinear
gene:TraesCS6A02G002000	Chr6A	914925	915899	-	915412	Chr6A	1933487	1934461	+	1933974	1.0	1.0	collinear
gene:TraesCS6A02G002100	Chr6A	917908	918405	+	918156	Chr6A	1930981	1931478	-	1931229	1.0	1.0	collinear
gene:TraesCS6A02G002200	Chr6A	925885	926272	-	926078	Chr6A	1923085	1923472	+	1923278	1.0	1.0	collinear
gene:TraesCS6A02G002300	Chr6A	932264	933310	+	932787	Chr6A	1916047	1917093	-	1916570	1.0	1.0	collinear
gene:TraesCS6A02G002400	Chr6A	942509	947206	-	944857	Chr6A	1902400	1907097	+	1904748	1.0	1.0	collinear
gene:TraesCS6A02G002500	Chr6A	955213	960217	+	957715	Chr6A	1889775	1894135	-	1891955	0.912	0.912	collinear
gene:TraesCS6A02G002600	Chr6A	967860	968797	-	968328	Chr6A	1881452	1882389	+	1881920	1.0	1.0	collinear
gene:TraesCS6A02G002700	Chr6A	1029778	1031799	-	1030788	Chr6A	1819004	1821025	+	1820014	1.0	1.0	collinear
gene:TraesCS6A02G002800	Chr6A	1056980	1057585	+	1057282	Chr6A	1793589	1794194	-	1793891	1.0	1.0	collinear
gene:TraesCS6A02G002900	Chr6A	1062071	1063547	+	1062809	Chr6A	1787627	1789103	-	1788365	1.0	1.0	collinear
gene:TraesCS6A02G003000	Chr6A	1090568	1092586	+	1091577	Chr6A	1759268	1761286	-	1760277	1.0	1.0	collinear
gene:TraesCS6A02G003100	Chr6A	1267353	1271786	-	1269569	Chr6A	1581367	1585800	+	1583583	1.0	1.0	collinear
gene:TraesCS6A02G003150	Chr6A	1334641	1339511	-	1337076	Chr6A	1521877	1526747	+	1524312	1.0	1.0	collinear
gene:TraesCS6A02G003200	Chr6A	1430060	1431649	-	1430854	Chr6A	2478283	2479872	-	2479077	1.0	1.0	collinear
gene:TraesCS6A02G003300	Chr6A	1494577	1504714	-	1499645	Chr6A	2541577	2551494	-	2546535	1.0	0.999	collinear
gene:TraesCS6A02G003400	Chr6A	1590045	1590678	+	1590361	Chr6A	2635595	2636228	+	2635911	1.0	1.0	collinear
gene:TraesCS6A02G003500	Chr6A	1624440	1625144	+	1624792	Chr6A	2669423	2670127	+	2669775	1.0	1.0	collinear
gene:TraesCS6A02G003600	Chr6A	1650398	1650967	+	1650682	Chr6A	2695119	2695688	+	2695403	1.0	1.0	collinear
gene:TraesCS6A02G003700	Chr6A	1659193	1668144	-	1663668	Chr6A	2703914	2712865	-	2708389	1.0	0.998	collinear
gene:TraesCS6A02G003800	Chr6A	1671874	1675422	+	1673648	Chr6A	2716387	2719935	+	2718161	1.0	1.0	collinear
gene:TraesCS6A02G003900	Chr6A	1716008	1717197	+	1716602	Chr6A	2760016	2761205	+	2760610	1.0	0.999	collinear
gene:TraesCS6A02G004000	Chr6A	1730409	1732051	-	1731230	Chr6A	2774120	2775762	-	2774941	1.0	1.0	collinear
gene:TraesCS6A02G004100	Chr6A	1754446	1757643	-	1756044	Chr6A	2798157	2801354	-	2799755	1.0	1.0	collinear
gene:TraesCS6A02G004200	Chr6A	1808051	1814286	+	1811168	Chr6A	2848030	2854265	+	2851147	1.0	1.0	collinear
gene:TraesCS6A02G004300	Chr6A	1830944	1833666	+	1832305	Chr6A	2870875	2873597	+	2872236	1.0	1.0	collinear
gene:TraesCS6A02G004400	Chr6A	1871111	1871791	-	1871451	Chr6A	2910405	2911085	-	2910745	1.0	1.0	collinear
gene:TraesCS6A02G004500	Chr6A	1877157	1883101	-	1880129	Chr6A	2916451	2922395	-	2919423	1.0	1.0	collinear
gene:TraesCS6A02G004600	Chr6A	1885540	1889805	+	1887672	Chr6A	2924834	2929099	+	2926966	1.0	1.0	collinear
gene:TraesCS6A02G004700	Chr6A	1893771	1898967	+	1896369	Chr6A	2933065	2938261	+	2935663	1.0	1.0	collinear
gene:TraesCS6A02G004800	Chr6A	1900642	1902822	+	1901732	Chr6A	2939675	2941855	+	2940765	1.0	1.0	collinear
gene:TraesCS6A02G004900	Chr6A	1921601	1924313	+	1922957	Chr6A	2959968	2962680	+	2961324	1.0	1.0	collinear
gene:TraesCS6A02G005000	Chr6A	1942409	1948879	+	1945644	Chr6A	2980470	2986940	+	2983705	1.0	1.0	collinear
gene:TraesCS6A02G005100	Chr6A	1960642	1961854	+	1961248	Chr6A	2998473	2999685	+	2999079	1.0	1.0	collinear
gene:TraesCS6A02G005200	Chr6A	1972751	1975657	+	1974204	Chr6A	3010232	3013138	+	3011685	1.0	1.0	collinear
gene:TraesCS6A02G005300	Chr6A	1985120	1987834	+	1986477	Chr6A	3022158	3024872	+	3023515	1.0	1.0	collinear
gene:TraesCS6A02G005400	Chr6A	2130377	2133736	+	2132056	Chr6A	3165014	3168258	+	3166636	1.0	1.0	collinear
gene:TraesCS6A02G005500	Chr6A	2144869	2145129	-	2144999	Chr6A	3179391	3179651	-	3179521	1.0	1.0	collinear
gene:TraesCS6A02G005600	Chr6A	2177764	2180753	-	2179258	Chr6A	3212230	3214913	-	3213571	1.0	1.0	collinear
gene:TraesCS6A02G005700	Chr6A	2221023	2222302	-	2221662	Chr6A	3255019	3256298	-	3255658	1.0	1.0	collinear
gene:TraesCS6A02G005800	Chr6A	2232270	2234509	-	2233389	Chr6A	3266165	3268188	-	3267176	1.0	1.0	collinear
gene:TraesCS6A02G005900	Chr6A	2247617	2248544	-	2248080	Chr6A	3281045	3281972	-	3281508	1.0	1.0	collinear
gene:TraesCS6A02G006000	Chr6A	2263473	2263835	-	2263654	Chr6A	3296901	3297263	-	3297082	1.0	1.0	collinear
gene:TraesCS6A02G006100	Chr6A	2264870	2265247	-	2265058	Chr6A	3298298	3298675	-	3298486	1.0	1.0	collinear
gene:TraesCS6A02G006200	Chr6A	2273724	2277122	-	2275423	Chr6A	3307152	3310550	-	3308851	1.0	1.0	collinear
gene:TraesCS6A02G006400	Chr6A	2397497	2403046	+	2400271	Chr6A	3429489	3435038	+	3432263	1.0	1.0	collinear
gene:TraesCS6A02G006500	Chr6A	2407884	2411797	-	2409840	Chr6A	3439876	3443789	-	3441832	1.0	1.0	collinear
gene:TraesCS6A02G006600	Chr6A	2716291	2719670	-	2717980	Chr6A	3975050	3978429	-	3976739	1.0	1.0	collinear
gene:TraesCS6A02G006700	Chr6A	2724236	2725111	-	2724673	Chr6A	3982995	3983870	-	3983432	1.0	1.0	collinear
gene:TraesCS6A02G006800	Chr6A	2727546	2731988	-	2729767	Chr6A	3986305	3990747	-	3988526	1.0	1.0	collinear
gene:TraesCS6A02G006900	Chr6A	2749268	2749864	+	2749566	Chr6A	4008027	4008623	+	4008325	1.0	1.0	collinear
gene:TraesCS6A02G007000	Chr6A	2750921	2751822	+	2751371	Chr6A	4009680	4010581	+	4010130	1.0	1.0	collinear
gene:TraesCS6A02G007100	Chr6A	2790533	2795156	+	2792844	Chr6A	4048751	4053374	+	4051062	1.0	1.0	collinear
gene:TraesCS6A02G007200	Chr6A	2799043	2801355	+	2800199	Chr6A	4057261	4059573	+	4058417	1.0	1.0	collinear
gene:TraesCS6A02G007300	Chr6A	2925081	2929106	+	2927093	Chr6A	4182392	4186417	+	4184404	1.0	1.0	collinear
gene:TraesCS6A02G007400	Chr6A	2951919	2958039	+	2954979	Chr6A	4208424	4214544	+	4211484	1.0	1.0	collinear
gene:TraesCS6A02G007500	Chr6A	2970723	2974933	+	2972828	Chr6A	4226413	4230623	+	4228518	1.0	1.0	collinear
gene:TraesCS6A02G007600	Chr6A	3001015	3003106	+	3002060	Chr6A	4257185	4259276	+	4258230	1.0	1.0	collinear
gene:TraesCS6A02G007700	Chr6A	3014040	3017481	+	3015760	Chr6A	4270214	4273655	+	4271934	1.0	1.0	collinear
gene:TraesCS6A02G007800	Chr6A	3206194	3206811	+	3206502	Chr6A	4462269	4462886	+	4462577	1.0	1.0	collinear
gene:TraesCS6A02G007900	Chr6A	3237974	3238467	+	3238220	Chr6A	4493377	4493870	+	4493623	1.0	1.0	collinear
gene:TraesCS6A02G008000	Chr6A	3288495	3289339	+	3288917	Chr6A	4543692	4544536	+	4544114	1.0	1.0	collinear
gene:TraesCS6A02G008100	Chr6A	3289916	3291214	+	3290565	Chr6A	4545113	4546411	+	4545762	1.0	1.0	collinear
gene:TraesCS6A02G008200	Chr6A	3310035	3311841	+	3310938	Chr6A	4565085	4566891	+	4565988	1.0	1.0	collinear
gene:TraesCS6A02G008300	Chr6A	3326132	3329144	-	3327638	Chr6A	4580951	4583963	-	4582457	1.0	1.0	collinear
gene:TraesCS6A02G008400	Chr6A	3351576	3359760	-	3355668	Chr6A	4606471	4614655	-	4610563	1.0	1.0	collinear
gene:TraesCS6A02G008500	Chr6A	3529548	3530042	+	3529795	Chr6A	4801927	4802421	+	4802174	1.0	1.0	collinear
gene:TraesCS6A02G008600	Chr6A	3596300	3597064	-	3596682	Chr6A	4868085	4868849	-	4868467	1.0	1.0	collinear
gene:TraesCS6A02G008700	Chr6A	3687889	3690253	+	3689071	Chr6A	4958437	4960801	+	4959619	1.0	1.0	collinear
gene:TraesCS6A02G008800	Chr6A	3690332	3692787	+	3691559	Chr6A	4960880	4963335	+	4962107	1.0	1.0	collinear
gene:TraesCS6A02G008900	Chr6A	3705190	3706849	+	3706019	Chr6A	4975738	4977397	+	4976567	1.0	1.0	collinear
gene:TraesCS6A02G009000	Chr6A	3745929	3748223	-	3747076	Chr6A	5033863	5036157	-	5035010	1.0	1.0	collinear
gene:TraesCS6A02G009100	Chr6A	3771987	3774077	-	3773032	Chr6A	5059308	5061398	-	5060353	1.0	1.0	collinear
gene:TraesCS6A02G009200	Chr6A	3851157	3853368	-	3852262	Chr6A	5137573	5139784	-	5138678	1.0	1.0	collinear
gene:TraesCS6A02G009300	Chr6A	3855223	3856041	-	3855632	Chr6A	5141639	5142457	-	5142048	1.0	1.0	collinear
gene:TraesCS6A02G009400	Chr6A	3912917	3914541	+	3913729	Chr6A	5198737	5200361	+	5199549	1.0	1.0	collinear
gene:TraesCS6A02G009500	Chr6A	4151906	4182072	+	4166989	Chr6A	5434594	5464344	+	5449469	1.0	1.0	collinear
gene:TraesCS6A02G009600	Chr6A	4176648	4178238	+	4177443	Chr6A	5458920	5460510	+	5459715	1.0	1.0	collinear
gene:TraesCS6A02G009700	Chr6A	4201907	4209943	+	4205925	Chr6A	5483361	5490947	+	5487154	1.0	1.0	collinear
gene:TraesCS6A02G009800	Chr6A	4541303	4541940	-	4541621	Chr6A	6250529	6251166	-	6250847	1.0	1.0	collinear
gene:TraesCS6A02G009900	Chr6A	4570544	4574814	+	4572679	Chr6A	6279175	6283445	+	6281310	1.0	1.0	collinear
gene:TraesCS6A02G010000	Chr6A	4578313	4580298	+	4579305	Chr6A	6286944	6288929	+	6287936	1.0	1.0	collinear
