gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS4A02G144700	Chr4A	246655723	246655953	-	246655838	Chr4A	253726716	253726946	-	253726831	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G144900	Chr4A	246658023	246658460	+	246658241	Chr4A	253729020	253729455	+	253729237	0.995	0.986	rearrangement:Chr4A_block1
gene:TraesCS4A02G145100	Chr4A	246672488	246672733	-	246672610	Chr4A	253743494	253743739	-	253743616	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145200	Chr4A	246679666	246680311	-	246679988	Chr4A	253750528	253751173	-	253750850	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145300	Chr4A	246708879	246714419	-	246711649	Chr4A	253779741	253785281	-	253782511	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145400	Chr4A	248830130	248833474	+	248831802	Chr4A	255909608	255912755	+	255911181	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145500	Chr4A	248833966	248836099	-	248835032	Chr4A	255913247	255915380	-	255914313	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145600	Chr4A	250425908	250434731	+	250430319	Chr4A	257494021	257502844	+	257498432	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145700	Chr4A	250524628	250526034	+	250525331	Chr4A	257591663	257593069	+	257592366	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145800	Chr4A	250949905	250950774	+	250950339	Chr4A	258025554	258026423	+	258025988	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G145900	Chr4A	252657315	252683578	+	252670446	Chr4A	259711853	259737958	+	259724905	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G146000	Chr4A	253213337	253215839	+	253214588	Chr4A	260260048	260262550	+	260261299	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G146100	Chr4A	253445513	253445917	-	253445715	Chr4A	260488734	260489138	-	260488936	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G146200	Chr4A	254605545	254606004	+	254605774	Chr4A	261630461	261630920	+	261630690	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G146300	Chr4A	255305486	255341165	+	255323325	Chr4A	262323281	262358935	+	262341108	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G146400	Chr4A	255590167	255594598	-	255592382	Chr4A	262604499	262608914	-	262606706	0.994	0.994	rearrangement:Chr4A_block1
gene:TraesCS4A02G146500	Chr4A	255830701	255830911	-	255830806	Chr4A	262840457	262840667	-	262840562	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G146600	Chr4A	257351558	257351986	-	257351772	Chr4A	264344930	264345358	-	264345144	1.0	1.0	rearrangement:Chr4A_block1
