gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS6D02G000100	Chr6D	43457	44110	-	43783	Chr6D	1131006	1131659	+	1131332	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000200	Chr6D	52444	52899	+	52671	Chr6D	1122217	1122672	-	1122444	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000300	Chr6D	88938	95787	-	92362	Chr6D	1079896	1086745	+	1083320	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000400	Chr6D	208151	209686	+	208918	Chr6D	966725	968260	-	967492	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000500	Chr6D	220528	222200	-	221364	Chr6D	954393	956065	+	955229	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000600	Chr6D	287899	289936	+	288917	Chr6D	886437	888474	-	887455	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000700	Chr6D	347456	347876	-	347666	Chr6D	829173	829593	+	829383	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000800	Chr6D	387724	390437	+	389080	Chr6D	786969	789682	-	788325	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G000900	Chr6D	397372	400574	-	398973	Chr6D	776832	780034	+	778433	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001000	Chr6D	421451	422985	-	422218	Chr6D	754542	756076	+	755309	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001100	Chr6D	423498	424658	-	424078	Chr6D	752869	754029	+	753449	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001200	Chr6D	490375	493875	-	492125	Chr6D	685048	688548	+	686798	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001300	Chr6D	500582	502814	-	501698	Chr6D	676109	678341	+	677225	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001400	Chr6D	602989	606229	-	604609	Chr6D	574052	577292	+	575672	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001500	Chr6D	680571	680993	-	680782	Chr6D	500429	500851	+	500640	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001600	Chr6D	803603	804859	+	804231	Chr6D	377571	378827	-	378199	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001700	Chr6D	805537	807932	+	806734	Chr6D	374498	376893	-	375695	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G001900	Chr6D	966786	967049	+	966917	Chr6D	216150	216413	-	216281	1.0	1.0	rearrangement:Chr6D_block1
gene:TraesCS6D02G002000	Chr6D	1068894	1071067	+	1069980	Chr6D	113247	115420	-	114333	1.0	1.0	rearrangement:Chr6D_block1
