gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS3B02G000100	Chr3B	212892	214491	-	213691	Chr3B	2044779	2046378	+	2045578	1.0	1.0	collinear
gene:TraesCS3B02G000200	Chr3B	218045	222328	+	220186	Chr3B	2036904	2041187	-	2039045	1.0	1.0	collinear
gene:TraesCS3B02G000300	Chr3B	264854	267987	+	266420	Chr3B	1991950	1995083	-	1993516	1.0	1.0	collinear
gene:TraesCS3B02G000400	Chr3B	334498	337790	+	336144	Chr3B	1922855	1926147	-	1924501	1.0	1.0	collinear
gene:TraesCS3B02G000500	Chr3B	369389	373754	-	371571	Chr3B	1887418	1891783	+	1889600	1.0	1.0	collinear
gene:TraesCS3B02G000600	Chr3B	662656	666514	+	664585	Chr3B	1577201	1581059	-	1579130	1.0	1.0	collinear
gene:TraesCS3B02G006300	Chr3B	3307037	3308316	-	3307676	Chr3B	5232342	5233621	+	5232981	1.0	1.0	collinear
gene:TraesCS3B02G006400	Chr3B	3309907	3310290	-	3310098	Chr3B	5230368	5230751	+	5230559	1.0	1.0	collinear
gene:TraesCS3B02G006500	Chr3B	3407143	3409183	+	3408163	Chr3B	5133151	5135191	-	5134171	1.0	1.0	collinear
gene:TraesCS3B02G006600	Chr3B	3410634	3412172	-	3411403	Chr3B	5130162	5131700	+	5130931	1.0	1.0	collinear
gene:TraesCS3B02G006700	Chr3B	3601450	3607208	+	3604329	Chr3B	4915870	4921216	-	4918543	1.0	1.0	collinear
gene:TraesCS3B02G006800	Chr3B	3628392	3629152	-	3628772	Chr3B	4894348	4895108	+	4894728	1.0	1.0	collinear
gene:TraesCS3B02G006900	Chr3B	3635277	3637270	-	3636273	Chr3B	4886376	4888369	+	4887372	1.0	1.0	collinear
gene:TraesCS3B02G007000	Chr3B	3661385	3662172	-	3661778	Chr3B	4861874	4862661	+	4862267	1.0	1.0	collinear
gene:TraesCS3B02G007100	Chr3B	3663183	3664058	-	3663620	Chr3B	4859988	4860863	+	4860425	1.0	1.0	collinear
gene:TraesCS3B02G007200	Chr3B	3665420	3667378	-	3666399	Chr3B	4856668	4858626	+	4857647	1.0	1.0	collinear
gene:TraesCS3B02G007300	Chr3B	3803402	3806777	+	3805089	Chr3B	4715105	4718480	-	4716792	1.0	1.0	collinear
gene:TraesCS3B02G007400	Chr3B	3863692	3868727	-	3866209	Chr3B	4654594	4659387	+	4656990	1.0	1.0	collinear
gene:TraesCS3B02G007500	Chr3B	3878183	3880231	-	3879207	Chr3B	4643064	4645112	+	4644088	1.0	1.0	collinear
gene:TraesCS3B02G007600	Chr3B	3893594	3896553	+	3895073	Chr3B	4626742	4629701	-	4628221	1.0	1.0	collinear
gene:TraesCS3B02G007700	Chr3B	3898802	3900540	+	3899671	Chr3B	4622755	4624493	-	4623624	1.0	1.0	collinear
gene:TraesCS3B02G007900	Chr3B	3910602	3912257	-	3911429	Chr3B	4611038	4612693	+	4611865	1.0	1.0	collinear
gene:TraesCS3B02G009900	Chr3B	4662107	4663478	-	4662792	Chr3B	6207024	6208395	+	6207709	1.0	1.0	collinear
gene:TraesCS3B02G010000	Chr3B	4701881	4705257	+	4703569	Chr3B	6165459	6168835	-	6167147	1.0	1.0	collinear
gene:TraesCS3B02G010100	Chr3B	4743748	4747536	-	4745642	Chr3B	6123522	6127099	+	6125310	1.0	1.0	collinear
gene:TraesCS3B02G010200	Chr3B	4756806	4765487	-	4761146	Chr3B	6105742	6114423	+	6110082	1.0	1.0	collinear
gene:TraesCS3B02G010300	Chr3B	4780520	4783479	+	4781999	Chr3B	6087750	6090709	-	6089229	1.0	1.0	collinear
gene:TraesCS3B02G010400	Chr3B	4785726	4787542	+	4786634	Chr3B	6083687	6085503	-	6084595	1.0	1.0	collinear
gene:TraesCS3B02G010600	Chr3B	4799215	4800229	-	4799722	Chr3B	6071523	6072537	+	6072030	1.0	1.0	collinear
gene:TraesCS3B02G010700	Chr3B	5035113	5037076	+	5036094	Chr3B	5834531	5836494	-	5835512	1.0	1.0	collinear
gene:TraesCS3B02G010800	Chr3B	5069599	5070289	+	5069944	Chr3B	5801274	5801964	-	5801619	1.0	1.0	collinear
