gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS4B02G000100	Chr4B	1	459	+	230	Chr4B	403711	404169	+	403940	1.0	1.0	collinear
gene:TraesCS4B02G000200	Chr4B	230189	233429	+	231809	Chr4B	639854	643094	+	641474	1.0	1.0	collinear
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	643269	644872	-	644070	1.0	1.0	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	645219	646816	-	646017	1.0	1.0	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	1920495	1923676	+	1922085	1.0	1.0	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	1900967	1903685	+	1902326	1.0	1.0	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	1867067	1867462	-	1867264	1.0	1.0	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	1852069	1853975	+	1853022	1.0	1.0	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	1837776	1839816	+	1838796	1.0	1.0	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	1820071	1821114	+	1820592	1.0	1.0	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	1806794	1808566	+	1807680	1.0	1.0	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	1659919	1661029	+	1660474	1.0	1.0	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	1656523	1658250	-	1657386	1.0	1.0	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	1653980	1654900	+	1654440	1.0	1.0	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	1640093	1642106	+	1641099	1.0	1.0	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	1414339	1417618	+	1415978	1.0	1.0	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	1407173	1408540	-	1407856	1.0	1.0	collinear
