gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS1B02G000100	Chr1B	168082	173741	-	170911	Chr1B	6063714	6069225	+	6066469	0.99	0.99	collinear
gene:TraesCS1B02G000200	Chr1B	459792	466556	-	463174	Chr1B	5774813	5781292	+	5778052	1.0	1.0	collinear
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	5534106	5535789	-	5534947	1.0	1.0	collinear
gene:TraesCS1B02G000400	Chr1B	721433	726438	-	723935	Chr1B	5521144	5526149	+	5523646	1.0	1.0	collinear
gene:TraesCS1B02G000500	Chr1B	882170	885188	-	883679	Chr1B	5363876	5366894	+	5365385	1.0	1.0	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	5049959	5050954	-	5050456	1.0	1.0	collinear
gene:TraesCS1B02G000700	Chr1B	1201460	1203257	+	1202358	Chr1B	5046671	5048468	-	5047569	1.0	1.0	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	5042714	5046346	+	5044530	1.0	1.0	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	5037037	5041122	+	5039079	0.922	0.922	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	4997732	5004899	-	5001315	1.0	1.0	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	4992931	4994812	-	4993871	1.0	1.0	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	4986990	4987878	+	4987434	1.0	1.0	collinear
gene:TraesCS1B02G001400	Chr1B	1272755	1344907	-	1308831	Chr1B	4908833	4980857	+	4944845	1.0	1.0	collinear
gene:TraesCS1B02G001500	Chr1B	1416127	1418511	+	1417319	Chr1B	4835659	4838043	-	4836851	1.0	1.0	collinear
gene:TraesCS1B02G001600	Chr1B	1419308	1422174	-	1420741	Chr1B	4831996	4834862	+	4833429	1.0	1.0	collinear
gene:TraesCS1B02G001700	Chr1B	1423557	1426829	-	1425193	Chr1B	4827489	4830613	+	4829051	1.0	1.0	collinear
gene:TraesCS1B02G001800	Chr1B	1430072	1436355	-	1433213	Chr1B	4817917	4824200	+	4821058	1.0	1.0	collinear
gene:TraesCS1B02G001900	Chr1B	1469939	1473067	+	1471503	Chr1B	4781205	4784333	-	4782769	1.0	1.0	collinear
gene:TraesCS1B02G002000	Chr1B	1522754	1534577	-	1528665	Chr1B	4720499	4732322	+	4726410	1.0	1.0	collinear
gene:TraesCS1B02G002100	Chr1B	1684683	1688614	-	1686648	Chr1B	4566402	4570333	+	4568367	1.0	1.0	collinear
gene:TraesCS1B02G002200	Chr1B	1705868	1714879	-	1710373	Chr1B	4540137	4549148	+	4544642	1.0	1.0	collinear
gene:TraesCS1B02G002300	Chr1B	1728306	1733204	-	1730755	Chr1B	4521812	4526710	+	4524261	1.0	1.0	collinear
gene:TraesCS1B02G002400	Chr1B	1778773	1784048	+	1781410	Chr1B	4471783	4476874	-	4474328	1.0	1.0	collinear
