gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS1D02G000100	Chr1D	72507	77965	-	75236	Chr1D	4298908	4304366	+	4301637	1.0	1.0	collinear
gene:TraesCS1D02G000200	Chr1D	84681	85607	+	85144	Chr1D	4291266	4292192	-	4291729	1.0	1.0	collinear
gene:TraesCS1D02G000300	Chr1D	99355	100422	+	99888	Chr1D	4276452	4277519	-	4276985	1.0	1.0	collinear
gene:TraesCS1D02G000400	Chr1D	111463	112058	-	111760	Chr1D	4264809	4265404	+	4265106	1.0	1.0	collinear
gene:TraesCS1D02G000500	Chr1D	121980	122198	-	122089	Chr1D	4254666	4254884	+	4254775	1.0	1.0	collinear
gene:TraesCS1D02G000524	Chr1D	133936	134199	+	134067	Chr1D	4243109	4243372	-	4243240	1.0	1.0	collinear
gene:TraesCS1D02G000600	Chr1D	208450	208668	-	208559	Chr1D	4168751	4168969	+	4168860	1.0	1.0	collinear
gene:TraesCS1D02G000700	Chr1D	209608	210213	-	209910	Chr1D	4167206	4167811	+	4167508	1.0	1.0	collinear
gene:TraesCS1D02G000900	Chr1D	216924	217245	+	217084	Chr1D	4160447	4160768	-	4160607	1.0	1.0	collinear
gene:TraesCS1D02G000800	Chr1D	216466	219484	-	217975	Chr1D	4158208	4161226	+	4159717	1.0	1.0	collinear
gene:TraesCS1D02G000906	Chr1D	232648	233202	-	232925	Chr1D	4144490	4145044	+	4144767	1.0	1.0	collinear
gene:TraesCS1D02G001000	Chr1D	250463	251359	-	250911	Chr1D	4130256	4131152	+	4130704	1.0	1.0	collinear
gene:TraesCS1D02G001100	Chr1D	259657	260544	-	260100	Chr1D	4121467	4122354	+	4121910	1.0	1.0	collinear
gene:TraesCS1D02G001200	Chr1D	321910	322893	-	322401	Chr1D	4059534	4060517	+	4060025	1.0	0.998	collinear
gene:TraesCS1D02G001300	Chr1D	339837	340811	-	340324	Chr1D	4041854	4042828	+	4042341	1.0	1.0	collinear
gene:TraesCS1D02G001500	Chr1D	392359	395787	+	394073	Chr1D	3987282	3990791	-	3989036	1.0	0.976	collinear
gene:TraesCS1D02G001600	Chr1D	415385	418153	+	416769	Chr1D	3965623	3968391	-	3967007	1.0	0.997	collinear
gene:TraesCS1D02G001700	Chr1D	447129	462647	+	454888	Chr1D	3861782	3875253	-	3868517	1.0	0.993	collinear
gene:TraesCS1D02G001800	Chr1D	458727	460352	+	459539	Chr1D	3864077	3865630	-	3864853	0.953	0.953	collinear
gene:TraesCS1D02G001900	Chr1D	463242	464905	-	464073	Chr1D	3859524	3861187	+	3860355	1.0	1.0	collinear
gene:TraesCS1D02G002000	Chr1D	469277	472378	+	470827	Chr1D	3852422	3855523	-	3853972	1.0	1.0	collinear
gene:TraesCS1D02G002100	Chr1D	509821	510750	+	510285	Chr1D	3778905	3779825	-	3779365	0.985	0.985	collinear
gene:TraesCS1D02G002200	Chr1D	512104	515096	-	513600	Chr1D	3774559	3777551	+	3776055	1.0	1.0	collinear
gene:TraesCS1D02G002300	Chr1D	548169	554637	-	551403	Chr1D	3735244	3741711	+	3738477	1.0	1.0	collinear
gene:TraesCS1D02G002400	Chr1D	568769	574727	+	571748	Chr1D	3715902	3721860	-	3718881	1.0	1.0	collinear
gene:TraesCS1D02G002500	Chr1D	577240	584788	-	581014	Chr1D	3705841	3713389	+	3709615	1.0	0.999	collinear
gene:TraesCS1D02G003700	Chr1D	2066324	2067459	+	2066891	Chr1D	1704726	1705861	+	1705293	1.0	1.0	collinear
gene:TraesCS1D02G003800	Chr1D	2074711	2076549	+	2075630	Chr1D	1713113	1714951	+	1714032	1.0	1.0	collinear
