gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS1B02G000300	Chr1B	711793	713476	+	712634	Chr1B	1515641	1517285	+	1516463	0.997	0.903	collinear
gene:TraesCS1B02G000600	Chr1B	1198799	1199794	+	1199296	Chr1B	2257071	2258193	-	2257632	0.923	0.901	collinear
gene:TraesCS1B02G000800	Chr1B	1203582	1207214	-	1205398	Chr1B	2251245	2254520	+	2252882	0.961	0.92	collinear
gene:TraesCS1B02G000900	Chr1B	1208687	1213090	-	1210888	Chr1B	2245564	2249667	+	2247615	0.919	0.918	collinear
gene:TraesCS1B02G001000	Chr1B	1248713	1255880	+	1252296	Chr1B	2166989	2174102	-	2170545	0.989	0.972	collinear
gene:TraesCS1B02G001100	Chr1B	1258800	1260681	+	1259740	Chr1B	2162214	2164062	-	2163138	1.0	0.986	collinear
gene:TraesCS1B02G001200	Chr1B	1265734	1266622	-	1266178	Chr1B	2156285	2157173	+	2156729	1.0	0.994	collinear
gene:TraesCS1B02G002700	Chr1B	1826151	1829429	-	1827790	Chr1B	4464105	4467370	+	4465737	0.996	0.981	collinear
gene:TraesCS1B02G005500	Chr1B	3574035	3575832	-	3574933	Chr1B	5578009	5579726	+	5578867	1.0	0.989	collinear
gene:TraesCS1B02G006000	Chr1B	3881677	3884665	+	3883171	Chr1B	5642546	5645429	+	5643987	0.972	0.927	collinear
gene:TraesCS1B02G006100	Chr1B	3894103	3896004	+	3895053	Chr1B	5722638	5724539	+	5723588	1.0	0.982	collinear
gene:TraesCS1B02G006200	Chr1B	3907235	3909968	+	3908601	Chr1B	5703883	5706465	+	5705174	0.998	0.929	collinear
gene:TraesCS1B02G007800	Chr1B	4320651	4326770	-	4323710	Chr1B	6088904	6095335	-	6092119	1.0	0.999	collinear
gene:TraesCS1B02G007900	Chr1B	4340022	4343180	+	4341601	Chr1B	6115975	6119140	+	6117557	1.0	0.991	collinear
gene:TraesCS1B02G008000	Chr1B	4345220	4352718	-	4348969	Chr1B	6121446	6128826	-	6125136	0.999	0.995	collinear
gene:TraesCS1B02G008300	Chr1B	4480185	4481605	-	4480895	Chr1B	6361772	6363194	-	6362483	0.998	0.927	collinear
gene:TraesCS1B02G009300	Chr1B	4595787	4597245	-	4596516	Chr1B	5905098	5906555	+	5905826	0.997	0.959	collinear
gene:TraesCS1B02G009600	Chr1B	4785129	4791410	-	4788269	Chr1B	6317440	6335411	-	6326425	1.0	0.994	collinear
gene:TraesCS1B02G010400	Chr1B	4965664	4966572	+	4966118	Chr1B	6435765	6436673	+	6436219	1.0	0.993	collinear
gene:TraesCS1B02G010500	Chr1B	4991748	4992641	-	4992194	Chr1B	6482465	6483358	+	6482911	1.0	0.977	collinear
gene:TraesCS1B02G010600	Chr1B	5003864	5004817	-	5004340	Chr1B	6467726	6468679	+	6468202	1.0	0.98	collinear
gene:TraesCS1B02G010700	Chr1B	5056936	5058000	+	5057468	Chr1B	6621388	6622458	+	6621923	0.983	0.943	collinear
gene:TraesCS1B02G010900	Chr1B	5137077	5138111	+	5137594	Chr1B	6687908	6688903	+	6688405	0.962	0.955	collinear
gene:TraesCS1B02G011000	Chr1B	5142047	5142922	+	5142484	Chr1B	6692837	6693712	+	6693274	1.0	0.998	collinear
