gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS2A02G000100	Chr2A	249837	258387	+	254112	Chr2A	263162	270884	+	267023	0.904	0.904	collinear
gene:TraesCS2A02G000200	Chr2A	258830	262973	-	260901	Chr2A	271327	275470	-	273398	1.0	1.0	collinear
gene:TraesCS2A02G000300	Chr2A	272124	273067	-	272595	Chr2A	284623	285566	-	285094	1.0	0.998	collinear
gene:TraesCS2A02G000400	Chr2A	278821	289215	+	284018	Chr2A	291325	301318	+	296321	0.996	0.996	collinear
gene:TraesCS2A02G000500	Chr2A	326106	327106	-	326606	Chr2A	338213	339212	-	338712	1.0	0.996	collinear
gene:TraesCS2A02G000600	Chr2A	389168	391345	+	390256	Chr2A	400985	403162	+	402073	1.0	0.998	collinear
gene:TraesCS2A02G000700	Chr2A	396124	400932	-	398528	Chr2A	407921	412717	-	410319	0.995	0.995	collinear
gene:TraesCS2A02G000800	Chr2A	473496	474573	-	474034	Chr2A	483950	485015	-	484482	1.0	1.0	collinear
gene:TraesCS2A02G000900	Chr2A	500410	504019	+	502214	Chr2A	510850	514459	+	512654	1.0	0.999	collinear
gene:TraesCS2A02G001000	Chr2A	512885	516471	+	514678	Chr2A	523324	526910	+	525117	1.0	0.999	collinear
gene:TraesCS2A02G001100	Chr2A	525386	528729	+	527057	Chr2A	535628	538971	+	537299	1.0	0.999	collinear
gene:TraesCS2A02G001200	Chr2A	529346	533102	-	531224	Chr2A	539588	543340	-	541464	1.0	1.0	collinear
gene:TraesCS2A02G001300	Chr2A	533300	536209	+	534754	Chr2A	543538	546447	+	544992	1.0	1.0	collinear
gene:TraesCS2A02G001400	Chr2A	562911	565826	-	564368	Chr2A	644249	647164	-	645706	1.0	0.995	collinear
gene:TraesCS2A02G001600	Chr2A	658359	660448	+	659403	Chr2A	849576	851648	+	850612	0.985	0.978	collinear
gene:TraesCS2A02G001700	Chr2A	662867	665222	+	664044	Chr2A	852518	854863	+	853690	0.993	0.985	collinear
gene:TraesCS2A02G001800	Chr2A	715377	716198	+	715787	Chr2A	898799	899620	+	899209	1.0	0.995	collinear
gene:TraesCS2A02G001900	Chr2A	746916	747789	+	747352	Chr2A	937851	938724	+	938287	1.0	0.994	collinear
