gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS3B02G015100	Chr3B	6307476	6309708	-	6308592	Chr3B	7811867	7814099	+	7812983	1.0	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G015200	Chr3B	6336915	6337852	+	6337383	Chr3B	7783723	7784660	-	7784191	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015300	Chr3B	6378848	6381034	-	6379941	Chr3B	7740544	7742730	+	7741637	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015400	Chr3B	6390297	6393323	-	6391810	Chr3B	7726293	7729319	+	7727806	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015500	Chr3B	6389692	6396146	+	6392919	Chr3B	7723470	7729924	-	7726697	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015600	Chr3B	6406013	6407183	+	6406598	Chr3B	7712311	7713481	-	7712896	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015700	Chr3B	6468576	6470121	+	6469348	Chr3B	7644539	7646084	-	7645311	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015800	Chr3B	6533011	6534111	+	6533561	Chr3B	7578231	7579331	-	7578781	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G015900	Chr3B	6544864	6546867	+	6545865	Chr3B	7565468	7567471	-	7566469	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G016000	Chr3B	6554790	6558914	+	6556852	Chr3B	7553422	7557546	-	7555484	1.0	0.998	rearrangement:Chr3B_block1
gene:TraesCS3B02G016100	Chr3B	6638065	6649949	-	6644007	Chr3B	7462705	7474586	+	7468645	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G016300	Chr3B	6665622	6667420	-	6666521	Chr3B	7445231	7447029	+	7446130	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G016400	Chr3B	6670118	6673010	-	6671564	Chr3B	7439641	7442533	+	7441087	1.0	0.999	rearrangement:Chr3B_block1
gene:TraesCS3B02G016500	Chr3B	6676947	6681225	+	6679086	Chr3B	7431426	7435704	-	7433565	1.0	1.0	rearrangement:Chr3B_block1
gene:TraesCS3B02G221500	Chr3B	275912352	275916220	-	275914286	Chr3B	303751787	303755655	+	303753721	1.0	1.0	rearrangement:Chr3B_block2
gene:TraesCS3B02G221600	Chr3B	276479203	276493505	-	276486354	Chr3B	303179227	303193517	+	303186372	0.996	0.996	rearrangement:Chr3B_block2
