gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS1A02G000100	Chr1A	40098	70338	-	55218	Chr1A	27667	70279	-	48973	0.999	0.976	collinear
gene:TraesCS1A02G000200	Chr1A	70239	89245	+	79742	Chr1A	70180	89100	+	79640	1.0	1.0	collinear
gene:TraesCS1A02G000300	Chr1A	95906	104903	+	100404	Chr1A	95540	104464	+	100002	1.0	1.0	collinear
gene:TraesCS1A02G000500	Chr1A	149490	154559	-	152024	Chr1A	148158	153227	-	150692	1.0	1.0	collinear
gene:TraesCS1A02G000600	Chr1A	162313	162609	+	162461	Chr1A	160981	161277	+	161129	1.0	1.0	collinear
gene:TraesCS1A02G000700	Chr1A	169592	169969	-	169780	Chr1A	167704	168081	-	167892	1.0	1.0	collinear
gene:TraesCS1A02G000800	Chr1A	180175	180552	-	180363	Chr1A	177950	178327	-	178138	1.0	1.0	collinear
gene:TraesCS1A02G000900	Chr1A	233818	245051	+	239434	Chr1A	230170	241160	+	235665	1.0	1.0	collinear
gene:TraesCS1A02G001000	Chr1A	270605	272936	-	271770	Chr1A	265698	268029	-	266863	1.0	1.0	collinear
gene:TraesCS1A02G001100	Chr1A	269472	289602	-	279537	Chr1A	264565	284452	-	274508	1.0	0.999	collinear
gene:TraesCS1A02G001200	Chr1A	287697	287957	+	287827	Chr1A	282547	282807	+	282677	1.0	1.0	collinear
gene:TraesCS1A02G001300	Chr1A	297266	297652	+	297459	Chr1A	291967	292353	+	292160	1.0	1.0	collinear
gene:TraesCS1A02G001500	Chr1A	326099	326518	+	326308	Chr1A	318898	319317	+	319107	1.0	1.0	collinear
gene:TraesCS1A02G001600	Chr1A	337960	338256	+	338108	Chr1A	330668	330964	+	330816	1.0	1.0	collinear
gene:TraesCS1A02G001700	Chr1A	403455	403751	+	403603	Chr1A	401540	401836	+	401688	1.0	1.0	collinear
gene:TraesCS1A02G001800	Chr1A	1144333	1145934	+	1145133	Chr1A	1137719	1139320	+	1138519	1.0	1.0	collinear
gene:TraesCS1A02G001900	Chr1A	1159194	1162830	-	1161012	Chr1A	1152326	1155962	-	1154144	1.0	1.0	collinear
gene:TraesCS1A02G002000	Chr1A	1163485	1167878	-	1165681	Chr1A	1156617	1161010	-	1158813	1.0	1.0	collinear
gene:TraesCS1A02G002100	Chr1A	1170356	1177383	+	1173869	Chr1A	1163097	1170124	+	1166610	1.0	1.0	collinear
gene:TraesCS1A02G002200	Chr1A	1188844	1190864	+	1189854	Chr1A	1181317	1183337	+	1182327	1.0	1.0	collinear
gene:TraesCS1A02G002300	Chr1A	1209721	1212812	-	1211266	Chr1A	1201617	1204708	-	1203162	1.0	1.0	collinear
gene:TraesCS1A02G002400	Chr1A	1228914	1229339	-	1229126	Chr1A	1220111	1220536	-	1220323	1.0	1.0	collinear
gene:TraesCS1A02G002500	Chr1A	1232354	1238469	-	1235411	Chr1A	1223551	1229666	-	1226608	1.0	1.0	collinear
gene:TraesCS1A02G002700	Chr1A	1336841	1348326	-	1342583	Chr1A	1327389	1338876	-	1333132	1.0	1.0	collinear
gene:TraesCS1A02G002800	Chr1A	1565963	1567220	-	1566591	Chr1A	1562263	1563520	-	1562891	1.0	1.0	collinear
gene:TraesCS1A02G002900	Chr1A	1657115	1666923	+	1662019	Chr1A	2585653	2595461	+	2590557	1.0	1.0	collinear
gene:TraesCS1A02G003000	Chr1A	1668949	1670358	+	1669653	Chr1A	2597487	2598896	+	2598191	1.0	1.0	collinear
gene:TraesCS1A02G003100	Chr1A	1689351	1698842	-	1694096	Chr1A	2617889	2627380	-	2622634	1.0	1.0	collinear
gene:TraesCS1A02G003200	Chr1A	1721421	1734947	+	1728184	Chr1A	2650394	2663920	+	2657157	1.0	1.0	collinear
gene:TraesCS1A02G003300	Chr1A	1792119	1815634	+	1803876	Chr1A	2720546	2743462	+	2732004	1.0	0.999	collinear
gene:TraesCS1A02G003400	Chr1A	2161814	2163439	-	2162626	Chr1A	3085199	3086824	-	3086011	1.0	1.0	collinear
gene:TraesCS1A02G003500	Chr1A	2184957	2185397	-	2185177	Chr1A	3108187	3108627	-	3108407	1.0	1.0	collinear
gene:TraesCS1A02G003546	Chr1A	2200978	2203830	+	2202404	Chr1A	3124206	3127058	+	3125632	1.0	1.0	collinear
gene:TraesCS1A02G003600	Chr1A	2229188	2236819	-	2233003	Chr1A	3152309	3159940	-	3156124	1.0	0.999	collinear
gene:TraesCS1A02G003700	Chr1A	2291887	2292891	+	2292389	Chr1A	3215008	3216012	+	3215510	1.0	1.0	collinear
gene:TraesCS1A02G003800	Chr1A	2377713	2379143	-	2378428	Chr1A	3300000	3301430	-	3300715	1.0	1.0	collinear
gene:TraesCS1A02G003900	Chr1A	2391500	2393497	+	2392498	Chr1A	3313507	3315504	+	3314505	1.0	1.0	collinear
gene:TraesCS1A02G004000	Chr1A	2437843	2441540	-	2439691	Chr1A	3359365	3363062	-	3361213	1.0	1.0	collinear
gene:TraesCS1A02G004100	Chr1A	2474575	2481205	+	2477890	Chr1A	3396101	3402731	+	3399416	1.0	0.999	collinear
gene:TraesCS1A02G004126	Chr1A	2490452	2519369	+	2504910	Chr1A	3411672	3440441	+	3426056	0.986	0.971	collinear
gene:TraesCS1A02G004200	Chr1A	2540491	2540958	-	2540724	Chr1A	3461358	3461825	-	3461591	1.0	1.0	collinear
gene:TraesCS1A02G004300	Chr1A	2550647	2569820	+	2560233	Chr1A	3471514	3490018	+	3480766	1.0	1.0	collinear
gene:TraesCS1A02G004400	Chr1A	2642460	2648016	-	2645238	Chr1A	3562048	3567604	-	3564826	1.0	1.0	collinear
gene:TraesCS1A02G004500	Chr1A	2661957	2667052	-	2664504	Chr1A	3581545	3586640	-	3584092	1.0	1.0	collinear
gene:TraesCS1A02G004600	Chr1A	2837094	2843854	-	2840474	Chr1A	3754262	3761022	-	3757642	1.0	1.0	collinear
gene:TraesCS1A02G004700	Chr1A	2847902	2850951	+	2849426	Chr1A	3765070	3768119	+	3766594	1.0	1.0	collinear
gene:TraesCS1A02G004800	Chr1A	2934676	2938176	+	2936426	Chr1A	3897577	3901075	+	3899326	0.998	0.997	collinear
gene:TraesCS1A02G004900	Chr1A	2942044	2945027	+	2943535	Chr1A	3904944	3907927	+	3906435	1.0	0.998	collinear
gene:TraesCS1A02G005000	Chr1A	2975187	2976767	+	2975977	Chr1A	3938833	3940413	+	3939623	1.0	1.0	collinear
gene:TraesCS1A02G005100	Chr1A	2978903	2981121	-	2980012	Chr1A	3942549	3944767	-	3943658	1.0	1.0	collinear
gene:TraesCS1A02G005200	Chr1A	2982629	2986266	+	2984447	Chr1A	3946275	3949912	+	3948093	1.0	1.0	collinear
gene:TraesCS1A02G005300	Chr1A	3013341	3014979	+	3014160	Chr1A	3976823	3978461	+	3977642	1.0	1.0	collinear
gene:TraesCS1A02G005400	Chr1A	3117194	3118502	+	3117848	Chr1A	4080151	4081459	+	4080805	1.0	1.0	collinear
gene:TraesCS1A02G005500	Chr1A	3119378	3122276	-	3120827	Chr1A	4082335	4085233	-	4083784	1.0	1.0	collinear
gene:TraesCS1A02G005600	Chr1A	3255618	3262577	-	3259097	Chr1A	4217667	4224333	-	4221000	1.0	1.0	collinear
gene:TraesCS1A02G005700	Chr1A	3377838	3383699	+	3380768	Chr1A	4338836	4344697	+	4341766	1.0	1.0	collinear
gene:TraesCS1A02G005800	Chr1A	3386287	3391808	-	3389047	Chr1A	4347285	4352808	-	4350046	1.0	1.0	collinear
gene:TraesCS1A02G005900	Chr1A	3446931	3450200	+	3448565	Chr1A	4406255	4409524	+	4407889	1.0	0.999	collinear
gene:TraesCS1A02G006000	Chr1A	3451854	3454772	-	3453313	Chr1A	4411178	4414096	-	4412637	1.0	1.0	collinear
gene:TraesCS1A02G006100	Chr1A	3462554	3465581	-	3464067	Chr1A	4421878	4424905	-	4423391	1.0	1.0	collinear
gene:TraesCS1A02G006200	Chr1A	3488355	3491814	-	3490084	Chr1A	4447567	4451026	-	4449296	1.0	1.0	collinear
gene:TraesCS1A02G006300	Chr1A	3500137	3503929	-	3502033	Chr1A	4459370	4463162	-	4461266	1.0	1.0	collinear
gene:TraesCS1A02G006400	Chr1A	3531339	3532796	-	3532067	Chr1A	4490525	4491982	-	4491253	1.0	1.0	collinear
gene:TraesCS1A02G006500	Chr1A	3579010	3582502	-	3580756	Chr1A	4536979	4540471	-	4538725	1.0	1.0	collinear
gene:TraesCS1A02G006700	Chr1A	3614659	3618613	-	3616636	Chr1A	4571809	4575763	-	4573786	1.0	1.0	collinear
gene:TraesCS1A02G006800	Chr1A	3653512	3657388	-	3655450	Chr1A	4610177	4614435	-	4612306	1.0	0.908	collinear
gene:TraesCS1A02G006900	Chr1A	3669097	3671050	-	3670073	Chr1A	4626010	4627963	-	4626986	1.0	0.999	collinear
gene:TraesCS1A02G007000	Chr1A	3677964	3679612	-	3678788	Chr1A	4634877	4636525	-	4635701	1.0	1.0	collinear
gene:TraesCS1A02G007100	Chr1A	3698525	3700965	-	3699745	Chr1A	4654955	4657395	-	4656175	1.0	1.0	collinear
gene:TraesCS1A02G007200	Chr1A	3776339	3777238	+	3776788	Chr1A	4731706	4732605	+	4732155	1.0	1.0	collinear
gene:TraesCS1A02G007236	Chr1A	3795056	3795948	+	3795502	Chr1A	4750308	4751200	+	4750754	1.0	1.0	collinear
gene:TraesCS1A02G007344	Chr1A	3910395	3911267	+	3910831	Chr1A	4864173	4865045	+	4864609	1.0	1.0	collinear
gene:TraesCS1A02G007400	Chr1A	4033339	4034196	+	4033767	Chr1A	4984768	4985625	+	4985196	1.0	1.0	collinear
gene:TraesCS1A02G007405	Chr1A	4041324	4042181	+	4041752	Chr1A	4992491	4993348	+	4992919	1.0	1.0	collinear
gene:TraesCS1A02G007500	Chr1A	4045713	4048684	+	4047198	Chr1A	4996880	4999851	+	4998365	1.0	1.0	collinear
gene:TraesCS1A02G007600	Chr1A	4047966	4048290	-	4048128	Chr1A	4999133	4999457	-	4999295	1.0	1.0	collinear
gene:TraesCS1A02G007700	Chr1A	4053221	4053823	+	4053522	Chr1A	5004388	5004990	+	5004689	1.0	1.0	collinear
gene:TraesCS1A02G007800	Chr1A	4054742	4054960	+	4054851	Chr1A	5005909	5006127	+	5006018	1.0	1.0	collinear
gene:TraesCS1A02G007900	Chr1A	4063197	4063406	+	4063301	Chr1A	5014005	5014214	+	5014109	1.0	1.0	collinear
gene:TraesCS1A02G008100	Chr1A	4497200	4503419	+	4500309	Chr1A	5494621	5500846	+	5497733	1.0	0.991	collinear
gene:TraesCS1A02G008200	Chr1A	4502605	4504697	-	4503651	Chr1A	5500026	5502124	-	5501075	1.0	0.965	collinear
gene:TraesCS1A02G008300	Chr1A	4549622	4554906	+	4552264	Chr1A	5546748	5552032	+	5549390	1.0	1.0	collinear
gene:TraesCS1A02G008353	Chr1A	4661621	4663924	+	4662772	Chr1A	5657141	5659444	+	5658292	1.0	0.999	collinear
gene:TraesCS1A02G008400	Chr1A	4804101	4805663	+	4804882	Chr1A	5797523	5799085	+	5798304	1.0	1.0	collinear
gene:TraesCS1A02G008500	Chr1A	4811264	4813128	+	4812196	Chr1A	5804686	5806550	+	5805618	1.0	1.0	collinear
gene:TraesCS1A02G008600	Chr1A	5023873	5029289	-	5026581	Chr1A	6016337	6021753	-	6019045	1.0	0.998	collinear
gene:TraesCS1A02G008700	Chr1A	5132497	5132754	+	5132625	Chr1A	6121265	6121522	+	6121393	1.0	1.0	collinear
gene:TraesCS1A02G008800	Chr1A	5150710	5153197	-	5151953	Chr1A	6139479	6141966	-	6140722	1.0	1.0	collinear
gene:TraesCS1A02G008900	Chr1A	5233610	5235545	+	5234577	Chr1A	6221413	6223348	+	6222380	1.0	1.0	collinear
