gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS2D02G004700	Chr2D	2614485	2615345	+	2614915	Chr2D	1197098	1197958	-	1197528	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G004800	Chr2D	2642525	2652781	+	2647653	Chr2D	1159877	1170132	-	1165004	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G004900	Chr2D	2676802	2680722	-	2678762	Chr2D	1131864	1135784	+	1133824	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005000	Chr2D	2692818	2697163	-	2694990	Chr2D	1115423	1119768	+	1117595	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005100	Chr2D	2750445	2760123	+	2755284	Chr2D	1052816	1062494	-	1057655	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005200	Chr2D	2809560	2811673	+	2810616	Chr2D	1001852	1003965	-	1002908	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005300	Chr2D	2814975	2818539	+	2816757	Chr2D	994985	998549	-	996767	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005400	Chr2D	2874260	2876323	-	2875291	Chr2D	937829	939892	+	938860	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G005500	Chr2D	2890436	2894836	+	2892636	Chr2D	919722	924122	-	921922	1.0	0.999	rearrangement:Chr2D_block1
gene:TraesCS2D02G005600	Chr2D	2903036	2904607	-	2903821	Chr2D	910282	911853	+	911067	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005700	Chr2D	2908880	2910567	+	2909723	Chr2D	904322	906009	-	905165	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G005900	Chr2D	2934170	2934364	+	2934267	Chr2D	882841	883035	-	882938	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006000	Chr2D	2947075	2948595	-	2947835	Chr2D	866578	868098	+	867338	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006100	Chr2D	2960492	2960935	-	2960713	Chr2D	854242	854685	+	854463	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006200	Chr2D	3004751	3005458	+	3005104	Chr2D	809707	810414	-	810060	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006300	Chr2D	3012304	3012696	+	3012500	Chr2D	802481	802873	-	802677	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006400	Chr2D	3015966	3019815	-	3017890	Chr2D	795367	799211	+	797289	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006500	Chr2D	3033744	3035806	-	3034775	Chr2D	779749	781811	+	780780	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006600	Chr2D	3077076	3080377	+	3078726	Chr2D	734715	738016	-	736365	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006700	Chr2D	3080491	3084752	-	3082621	Chr2D	730340	734601	+	732470	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006800	Chr2D	3117207	3120366	+	3118786	Chr2D	695807	698966	-	697386	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G006900	Chr2D	3221368	3223229	-	3222298	Chr2D	560490	562351	+	561420	1.0	1.0	rearrangement:Chr2D_block1
gene:TraesCS2D02G000100	Chr2D	31254	37172	+	34213	Chr2D	3630730	3636648	+	3633689	1.0	1.0	collinear
gene:TraesCS2D02G000200	Chr2D	39478	40878	-	40178	Chr2D	3638734	3640134	-	3639434	1.0	0.999	collinear
gene:TraesCS2D02G000300	Chr2D	58039	62377	-	60208	Chr2D	3657296	3661637	-	3659466	0.999	0.996	collinear
gene:TraesCS2D02G000400	Chr2D	261645	262190	+	261917	Chr2D	3859551	3860096	+	3859823	1.0	1.0	collinear
gene:TraesCS2D02G000500	Chr2D	273562	277000	+	275281	Chr2D	3870786	3874224	+	3872505	1.0	1.0	collinear
gene:TraesCS2D02G000600	Chr2D	278541	286171	-	282356	Chr2D	3875765	3883402	-	3879583	1.0	0.999	collinear
gene:TraesCS2D02G000700	Chr2D	370037	371169	-	370603	Chr2D	3584978	3586110	+	3585544	1.0	1.0	collinear
gene:TraesCS2D02G000800	Chr2D	386164	389633	+	387898	Chr2D	3568915	3572384	-	3570649	1.0	1.0	collinear
gene:TraesCS2D02G000900	Chr2D	396204	398760	+	397482	Chr2D	3559788	3562344	-	3561066	1.0	1.0	collinear
gene:TraesCS2D02G001000	Chr2D	460961	479644	+	470302	Chr2D	3480325	3498795	-	3489560	1.0	1.0	collinear
gene:TraesCS2D02G001100	Chr2D	508313	509233	+	508773	Chr2D	3451572	3452492	-	3452032	1.0	1.0	collinear
gene:TraesCS2D02G001200	Chr2D	514511	516352	+	515431	Chr2D	3444771	3446612	-	3445691	1.0	1.0	collinear
gene:TraesCS2D02G001300	Chr2D	672180	675387	+	673783	Chr2D	3285843	3289050	-	3287446	1.0	1.0	collinear
gene:TraesCS2D02G001400	Chr2D	676084	679951	-	678017	Chr2D	3281279	3285146	+	3283212	1.0	1.0	collinear
gene:TraesCS2D02G001500	Chr2D	682076	684242	+	683159	Chr2D	3276987	3279153	-	3278070	1.0	1.0	collinear
gene:TraesCS2D02G001600	Chr2D	1522616	1526387	-	1524501	Chr2D	2273645	2277416	+	2275530	1.0	1.0	collinear
gene:TraesCS2D02G001700	Chr2D	1587835	1590219	+	1589027	Chr2D	2215165	2217549	-	2216357	1.0	1.0	collinear
gene:TraesCS2D02G001800	Chr2D	1601514	1610005	+	1605759	Chr2D	2195983	2204098	-	2200040	1.0	0.999	collinear
gene:TraesCS2D02G001900	Chr2D	1621473	1622372	+	1621922	Chr2D	2183912	2184811	-	2184361	1.0	1.0	collinear
gene:TraesCS2D02G002000	Chr2D	1637801	1638394	+	1638097	Chr2D	2168524	2169117	-	2168820	1.0	1.0	collinear
gene:TraesCS2D02G002100	Chr2D	1659498	1660097	+	1659797	Chr2D	2147012	2147611	-	2147311	1.0	1.0	collinear
gene:TraesCS2D02G002200	Chr2D	1912608	1922943	-	1917775	Chr2D	1874704	1885040	+	1879872	1.0	1.0	collinear
gene:TraesCS2D02G002300	Chr2D	1958491	1962796	-	1960643	Chr2D	1835822	1840127	+	1837974	1.0	1.0	collinear
gene:TraesCS2D02G002400	Chr2D	1991646	1993786	+	1992716	Chr2D	1805762	1807902	-	1806832	1.0	1.0	collinear
gene:TraesCS2D02G002500	Chr2D	2014157	2015713	+	2014935	Chr2D	1783835	1785391	-	1784613	1.0	1.0	collinear
gene:TraesCS2D02G002600	Chr2D	2045570	2048979	+	2047274	Chr2D	1750853	1754262	-	1752557	1.0	1.0	collinear
gene:TraesCS2D02G002700	Chr2D	2115323	2115619	+	2115471	Chr2D	1684730	1685026	-	1684878	1.0	1.0	collinear
gene:TraesCS2D02G002800	Chr2D	2137360	2144694	-	2141027	Chr2D	1655655	1662989	+	1659322	1.0	1.0	collinear
gene:TraesCS2D02G002900	Chr2D	2197455	2197754	+	2197604	Chr2D	1602854	1603153	-	1603003	1.0	1.0	collinear
gene:TraesCS2D02G003000	Chr2D	2222670	2223061	+	2222865	Chr2D	1578131	1578522	-	1578326	1.0	1.0	collinear
gene:TraesCS2D02G003100	Chr2D	2238178	2238867	+	2238522	Chr2D	1563259	1563948	-	1563603	1.0	1.0	collinear
gene:TraesCS2D02G003200	Chr2D	2257606	2263626	+	2260616	Chr2D	1537947	1543967	-	1540957	1.0	1.0	collinear
gene:TraesCS2D02G003400	Chr2D	2322337	2328568	-	2325452	Chr2D	1473223	1479454	+	1476338	1.0	1.0	collinear
gene:TraesCS2D02G003500	Chr2D	2341476	2345460	+	2343468	Chr2D	1456577	1460561	-	1458569	1.0	1.0	collinear
gene:TraesCS2D02G003600	Chr2D	2357775	2359541	+	2358658	Chr2D	1443574	1445340	-	1444457	1.0	1.0	collinear
gene:TraesCS2D02G003700	Chr2D	2362426	2363179	+	2362802	Chr2D	1439936	1440689	-	1440312	1.0	1.0	collinear
gene:TraesCS2D02G003800	Chr2D	2439831	2443271	-	2441551	Chr2D	1367077	1370517	+	1368797	1.0	1.0	collinear
gene:TraesCS2D02G003900	Chr2D	2448415	2452565	-	2450490	Chr2D	1357783	1361933	+	1359858	1.0	1.0	collinear
gene:TraesCS2D02G004000	Chr2D	2470169	2474909	-	2472539	Chr2D	1335841	1340581	+	1338211	1.0	1.0	collinear
gene:TraesCS2D02G004100	Chr2D	2475035	2480695	+	2477865	Chr2D	1330055	1335715	-	1332885	1.0	1.0	collinear
gene:TraesCS2D02G004200	Chr2D	2492159	2496015	+	2494087	Chr2D	1314995	1318851	-	1316923	1.0	1.0	collinear
gene:TraesCS2D02G004300	Chr2D	2510738	2512279	-	2511508	Chr2D	1298733	1300274	+	1299503	1.0	1.0	collinear
gene:TraesCS2D02G004400	Chr2D	2515567	2515967	-	2515767	Chr2D	1295182	1295582	+	1295382	1.0	1.0	collinear
gene:TraesCS2D02G004500	Chr2D	2538170	2544036	-	2541103	Chr2D	1267364	1273230	+	1270297	1.0	1.0	collinear
gene:TraesCS2D02G004600	Chr2D	2547521	2551068	+	2549294	Chr2D	1260332	1263879	-	1262105	1.0	1.0	collinear
gene:TraesCS2D02G007200	Chr2D	3967625	3971972	-	3969798	Chr2D	5267804	5272151	-	5269977	1.0	0.999	collinear
gene:TraesCS2D02G007300	Chr2D	4025227	4029569	-	4027398	Chr2D	5324644	5328987	-	5326815	1.0	1.0	collinear
gene:TraesCS2D02G007400	Chr2D	4030835	4032852	+	4031843	Chr2D	5330253	5332270	+	5331261	1.0	1.0	collinear
gene:TraesCS2D02G007500	Chr2D	4038523	4043259	+	4040891	Chr2D	5337941	5342676	+	5340308	1.0	1.0	collinear
gene:TraesCS2D02G007600	Chr2D	4102685	4104419	-	4103552	Chr2D	5401332	5403066	-	5402199	1.0	0.999	collinear
gene:TraesCS2D02G007700	Chr2D	4109987	4113563	-	4111775	Chr2D	5408634	5412210	-	5410422	1.0	1.0	collinear
gene:TraesCS2D02G007800	Chr2D	4188605	4190142	+	4189373	Chr2D	5486241	5487778	+	5487009	1.0	1.0	collinear
gene:TraesCS2D02G008000	Chr2D	4354789	4356847	+	4355818	Chr2D	5656130	5658188	+	5657159	1.0	0.999	collinear
gene:TraesCS2D02G008100	Chr2D	4386309	4388331	+	4387320	Chr2D	5686662	5688684	+	5687673	1.0	1.0	collinear
gene:TraesCS2D02G008200	Chr2D	4458207	4460513	-	4459360	Chr2D	5757017	5759323	-	5758170	1.0	1.0	collinear
gene:TraesCS2D02G008300	Chr2D	4461128	4465758	-	4463443	Chr2D	5759938	5764568	-	5762253	1.0	1.0	collinear
gene:TraesCS2D02G008500	Chr2D	4596296	4597686	-	4596991	Chr2D	5926929	5928319	-	5927624	1.0	0.998	collinear
gene:TraesCS2D02G008600	Chr2D	4671310	4671573	-	4671441	Chr2D	6001846	6002109	-	6001977	1.0	1.0	collinear
gene:TraesCS2D02G008700	Chr2D	4685051	4691061	-	4688056	Chr2D	6015400	6021334	-	6018367	1.0	0.999	collinear
gene:TraesCS2D02G008800	Chr2D	4705456	4711225	-	4708340	Chr2D	6035481	6041282	-	6038381	1.0	1.0	collinear
gene:TraesCS2D02G008900	Chr2D	4773144	4816639	+	4794891	Chr2D	6152808	6195312	+	6174060	1.0	1.0	collinear
gene:TraesCS2D02G009000	Chr2D	5079341	5081341	+	5080341	Chr2D	6481376	6483376	+	6482376	1.0	1.0	collinear
gene:TraesCS2D02G009100	Chr2D	5086662	5089638	-	5088150	Chr2D	6488697	6491696	-	6490196	1.0	0.994	collinear
gene:TraesCS2D02G009200	Chr2D	5097757	5100568	-	5099162	Chr2D	6499814	6502625	-	6501219	1.0	1.0	collinear
gene:TraesCS2D02G009300	Chr2D	5116341	5117534	+	5116937	Chr2D	6517929	6519122	+	6518525	1.0	1.0	collinear
gene:TraesCS2D02G009400	Chr2D	5118501	5118866	-	5118683	Chr2D	6520089	6520454	-	6520271	1.0	1.0	collinear
gene:TraesCS2D02G009500	Chr2D	5151304	5151784	-	5151544	Chr2D	6552594	6553074	-	6552834	1.0	1.0	collinear
gene:TraesCS2D02G009600	Chr2D	5158603	5164177	+	5161390	Chr2D	6559893	6565467	+	6562680	1.0	1.0	collinear
gene:TraesCS2D02G009700	Chr2D	5164884	5166906	-	5165895	Chr2D	6566175	6568197	-	6567186	1.0	1.0	collinear
gene:TraesCS2D02G009800	Chr2D	5174511	5175182	+	5174846	Chr2D	6575523	6576194	+	6575858	1.0	1.0	collinear
gene:TraesCS2D02G009900	Chr2D	5176788	5178320	-	5177554	Chr2D	6577800	6579332	-	6578566	1.0	1.0	collinear
gene:TraesCS2D02G010000	Chr2D	5179752	5185092	-	5182422	Chr2D	6580764	6585794	-	6583279	1.0	1.0	collinear
gene:TraesCS2D02G010100	Chr2D	5191027	5192702	-	5191864	Chr2D	6591728	6593403	-	6592565	1.0	1.0	collinear
gene:TraesCS2D02G010200	Chr2D	5230187	5233049	+	5231618	Chr2D	6630234	6633096	+	6631665	1.0	1.0	collinear
gene:TraesCS2D02G010400	Chr2D	5279871	5290592	-	5285231	Chr2D	6679923	6690649	-	6685286	1.0	1.0	collinear
gene:TraesCS2D02G010500	Chr2D	5294474	5309310	-	5301892	Chr2D	6694530	6709365	-	6701947	1.0	1.0	collinear
gene:TraesCS2D02G010600	Chr2D	5315405	5316140	+	5315772	Chr2D	6715460	6716195	+	6715827	1.0	1.0	collinear
gene:TraesCS2D02G010700	Chr2D	5320588	5324305	+	5322446	Chr2D	6720643	6724360	+	6722501	1.0	1.0	collinear
gene:TraesCS2D02G010800	Chr2D	5325726	5328909	-	5327317	Chr2D	6725781	6728964	-	6727372	1.0	1.0	collinear
gene:TraesCS2D02G010900	Chr2D	5388759	5392298	+	5390528	Chr2D	6788602	6792141	+	6790371	1.0	1.0	collinear
gene:TraesCS2D02G011000	Chr2D	5420429	5421923	+	5421176	Chr2D	6818298	6819792	+	6819045	1.0	1.0	collinear
gene:TraesCS2D02G011100	Chr2D	5424173	5425342	-	5424757	Chr2D	6822042	6823211	-	6822626	1.0	1.0	collinear
gene:TraesCS2D02G011200	Chr2D	5435218	5441031	+	5438124	Chr2D	6832661	6838474	+	6835567	1.0	1.0	collinear
gene:TraesCS2D02G011300	Chr2D	5581779	5583384	-	5582581	Chr2D	6967471	6969076	-	6968273	1.0	1.0	collinear
gene:TraesCS2D02G011400	Chr2D	5585238	5588064	+	5586651	Chr2D	6970930	6973756	+	6972343	1.0	1.0	collinear
gene:TraesCS2D02G011500	Chr2D	5615537	5616160	-	5615848	Chr2D	7000809	7001432	-	7001120	1.0	1.0	collinear
gene:TraesCS2D02G011600	Chr2D	5642701	5643120	-	5642910	Chr2D	7027332	7027751	-	7027541	1.0	1.0	collinear
gene:TraesCS2D02G011700	Chr2D	5668870	5674210	+	5671540	Chr2D	7053153	7058198	+	7055675	1.0	1.0	collinear
gene:TraesCS2D02G011800	Chr2D	5680909	5685957	-	5683433	Chr2D	7064893	7069941	-	7067417	1.0	1.0	collinear
gene:TraesCS2D02G011900	Chr2D	5689053	5690958	+	5690005	Chr2D	7073037	7074921	+	7073979	0.988	0.984	collinear
gene:TraesCS2D02G012000	Chr2D	5727990	5732285	+	5730137	Chr2D	7111622	7115917	+	7113769	1.0	1.0	collinear
gene:TraesCS2D02G012100	Chr2D	5747459	5749325	+	5748392	Chr2D	7130876	7132741	+	7131808	0.999	0.999	collinear
