gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS4B02G000300	Chr4B	233604	235207	-	234405	Chr4B	260071	261637	-	260854	0.958	0.921	collinear
gene:TraesCS4B02G000400	Chr4B	235554	237151	-	236352	Chr4B	261984	263581	-	262782	1.0	0.997	collinear
gene:TraesCS4B02G000500	Chr4B	536859	540040	-	538449	Chr4B	1410179	1413360	+	1411769	1.0	1.0	collinear
gene:TraesCS4B02G000600	Chr4B	556850	559568	-	558209	Chr4B	1390651	1393369	+	1392010	1.0	1.0	collinear
gene:TraesCS4B02G000700	Chr4B	593305	593700	+	593502	Chr4B	1356757	1357152	-	1356954	1.0	1.0	collinear
gene:TraesCS4B02G000800	Chr4B	606792	608698	-	607745	Chr4B	1341759	1343665	+	1342712	1.0	1.0	collinear
gene:TraesCS4B02G000900	Chr4B	621192	623232	-	622212	Chr4B	1327466	1329506	+	1328486	1.0	0.998	collinear
gene:TraesCS4B02G001000	Chr4B	639894	640937	-	640415	Chr4B	1309758	1310801	+	1310279	1.0	1.0	collinear
gene:TraesCS4B02G001100	Chr4B	652667	654439	-	653553	Chr4B	1296475	1298245	+	1297360	0.998	0.998	collinear
gene:TraesCS4B02G001200	Chr4B	804929	806039	-	805484	Chr4B	1149654	1150764	+	1150209	1.0	1.0	collinear
gene:TraesCS4B02G001300	Chr4B	807708	809435	+	808571	Chr4B	1146258	1147985	-	1147121	0.999	0.998	collinear
gene:TraesCS4B02G001400	Chr4B	811058	811978	-	811518	Chr4B	1143790	1144710	+	1144250	1.0	0.996	collinear
gene:TraesCS4B02G001500	Chr4B	824217	826230	-	825223	Chr4B	1129958	1131923	+	1130940	0.975	0.973	collinear
gene:TraesCS4B02G001600	Chr4B	1046619	1049898	-	1048258	Chr4B	930090	933371	+	931730	1.0	0.994	collinear
gene:TraesCS4B02G001700	Chr4B	1055642	1057009	+	1056325	Chr4B	914567	915940	-	915253	1.0	0.966	collinear
gene:TraesCS4B02G001800	Chr4B	1055540	1057158	-	1056349	Chr4B	914418	916042	+	915230	1.0	0.972	collinear
gene:TraesCS4B02G001900	Chr4B	1080301	1080693	-	1080497	Chr4B	890959	891348	+	891153	0.992	0.966	collinear
gene:TraesCS4B02G002000	Chr4B	1101906	1102898	+	1102402	Chr4B	869130	870146	-	869638	1.0	0.974	collinear
gene:TraesCS4B02G002100	Chr4B	1135933	1136559	+	1136246	Chr4B	837212	837838	-	837525	1.0	0.992	collinear
gene:TraesCS4B02G002200	Chr4B	1198805	1199422	-	1199113	Chr4B	787205	787834	+	787519	1.0	0.973	collinear
gene:TraesCS4B02G002300	Chr4B	1243148	1246366	-	1244757	Chr4B	752835	756069	+	754452	0.999	0.989	collinear
gene:TraesCS4B02G002400	Chr4B	1257749	1263057	+	1260403	Chr4B	736692	742032	-	739362	1.0	0.986	collinear
gene:TraesCS4B02G002500	Chr4B	1264008	1265225	-	1264616	Chr4B	734056	735270	+	734663	0.985	0.97	collinear
gene:TraesCS4B02G002600	Chr4B	1316142	1320257	+	1318199	Chr4B	679898	683787	-	681842	0.915	0.915	collinear
gene:TraesCS4B02G002700	Chr4B	1321134	1325121	-	1323127	Chr4B	675034	679021	+	677027	1.0	0.999	collinear
gene:TraesCS4B02G002800	Chr4B	1696842	1698167	+	1697504	Chr4B	2030292	2031617	+	2030954	1.0	1.0	collinear
gene:TraesCS4B02G002900	Chr4B	1768549	1772568	+	1770558	Chr4B	2101481	2105581	+	2103531	1.0	0.923	collinear
gene:TraesCS4B02G003000	Chr4B	1774015	1778545	+	1776280	Chr4B	2107028	2111432	+	2109230	1.0	1.0	collinear
gene:TraesCS4B02G003100	Chr4B	1780942	1785316	+	1783129	Chr4B	2113679	2118053	+	2115866	1.0	1.0	collinear
gene:TraesCS4B02G003200	Chr4B	1786160	1790191	+	1788175	Chr4B	2118897	2122928	+	2120912	1.0	0.999	collinear
gene:TraesCS4B02G003300	Chr4B	1851740	1855595	+	1853667	Chr4B	2183058	2186913	+	2184985	1.0	1.0	collinear
gene:TraesCS4B02G003400	Chr4B	1981182	1985634	-	1983408	Chr4B	2310853	2315305	-	2313079	1.0	0.993	collinear
gene:TraesCS4B02G003500	Chr4B	2035618	2039760	-	2037689	Chr4B	2365013	2369155	-	2367084	1.0	1.0	collinear
gene:TraesCS4B02G003600	Chr4B	2148325	2150431	+	2149378	Chr4B	2585054	2587160	+	2586107	1.0	1.0	collinear
gene:TraesCS4B02G003700	Chr4B	2335092	2336432	-	2335762	Chr4B	2769786	2771126	-	2770456	1.0	1.0	collinear
gene:TraesCS4B02G003800	Chr4B	2379393	2380168	-	2379780	Chr4B	2812741	2813516	-	2813128	1.0	0.998	collinear
gene:TraesCS4B02G003900	Chr4B	2435353	2436499	+	2435926	Chr4B	2877672	2878818	+	2878245	1.0	0.999	collinear
gene:TraesCS4B02G004000	Chr4B	2462678	2510604	+	2486641	Chr4B	2903785	2949550	+	2926667	1.0	1.0	collinear
gene:TraesCS4B02G004100	Chr4B	2692191	2693329	+	2692760	Chr4B	5016338	5017476	-	5016907	1.0	0.997	collinear
gene:TraesCS4B02G004200	Chr4B	2710614	2711624	-	2711119	Chr4B	4998332	4999342	+	4998837	1.0	1.0	collinear
gene:TraesCS4B02G004300	Chr4B	2775240	2776105	+	2775672	Chr4B	4934794	4935659	-	4935226	1.0	1.0	collinear
gene:TraesCS4B02G004400	Chr4B	3287795	3290128	-	3288961	Chr4B	4256282	4258480	+	4257381	1.0	1.0	collinear
gene:TraesCS4B02G004500	Chr4B	3290186	3295709	-	3292947	Chr4B	4250701	4256224	+	4253462	1.0	0.998	collinear
gene:TraesCS4B02G004600	Chr4B	3306375	3311452	-	3308913	Chr4B	4235057	4240035	+	4237546	1.0	0.995	collinear
gene:TraesCS4B02G004700	Chr4B	3321860	3328187	-	3325023	Chr4B	4218513	4224840	+	4221676	1.0	1.0	collinear
gene:TraesCS4B02G004800	Chr4B	3337173	3343580	-	3340376	Chr4B	4202932	4209339	+	4206135	1.0	0.999	collinear
gene:TraesCS4B02G004900	Chr4B	3423150	3431600	-	3427375	Chr4B	4127781	4131819	+	4129800	1.0	0.999	collinear
gene:TraesCS4B02G005000	Chr4B	3710616	3713985	-	3712300	Chr4B	5251966	5255335	-	5253650	1.0	1.0	collinear
gene:TraesCS4B02G005100	Chr4B	3732151	3736538	+	3734344	Chr4B	5273145	5277532	+	5275338	1.0	1.0	collinear
gene:TraesCS4B02G005200	Chr4B	3776932	3784177	+	3780554	Chr4B	5317910	5324915	+	5321412	1.0	1.0	collinear
gene:TraesCS4B02G005300	Chr4B	3784814	3786198	+	3785506	Chr4B	5325552	5326936	+	5326244	1.0	0.999	collinear
gene:TraesCS4B02G005400	Chr4B	3786802	3787604	+	3787203	Chr4B	5327540	5328342	+	5327941	1.0	1.0	collinear
gene:TraesCS4B02G005500	Chr4B	3820826	3822385	+	3821605	Chr4B	5440531	5442090	+	5441310	1.0	1.0	collinear
gene:TraesCS4B02G005600	Chr4B	3829608	3831374	-	3830491	Chr4B	5449314	5451080	-	5450197	1.0	0.999	collinear
gene:TraesCS4B02G005700	Chr4B	3831797	3834248	+	3833022	Chr4B	5451503	5453954	+	5452728	1.0	0.999	collinear
gene:TraesCS4B02G005800	Chr4B	3854275	3856157	-	3855216	Chr4B	5473658	5475332	-	5474495	1.0	1.0	collinear
gene:TraesCS4B02G005900	Chr4B	3859573	3861588	+	3860580	Chr4B	5478748	5480763	+	5479755	1.0	1.0	collinear
gene:TraesCS4B02G006000	Chr4B	3865661	3867670	-	3866665	Chr4B	5484710	5486719	-	5485714	1.0	1.0	collinear
gene:TraesCS4B02G006100	Chr4B	3893173	3897850	+	3895511	Chr4B	5511508	5516185	+	5513846	1.0	1.0	collinear
gene:TraesCS4B02G006200	Chr4B	3902814	3907002	-	3904908	Chr4B	5521149	5525337	-	5523243	1.0	1.0	collinear
gene:TraesCS4B02G006300	Chr4B	4134301	4135767	-	4135034	Chr4B	5751224	5752690	-	5751957	1.0	1.0	collinear
gene:TraesCS4B02G006400	Chr4B	4135872	4137005	-	4136438	Chr4B	5752795	5753928	-	5753361	1.0	1.0	collinear
gene:TraesCS4B02G006500	Chr4B	4330450	4333217	-	4331833	Chr4B	7881948	7884715	+	7883331	1.0	1.0	collinear
gene:TraesCS4B02G006600	Chr4B	4516943	4520618	+	4518780	Chr4B	7695991	7699666	-	7697828	1.0	1.0	collinear
gene:TraesCS4B02G006700	Chr4B	4520661	4526800	-	4523730	Chr4B	7689809	7695948	+	7692878	1.0	1.0	collinear
gene:TraesCS4B02G006800	Chr4B	4536418	4540354	-	4538386	Chr4B	7676509	7680445	+	7678477	1.0	1.0	collinear
gene:TraesCS4B02G006900	Chr4B	4708107	4711615	-	4709861	Chr4B	7507241	7510749	+	7508995	1.0	1.0	collinear
gene:TraesCS4B02G007000	Chr4B	4718152	4720974	+	4719563	Chr4B	7497858	7500677	-	7499267	0.998	0.997	collinear
gene:TraesCS4B02G007100	Chr4B	4848415	4852836	+	4850625	Chr4B	7353324	7357745	-	7355534	1.0	1.0	collinear
gene:TraesCS4B02G007200	Chr4B	4890004	4893309	+	4891656	Chr4B	7313075	7316380	-	7314727	1.0	1.0	collinear
gene:TraesCS4B02G007300	Chr4B	4894204	4897519	+	4895861	Chr4B	7308865	7312180	-	7310522	1.0	1.0	collinear
gene:TraesCS4B02G007400	Chr4B	4951076	4955090	-	4953083	Chr4B	7252182	7256196	+	7254189	1.0	1.0	collinear
gene:TraesCS4B02G007500	Chr4B	4990514	4994422	+	4992468	Chr4B	7213423	7217331	-	7215377	1.0	1.0	collinear
gene:TraesCS4B02G007600	Chr4B	5013781	5016961	-	5015371	Chr4B	7191065	7194245	+	7192655	1.0	1.0	collinear
gene:TraesCS4B02G007700	Chr4B	5177526	5179651	-	5178588	Chr4B	7033490	7035615	+	7034552	1.0	1.0	collinear
gene:TraesCS4B02G007800	Chr4B	5195100	5197976	-	5196538	Chr4B	7014754	7017630	+	7016192	1.0	1.0	collinear
gene:TraesCS4B02G007900	Chr4B	5254753	5259051	-	5256902	Chr4B	6954194	6958330	+	6956262	1.0	1.0	collinear
gene:TraesCS4B02G008000	Chr4B	5359440	5363973	+	5361706	Chr4B	6850316	6854520	-	6852418	1.0	0.996	collinear
gene:TraesCS4B02G008100	Chr4B	5405875	5410019	+	5407947	Chr4B	6808438	6812582	-	6810510	1.0	1.0	collinear
gene:TraesCS4B02G008200	Chr4B	5455789	5457439	+	5456614	Chr4B	6761408	6763058	-	6762233	1.0	1.0	collinear
gene:TraesCS4B02G008300	Chr4B	5458308	5460603	-	5459455	Chr4B	6758244	6760539	+	6759391	1.0	1.0	collinear
gene:TraesCS4B02G008400	Chr4B	5466038	5468623	+	5467330	Chr4B	6750231	6752816	-	6751523	1.0	1.0	collinear
