gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS5A02G187100	Chr5A	389052380	389060906	+	389056643	Chr5A	408471376	408479463	-	408475419	0.979	0.979	rearrangement:Chr5A_block2
gene:TraesCS5A02G187200	Chr5A	389061691	389064458	-	389063074	Chr5A	408467823	408470590	+	408469206	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187300	Chr5A	389069720	389073100	+	389071410	Chr5A	408459438	408462818	-	408461128	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187400	Chr5A	389131980	389133955	-	389132967	Chr5A	408398255	408400230	+	408399242	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187500	Chr5A	389153524	389154678	+	389154101	Chr5A	408377533	408378687	-	408378110	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187600	Chr5A	389159558	389163387	+	389161472	Chr5A	408368822	408372651	-	408370736	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187700	Chr5A	389165768	389167324	-	389166546	Chr5A	408364885	408366441	+	408365663	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187800	Chr5A	389635768	389637484	-	389636626	Chr5A	407899188	407900904	+	407900046	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G187900	Chr5A	389713723	389715786	+	389714754	Chr5A	407821006	407823069	-	407822037	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G188000	Chr5A	389716642	389718098	+	389717370	Chr5A	407818694	407820150	-	407819422	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G188100	Chr5A	389719370	389724310	+	389721840	Chr5A	407812482	407817422	-	407814952	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G188200	Chr5A	389724313	389726710	-	389725511	Chr5A	407810082	407812479	+	407811280	1.0	1.0	rearrangement:Chr5A_block2
