gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Sumai3_tgt_chr	Sumai3_tgt_start	Sumai3_tgt_end	Sumai3_tgt_strand	Sumai3_tgt_midpoint	Sumai3_coverage	Sumai3_identity	segment
gene:TraesCS2B02G001900	Chr2B	1314696	1317994	-	1316345	Chr2B	794344	797000	+	795672	0.996	0.996	rearrangement:Chr2B_block1
gene:TraesCS2B02G002000	Chr2B	1329861	1331574	+	1330717	Chr2B	705639	707352	-	706495	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G002100	Chr2B	1348871	1362213	+	1355542	Chr2B	675803	688827	-	682315	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G002200	Chr2B	1386273	1397038	-	1391655	Chr2B	344298	355267	+	349782	0.993	0.951	rearrangement:Chr2B_block1
gene:TraesCS2B02G002600	Chr2B	1600469	1601449	-	1600959	Chr2B	2497143	2498085	-	2497614	0.958	0.928	rearrangement:Chr2B_block1
gene:TraesCS2B02G002700	Chr2B	1706362	1707167	+	1706764	Chr2B	2659915	2660720	+	2660317	1.0	0.99	rearrangement:Chr2B_block1
gene:TraesCS2B02G002800	Chr2B	1749669	1750706	+	1750187	Chr2B	2792721	2793758	+	2793239	1.0	0.991	rearrangement:Chr2B_block1
gene:TraesCS2B02G002900	Chr2B	1752952	1755256	+	1754104	Chr2B	2795910	2798214	+	2797062	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B02G003200	Chr2B	1768192	1770540	+	1769366	Chr2B	2780718	2783066	+	2781892	1.0	0.993	rearrangement:Chr2B_block1
gene:TraesCS2B02G003300	Chr2B	1773308	1774960	-	1774134	Chr2B	2785834	2787486	-	2786660	1.0	0.996	rearrangement:Chr2B_block1
gene:TraesCS2B02G003500	Chr2B	1798618	1800227	-	1799422	Chr2B	2800949	2802559	-	2801754	1.0	0.96	rearrangement:Chr2B_block1
gene:TraesCS2B02G003600	Chr2B	1831881	1833776	+	1832828	Chr2B	2818298	2820208	-	2819253	1.0	0.961	rearrangement:Chr2B_block1
gene:TraesCS2B02G003700	Chr2B	2086946	2088978	+	2087962	Chr2B	3017435	3019467	+	3018451	1.0	0.996	rearrangement:Chr2B_block1
gene:TraesCS2B02G003800	Chr2B	2089831	2091638	+	2090734	Chr2B	3020320	3022127	+	3021223	1.0	0.998	rearrangement:Chr2B_block1
gene:TraesCS2B02G003900	Chr2B	2107170	2108718	+	2107944	Chr2B	3037688	3039293	+	3038490	1.0	0.992	rearrangement:Chr2B_block1
gene:TraesCS2B02G004000	Chr2B	2109410	2113388	-	2111399	Chr2B	3039985	3043971	-	3041978	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B02G004200	Chr2B	2235456	2238338	+	2236897	Chr2B	3200559	3203464	+	3202011	0.999	0.986	rearrangement:Chr2B_block1
gene:TraesCS2B02G004300	Chr2B	2335787	2336388	+	2336087	Chr2B	3280191	3280790	+	3280490	1.0	0.997	rearrangement:Chr2B_block1
gene:TraesCS2B02G004500	Chr2B	2404235	2407537	-	2405886	Chr2B	3382703	3386005	-	3384354	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G004800	Chr2B	2566039	2566626	-	2566332	Chr2B	3536300	3536893	-	3536596	1.0	0.962	rearrangement:Chr2B_block1
gene:TraesCS2B02G005000	Chr2B	3288581	3293090	+	3290835	Chr2B	4205604	4210132	+	4207868	0.996	0.958	rearrangement:Chr2B_block1
gene:TraesCS2B02G005100	Chr2B	3299928	3306836	-	3303382	Chr2B	4218450	4224991	-	4221720	1.0	0.993	rearrangement:Chr2B_block1
gene:TraesCS2B02G005200	Chr2B	3307435	3312813	-	3310124	Chr2B	4225420	4230798	-	4228109	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G005300	Chr2B	3397884	3406507	+	3402195	Chr2B	4315730	4324369	+	4320049	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B02G005400	Chr2B	3407138	3410526	-	3408832	Chr2B	4325000	4328388	-	4326694	1.0	0.999	rearrangement:Chr2B_block1
gene:TraesCS2B02G005500	Chr2B	3659755	3661311	-	3660533	Chr2B	4575547	4577103	-	4576325	1.0	0.999	rearrangement:Chr2B_block1
