gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS2A03G0000200	Chr2A	250369	258919	+	254644	Chr2A	323340	331890	+	327615	1.0	1.0	collinear
gene:TraesCS2A03G0000300	Chr2A	259362	263505	-	261433	Chr2A	332333	336476	-	334404	1.0	1.0	collinear
gene:TraesCS2A03G0000600	Chr2A	272656	273599	-	273127	Chr2A	345627	346570	-	346098	1.0	1.0	collinear
gene:TraesCS2A03G0000700	Chr2A	279352	289424	+	284388	Chr2A	352324	362398	+	357361	1.0	1.0	collinear
gene:TraesCS2A03G0001000	Chr2A	326315	327315	-	326815	Chr2A	399289	400289	-	399789	1.0	1.0	collinear
gene:TraesCS2A03G0001200	Chr2A	389113	391290	+	390201	Chr2A	462088	464265	+	463176	1.0	1.0	collinear
gene:TraesCS2A03G0001400	Chr2A	396069	400877	-	398473	Chr2A	469044	473852	-	471448	1.0	1.0	collinear
gene:TraesCS2A03G0001500	Chr2A	471994	473071	-	472532	Chr2A	544969	546046	-	545507	1.0	1.0	collinear
gene:TraesCS2A03G0001600	Chr2A	498907	502516	+	500711	Chr2A	571883	575492	+	573687	1.0	1.0	collinear
gene:TraesCS2A03G0001800	Chr2A	511382	514968	+	513175	Chr2A	584358	587944	+	586151	1.0	1.0	collinear
gene:TraesCS2A03G0001900	Chr2A	523708	527051	+	525379	Chr2A	596684	600027	+	598355	1.0	1.0	collinear
gene:TraesCS2A03G0002000	Chr2A	527668	531424	-	529546	Chr2A	600644	604400	-	602522	1.0	1.0	collinear
gene:TraesCS2A03G0002200	Chr2A	531622	534531	+	533076	Chr2A	604598	607507	+	606052	1.0	1.0	collinear
gene:TraesCS2A03G0002500	Chr2A	560892	563807	-	562349	Chr2A	633913	636828	-	635370	1.0	1.0	collinear
gene:TraesCS2A03G0002600	Chr2A	578869	583401	-	581135	Chr2A	651890	656422	-	654156	1.0	1.0	collinear
gene:TraesCS2A03G0003200	Chr2A	723635	725724	+	724679	Chr2A	795138	797227	+	796182	1.0	1.0	collinear
gene:TraesCS2A03G0003300	Chr2A	728142	730497	+	729319	Chr2A	799645	802000	+	800822	1.0	1.0	collinear
gene:TraesCS2A03G0003600	Chr2A	780091	780912	+	780501	Chr2A	851586	852407	+	851996	1.0	1.0	collinear
gene:TraesCS2A03G0003700	Chr2A	811926	812799	+	812362	Chr2A	883426	884299	+	883862	1.0	1.0	collinear
gene:TraesCS2A03G0003900	Chr2A	884928	885681	+	885304	Chr2A	956428	957181	+	956804	1.0	1.0	collinear
gene:TraesCS2A03G0004500	Chr2A	1228280	1229883	-	1229081	Chr2A	1298124	1299727	-	1298925	1.0	1.0	collinear
gene:TraesCS2A03G0005600	Chr2A	1423029	1424057	-	1423543	Chr2A	1492893	1493921	-	1493407	1.0	1.0	collinear
gene:TraesCS2A03G0005800	Chr2A	1428836	1440401	-	1434618	Chr2A	1498700	1510300	-	1504500	0.999	0.991	collinear
gene:TraesCS2A03G0006300	Chr2A	1665722	1666219	+	1665970	Chr2A	1735628	1736125	+	1735876	1.0	1.0	collinear
