gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS7B03G0000100	Chr7B	32670	36534	-	34602	Chr7B	111024	114888	-	112956	1.0	1.0	collinear
gene:TraesCS7B03G0000200	Chr7B	43049	50894	-	46971	Chr7B	121403	129254	-	125328	1.0	1.0	collinear
gene:TraesCS7B03G0001000	Chr7B	112378	114411	+	113394	Chr7B	190741	192774	+	191757	1.0	1.0	collinear
gene:TraesCS7B03G0001100	Chr7B	114526	119198	-	116862	Chr7B	192889	197561	-	195225	1.0	1.0	collinear
gene:TraesCS7B03G0001200	Chr7B	120206	121471	+	120838	Chr7B	198569	199834	+	199201	1.0	1.0	collinear
gene:TraesCS7B03G0001400	Chr7B	220254	222718	+	221486	Chr7B	298518	300700	+	299609	1.0	1.0	collinear
gene:TraesCS7B03G0001700	Chr7B	226968	228067	+	227517	Chr7B	304950	306049	+	305499	1.0	1.0	collinear
gene:TraesCS7B03G0001800	Chr7B	228482	229120	+	228801	Chr7B	306464	307102	+	306783	1.0	1.0	collinear
gene:TraesCS7B03G0002000	Chr7B	255136	257184	+	256160	Chr7B	332856	334904	+	333880	1.0	1.0	collinear
gene:TraesCS7B03G0002100	Chr7B	259041	260824	+	259932	Chr7B	336761	338544	+	337652	1.0	1.0	collinear
gene:TraesCS7B03G0002200	Chr7B	261777	263347	+	262562	Chr7B	339497	341067	+	340282	1.0	1.0	collinear
gene:TraesCS7B03G0002400	Chr7B	265308	267721	-	266514	Chr7B	343028	345441	-	344234	1.0	1.0	collinear
gene:TraesCS7B03G0002500	Chr7B	285039	290255	+	287647	Chr7B	362648	367864	+	365256	1.0	1.0	collinear
gene:TraesCS7B03G0002600	Chr7B	419319	423404	+	421361	Chr7B	496583	500668	+	498625	1.0	1.0	collinear
gene:TraesCS7B03G0002900	Chr7B	423793	429194	-	426493	Chr7B	501057	506458	-	503757	1.0	1.0	collinear
gene:TraesCS7B03G0003100	Chr7B	600800	604303	+	602551	Chr7B	677568	681071	+	679319	1.0	1.0	collinear
gene:TraesCS7B03G0003300	Chr7B	637875	639698	+	638786	Chr7B	714646	716469	+	715557	1.0	1.0	collinear
gene:TraesCS7B03G0003400	Chr7B	669783	670485	-	670134	Chr7B	746335	747037	-	746686	1.0	1.0	collinear
