gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS1A03G0000200	Chr1A	40098	70338	-	55218	Chr1A	152567	195181	-	173874	0.999	0.977	collinear
gene:TraesCS1A03G0000400	Chr1A	70239	89245	+	79742	Chr1A	195082	214047	+	204564	1.0	0.995	collinear
gene:TraesCS1A03G0000600	Chr1A	95906	104903	+	100404	Chr1A	220487	229411	+	224949	1.0	1.0	collinear
gene:TraesCS1A03G0000800	Chr1A	102794	122504	+	112649	Chr1A	219094	246739	+	232916	1.0	0.959	collinear
gene:TraesCS1A03G0001000	Chr1A	149490	154559	-	152024	Chr1A	273105	278174	-	275639	1.0	1.0	collinear
gene:TraesCS1A03G0001200	Chr1A	162313	162609	+	162461	Chr1A	285928	286224	+	286076	1.0	1.0	collinear
gene:TraesCS1A03G0001300	Chr1A	169592	169969	-	169780	Chr1A	292650	293027	-	292838	1.0	1.0	collinear
gene:TraesCS1A03G0001400	Chr1A	180175	180552	-	180363	Chr1A	302895	303272	-	303083	1.0	1.0	collinear
gene:TraesCS1A03G0001500	Chr1A	233818	245051	+	239434	Chr1A	355156	366146	+	360651	1.0	0.999	collinear
gene:TraesCS1A03G0001800	Chr1A	270605	272936	-	271770	Chr1A	390427	392758	-	391592	1.0	1.0	collinear
gene:TraesCS1A03G0001700	Chr1A	269472	289602	-	279537	Chr1A	389294	409181	-	399237	1.0	1.0	collinear
gene:TraesCS1A03G0002100	Chr1A	287697	287957	+	287827	Chr1A	407276	407536	+	407406	1.0	1.0	collinear
gene:TraesCS1A03G0002400	Chr1A	297266	297652	+	297459	Chr1A	416685	417071	+	416878	1.0	1.0	collinear
gene:TraesCS1A03G0002800	Chr1A	326099	326518	+	326308	Chr1A	443616	444035	+	443825	1.0	1.0	collinear
gene:TraesCS1A03G0002900	Chr1A	337960	338256	+	338108	Chr1A	455386	455682	+	455534	1.0	1.0	collinear
gene:TraesCS1A03G0003200	Chr1A	403455	403751	+	403603	Chr1A	518060	518356	+	518208	1.0	1.0	collinear
gene:TraesCS1A03G0004000	Chr1A	1142826	1144427	+	1143626	Chr1A	1254383	1255984	+	1255183	1.0	1.0	collinear
gene:TraesCS1A03G0004200	Chr1A	1157430	1161066	-	1159248	Chr1A	1268987	1272623	-	1270805	1.0	1.0	collinear
gene:TraesCS1A03G0004300	Chr1A	1161721	1166114	-	1163917	Chr1A	1273278	1277671	-	1275474	1.0	1.0	collinear
gene:TraesCS1A03G0004400	Chr1A	1168201	1175228	+	1171714	Chr1A	1279759	1286786	+	1283272	1.0	1.0	collinear
gene:TraesCS1A03G0004500	Chr1A	1186689	1188709	+	1187699	Chr1A	1297972	1299992	+	1298982	1.0	1.0	collinear
gene:TraesCS1A03G0004900	Chr1A	1207566	1210657	-	1209111	Chr1A	1318270	1321361	-	1319815	1.0	1.0	collinear
gene:TraesCS1A03G0005000	Chr1A	1226759	1227184	-	1226971	Chr1A	1336750	1337175	-	1336962	1.0	1.0	collinear
gene:TraesCS1A03G0005200	Chr1A	1230199	1236314	-	1233256	Chr1A	1340190	1346305	-	1343247	1.0	0.999	collinear
gene:TraesCS1A03G0005600	Chr1A	1334686	1346171	-	1340428	Chr1A	1443993	1455478	-	1449735	1.0	1.0	collinear
gene:TraesCS1A03G0006700	Chr1A	1570115	1571372	-	1570743	Chr1A	1677469	1678726	-	1678097	1.0	1.0	collinear
gene:TraesCS1A03G0007600	Chr1A	1938410	1941394	+	1939902	Chr1A	2040754	2043738	+	2042246	1.0	1.0	collinear
gene:TraesCS1A03G0007700	Chr1A	1946022	1947181	+	1946601	Chr1A	2048366	2049553	+	2048959	1.0	0.969	collinear
gene:TraesCS1A03G0007800	Chr1A	1946792	1947917	+	1947354	Chr1A	2049164	2050289	+	2049726	1.0	1.0	collinear
gene:TraesCS1A03G0007900	Chr1A	1963897	1965450	+	1964673	Chr1A	2066266	2067819	+	2067042	1.0	1.0	collinear
gene:TraesCS1A03G0008200	Chr1A	2058764	2060237	-	2059500	Chr1A	2161131	2162604	-	2161867	1.0	1.0	collinear
gene:TraesCS1A03G0008100	Chr1A	2058764	2060237	-	2059500	Chr1A	2161131	2162604	-	2161867	1.0	1.0	collinear
gene:TraesCS1A03G0008400	Chr1A	2058909	2060171	-	2059540	Chr1A	2161276	2162538	-	2161907	1.0	1.0	collinear
gene:TraesCS1A03G0008600	Chr1A	2058909	2060171	-	2059540	Chr1A	2161276	2162538	-	2161907	1.0	1.0	collinear
gene:TraesCS1A03G0008300	Chr1A	2058909	2060171	-	2059540	Chr1A	2161276	2162538	-	2161907	1.0	1.0	collinear
gene:TraesCS1A03G0008500	Chr1A	2058909	2060171	-	2059540	Chr1A	2161276	2162538	-	2161907	1.0	1.0	collinear
gene:TraesCS1A03G0009000	Chr1A	2567417	2577225	+	2572321	Chr1A	2664285	2674093	+	2669189	1.0	1.0	collinear
gene:TraesCS1A03G0009200	Chr1A	2579251	2580660	+	2579955	Chr1A	2676119	2677528	+	2676823	1.0	1.0	collinear
gene:TraesCS1A03G0009700	Chr1A	2599654	2609145	-	2604399	Chr1A	2696521	2706012	-	2701266	1.0	1.0	collinear
gene:TraesCS1A03G0009800	Chr1A	2632156	2645682	+	2638919	Chr1A	2729026	2742552	+	2735789	1.0	1.0	collinear
gene:TraesCS1A03G0010100	Chr1A	2702309	2725215	+	2713762	Chr1A	2799178	2822085	+	2810631	1.0	1.0	collinear
