gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS2B03G0126300	Chr2B	32129733	32129972	+	32129852	Chr2B	47892193	47892432	+	47892312	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0126400	Chr2B	32131836	32132177	+	32132006	Chr2B	47894296	47894637	+	47894466	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0126800	Chr2B	32251305	32252438	+	32251871	Chr2B	48013768	48014901	+	48014334	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0127000	Chr2B	32360374	32361988	+	32361181	Chr2B	48122426	48124040	+	48123233	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0127400	Chr2B	32367984	32368884	+	32368434	Chr2B	48130036	48130936	+	48130486	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0127600	Chr2B	32377587	32378184	+	32377885	Chr2B	48139641	48140238	+	48139939	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0127900	Chr2B	32399350	32399872	+	32399611	Chr2B	48161403	48161925	+	48161664	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0128100	Chr2B	32413501	32414220	-	32413860	Chr2B	48175554	48176273	-	48175913	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0128200	Chr2B	32563113	32563486	-	32563299	Chr2B	48325172	48325545	-	48325358	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0128300	Chr2B	32564071	32566114	-	32565092	Chr2B	48326130	48328173	-	48327151	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0128400	Chr2B	32569034	32570449	-	32569741	Chr2B	48331093	48332508	-	48331800	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0128700	Chr2B	32582784	32586978	-	32584881	Chr2B	48344843	48349037	-	48346940	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0128900	Chr2B	32768119	32768391	-	32768255	Chr2B	48529077	48529349	-	48529213	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0129000	Chr2B	32799025	32800426	-	32799725	Chr2B	48559335	48560736	-	48560035	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0129100	Chr2B	32854221	32855742	-	32854981	Chr2B	48614284	48615805	-	48615044	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0129400	Chr2B	32898855	32900327	-	32899591	Chr2B	48658922	48660394	-	48659658	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0129600	Chr2B	32930299	32933580	-	32931939	Chr2B	48690322	48693603	-	48691962	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0129800	Chr2B	32938697	32945167	-	32941932	Chr2B	48698720	48705190	-	48701955	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0130200	Chr2B	32960723	32966460	-	32963591	Chr2B	48720746	48726483	-	48723614	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0130700	Chr2B	32997616	32998896	-	32998256	Chr2B	48757628	48758908	-	48758268	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0130800	Chr2B	33007947	33009192	+	33008569	Chr2B	48767959	48769204	+	48768581	1.0	1.0	rearrangement:Chr2B_block1
gene:TraesCS2B03G0634200	Chr2B	311075680	311111524	-	311093602	Chr2B	307468294	307504141	-	307486217	1.0	1.0	rearrangement:Chr2B_block2
gene:TraesCS2B03G0634400	Chr2B	311932682	311933230	+	311932956	Chr2B	308324252	308324800	+	308324526	1.0	1.0	rearrangement:Chr2B_block2
