gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS3D03G0000100	Chr3D	110199	113774	+	111986	Chr3D	721678	725253	+	723465	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0000500	Chr3D	162008	165953	-	163980	Chr3D	773452	777397	-	775424	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0000600	Chr3D	285779	290894	+	288336	Chr3D	897257	902372	+	899814	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0000800	Chr3D	298085	298420	+	298252	Chr3D	909563	909898	+	909730	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0001100	Chr3D	351113	355413	+	353263	Chr3D	962607	966907	+	964757	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0001200	Chr3D	368030	372630	-	370330	Chr3D	979080	983680	-	981380	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0001900	Chr3D	579644	582517	-	581080	Chr3D	1188174	1191047	-	1189610	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002000	Chr3D	616224	620987	-	618605	Chr3D	1224604	1229367	-	1226985	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002100	Chr3D	622874	624603	+	623738	Chr3D	1231254	1232983	+	1232118	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002200	Chr3D	677889	685725	+	681807	Chr3D	1285586	1293422	+	1289504	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002300	Chr3D	693528	696046	+	694787	Chr3D	1300859	1303377	+	1302118	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002400	Chr3D	718720	721668	+	720194	Chr3D	1326116	1329064	+	1327590	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002700	Chr3D	817877	820684	+	819280	Chr3D	1424857	1427664	+	1426260	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002800	Chr3D	827469	829078	+	828273	Chr3D	1434446	1436055	+	1435250	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0002900	Chr3D	830991	833295	+	832143	Chr3D	1437968	1440272	+	1439120	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0003000	Chr3D	841262	844418	+	842840	Chr3D	1448239	1451395	+	1449817	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0003200	Chr3D	873983	876197	+	875090	Chr3D	1480960	1483174	+	1482067	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0003300	Chr3D	884205	886622	+	885413	Chr3D	1491180	1493597	+	1492388	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0003500	Chr3D	901329	904718	-	903023	Chr3D	1508301	1511690	-	1509995	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0003800	Chr3D	931898	935486	+	933692	Chr3D	1538872	1542460	+	1540666	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0003900	Chr3D	935901	941009	+	938455	Chr3D	1542875	1547983	+	1545429	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0004000	Chr3D	946485	948516	+	947500	Chr3D	1553461	1555492	+	1554476	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0004100	Chr3D	1003700	1005908	+	1004804	Chr3D	1610689	1612897	+	1611793	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0004700	Chr3D	1033659	1036001	+	1034830	Chr3D	1640064	1642406	+	1641235	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0004900	Chr3D	1138223	1138747	-	1138485	Chr3D	1744643	1745167	-	1744905	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005000	Chr3D	1157913	1158474	-	1158193	Chr3D	1764335	1764896	-	1764615	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005100	Chr3D	1161614	1161970	-	1161792	Chr3D	1768037	1768393	-	1768215	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005200	Chr3D	1190842	1191189	-	1191015	Chr3D	1797262	1797609	-	1797435	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005300	Chr3D	1192861	1193316	-	1193088	Chr3D	1799281	1799736	-	1799508	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005400	Chr3D	1281513	1290345	-	1285929	Chr3D	1886826	1895658	-	1891242	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005700	Chr3D	1306177	1308940	+	1307558	Chr3D	1911490	1914253	+	1912871	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0005800	Chr3D	1311820	1319448	-	1315634	Chr3D	1917133	1924761	-	1920947	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0006000	Chr3D	1438099	1438536	+	1438317	Chr3D	2043481	2043918	+	2043699	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0006100	Chr3D	1442015	1445174	+	1443594	Chr3D	2047397	2050556	+	2048976	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0006200	Chr3D	1445437	1445859	+	1445648	Chr3D	2050819	2051241	+	2051030	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0006300	Chr3D	1454041	1455036	+	1454538	Chr3D	2059425	2060420	+	2059922	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0006400	Chr3D	1456044	1459329	+	1457686	Chr3D	2061431	2064716	+	2063073	1.0	0.995	rearrangement:Chr3D_block1
gene:TraesCS3D03G0006500	Chr3D	1492135	1493450	-	1492792	Chr3D	2097534	2098849	-	2098191	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0007100	Chr3D	1528154	1536879	+	1532516	Chr3D	2133217	2141942	+	2137579	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0008200	Chr3D	1597665	1598401	-	1598033	Chr3D	2202724	2203460	-	2203092	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0008300	Chr3D	1599656	1600469	-	1600062	Chr3D	2204715	2205528	-	2205121	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0008600	Chr3D	1634647	1635048	+	1634847	Chr3D	2239705	2240106	+	2239905	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0008700	Chr3D	1640311	1640715	+	1640513	Chr3D	2245366	2245770	+	2245568	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0008900	Chr3D	1650019	1650432	+	1650225	Chr3D	2255073	2255486	+	2255279	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0009200	Chr3D	1663003	1663416	+	1663209	Chr3D	2268062	2268475	+	2268268	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0009300	Chr3D	1666794	1667266	+	1667030	Chr3D	2271853	2272325	+	2272089	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0009500	Chr3D	1703702	1704112	+	1703907	Chr3D	2308772	2309182	+	2308977	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0009700	Chr3D	1710714	1711334	+	1711024	Chr3D	2315784	2316404	+	2316094	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0009800	Chr3D	1743259	1753813	+	1748536	Chr3D	2348348	2358902	+	2353625	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0009900	Chr3D	1754612	1755127	+	1754869	Chr3D	2359701	2360216	+	2359958	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0010000	Chr3D	1755449	1757937	+	1756693	Chr3D	2360538	2363026	+	2361782	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0010200	Chr3D	1762394	1764826	-	1763610	Chr3D	2367483	2369915	-	2368699	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0010400	Chr3D	1805922	1810130	-	1808026	Chr3D	2411021	2415229	-	2413125	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0010800	Chr3D	1859508	1860115	+	1859811	Chr3D	2464607	2465214	+	2464910	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0010900	Chr3D	1910403	1912311	+	1911357	Chr3D	2515452	2517360	+	2516406	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0011300	Chr3D	1978580	1986420	+	1982500	Chr3D	2583632	2591474	+	2587553	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0011500	Chr3D	2010145	2011606	-	2010875	Chr3D	2615193	2616654	-	2615923	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0011600	Chr3D	2017247	2017954	-	2017600	Chr3D	2622295	2623002	-	2622648	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0011800	Chr3D	2026973	2028527	+	2027750	Chr3D	2632025	2633579	+	2632802	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0012000	Chr3D	2053716	2054928	-	2054322	Chr3D	2658769	2659981	-	2659375	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0012100	Chr3D	2127753	2133721	+	2130737	Chr3D	2733591	2738377	+	2735984	0.911	0.911	rearrangement:Chr3D_block1
gene:TraesCS3D03G0012200	Chr3D	2136778	2137941	+	2137359	Chr3D	2741434	2742597	+	2742015	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0012400	Chr3D	2149067	2150912	-	2149989	Chr3D	2753515	2755360	-	2754437	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0012500	Chr3D	2154098	2155753	-	2154925	Chr3D	2758546	2760201	-	2759373	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0012600	Chr3D	2162896	2166424	+	2164660	Chr3D	2767344	2770872	+	2769108	1.0	1.0	rearrangement:Chr3D_block1
gene:TraesCS3D03G0013200	Chr3D	2238841	2242333	-	2240587	Chr3D	2843313	2846805	-	2845059	1.0	1.0	rearrangement:Chr3D_block1
