gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS5D03G0000300	Chr5D	295745	301549	-	298647	Chr5D	535024	540824	-	537924	0.997	0.993	collinear
gene:TraesCS5D03G0000400	Chr5D	306801	310996	+	308898	Chr5D	546076	550271	+	548173	1.0	1.0	collinear
gene:TraesCS5D03G0000500	Chr5D	475881	477308	+	476594	Chr5D	714062	715489	+	714775	1.0	1.0	collinear
gene:TraesCS5D03G0000600	Chr5D	504194	504526	-	504360	Chr5D	742375	742707	-	742541	1.0	1.0	collinear
gene:TraesCS5D03G0000700	Chr5D	504194	504552	-	504373	Chr5D	742375	742733	-	742554	1.0	1.0	collinear
gene:TraesCS5D03G0000900	Chr5D	716462	716794	-	716628	Chr5D	954638	954970	-	954804	1.0	1.0	collinear
gene:TraesCS5D03G0001100	Chr5D	763156	767483	-	765319	Chr5D	1001323	1005650	-	1003486	1.0	1.0	collinear
gene:TraesCS5D03G0001300	Chr5D	929486	932500	+	930993	Chr5D	1167779	1170793	+	1169286	1.0	1.0	collinear
gene:TraesCS5D03G0001500	Chr5D	932731	938642	-	935686	Chr5D	1171024	1176935	-	1173979	1.0	1.0	collinear
gene:TraesCS5D03G0001700	Chr5D	1529495	1530538	+	1530016	Chr5D	1765299	1766342	+	1765820	1.0	1.0	collinear
gene:TraesCS5D03G0001900	Chr5D	1537103	1539147	-	1538125	Chr5D	1772907	1774951	-	1773929	1.0	0.992	collinear
gene:TraesCS5D03G0002100	Chr5D	1605131	1610309	+	1607720	Chr5D	1840939	1846117	+	1843528	1.0	1.0	collinear
gene:TraesCS5D03G0002300	Chr5D	1705168	1712206	-	1708687	Chr5D	1940737	1947775	-	1944256	1.0	1.0	collinear
gene:TraesCS5D03G0002500	Chr5D	1803394	1806327	+	1804860	Chr5D	2038965	2041898	+	2040431	1.0	1.0	collinear
gene:TraesCS5D03G0002700	Chr5D	1866423	1868501	+	1867462	Chr5D	2101993	2103701	+	2102847	1.0	1.0	collinear
gene:TraesCS5D03G0002900	Chr5D	1887729	1890428	-	1889078	Chr5D	2122249	2124948	-	2123598	1.0	1.0	collinear
gene:TraesCS5D03G0003000	Chr5D	2120086	2120451	-	2120268	Chr5D	2354528	2354893	-	2354710	1.0	1.0	collinear
gene:TraesCS5D03G0003100	Chr5D	2121153	2121944	+	2121548	Chr5D	2355595	2356386	+	2355990	1.0	1.0	collinear
gene:TraesCS5D03G0003200	Chr5D	2135387	2142134	+	2138760	Chr5D	2369830	2376577	+	2373203	1.0	1.0	collinear
gene:TraesCS5D03G0003400	Chr5D	2251213	2252857	-	2252035	Chr5D	2485687	2487331	-	2486509	1.0	1.0	collinear
gene:TraesCS5D03G0003500	Chr5D	2286363	2288714	+	2287538	Chr5D	2520857	2523210	+	2522033	1.0	1.0	collinear
gene:TraesCS5D03G0003600	Chr5D	2291637	2302490	+	2297063	Chr5D	2526133	2536985	+	2531559	1.0	0.995	collinear
gene:TraesCS5D03G0003700	Chr5D	2517220	2518242	-	2517731	Chr5D	2749812	2750834	-	2750323	1.0	0.999	collinear
gene:TraesCS5D03G0004200	Chr5D	2615885	2618789	+	2617337	Chr5D	2848642	2851546	+	2850094	1.0	1.0	collinear
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	2897856	2904065	+	2900960	1.0	1.0	collinear
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	2905524	2910724	-	2908124	0.991	0.987	collinear
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	2912091	2916172	-	2914131	1.0	1.0	collinear
