gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity
gene:TraesCS6A03G0000400	Chr6A	117718	120689	-	119203	Chr6A	609225	612196	-	610710	1.0	1.0
gene:TraesCS6A03G0000500	Chr6A	120701	122577	-	121639	Chr6A	612208	614084	-	613146	1.0	1.0
gene:TraesCS6A03G0000900	Chr6A	298705	305357	-	302031	Chr6A	790250	796902	-	793576	1.0	1.0
gene:TraesCS6A03G0001000	Chr6A	350333	351902	-	351117	Chr6A	841879	843448	-	842663	1.0	1.0
gene:TraesCS6A03G0001100	Chr6A	1025042	1029912	+	1027477	Chr6A	1521877	1526747	+	1524312	1.0	0.997
gene:TraesCS6A03G0001200	Chr6A	1092697	1097130	+	1094913	Chr6A	1581367	1585800	+	1583583	1.0	1.0
gene:TraesCS6A03G0001400	Chr6A	1270594	1272612	-	1271603	Chr6A	1759268	1761286	-	1760277	1.0	1.0
gene:TraesCS6A03G0001500	Chr6A	1298952	1300428	-	1299690	Chr6A	1787627	1789103	-	1788365	1.0	1.0
gene:TraesCS6A03G0001600	Chr6A	1304914	1305519	-	1305216	Chr6A	1793589	1794194	-	1793891	1.0	1.0
gene:TraesCS6A03G0001800	Chr6A	1330327	1332348	+	1331337	Chr6A	1819004	1821025	+	1820014	1.0	0.997
gene:TraesCS6A03G0002000	Chr6A	1392825	1393762	+	1393293	Chr6A	1881452	1882389	+	1881920	1.0	1.0
gene:TraesCS6A03G0002100	Chr6A	1401147	1405507	-	1403327	Chr6A	1889775	1894135	-	1891955	1.0	1.0
gene:TraesCS6A03G0002200	Chr6A	1413772	1418469	+	1416120	Chr6A	1902400	1907097	+	1904748	1.0	1.0
gene:TraesCS6A03G0002300	Chr6A	1427419	1428465	-	1427942	Chr6A	1916047	1917093	-	1916570	1.0	1.0
gene:TraesCS6A03G0002400	Chr6A	1434457	1434844	+	1434650	Chr6A	1923085	1923472	+	1923278	1.0	1.0
gene:TraesCS6A03G0002600	Chr6A	1442347	1442844	-	1442595	Chr6A	1930981	1931478	-	1931229	1.0	1.0
gene:TraesCS6A03G0002700	Chr6A	1444853	1445827	+	1445340	Chr6A	1933487	1934461	+	1933974	1.0	1.0
gene:TraesCS6A03G0002800	Chr6A	1493591	1500030	+	1496810	Chr6A	1982225	1988664	+	1985444	1.0	1.0
gene:TraesCS6A03G0003000	Chr6A	1535307	1542220	+	1538763	Chr6A	2023943	2030856	+	2027399	1.0	1.0
gene:TraesCS6A03G0003100	Chr6A	1544392	1548820	-	1546606	Chr6A	2033028	2037456	-	2035242	1.0	1.0
