gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	CS_CAU_tgt_chr	CS_CAU_tgt_start	CS_CAU_tgt_end	CS_CAU_tgt_strand	CS_CAU_tgt_midpoint	CS_CAU_coverage	CS_CAU_identity	segment
gene:TraesCS6D03G0000300	Chr6D	43457	44110	-	43783	Chr6D	1131006	1131659	+	1131332	1.0	1.0	collinear
gene:TraesCS6D03G0000400	Chr6D	52444	52899	+	52671	Chr6D	1122217	1122672	-	1122444	1.0	1.0	collinear
gene:TraesCS6D03G0001000	Chr6D	88938	95787	-	92362	Chr6D	1079896	1086745	+	1083320	1.0	1.0	collinear
gene:TraesCS6D03G0001500	Chr6D	207420	208955	+	208187	Chr6D	966725	968260	-	967492	1.0	1.0	collinear
gene:TraesCS6D03G0001700	Chr6D	219614	221286	-	220450	Chr6D	954393	956065	+	955229	1.0	1.0	collinear
gene:TraesCS6D03G0001900	Chr6D	287212	289249	+	288230	Chr6D	886437	888474	-	887455	1.0	1.0	collinear
gene:TraesCS6D03G0002300	Chr6D	386000	388713	+	387356	Chr6D	786969	789682	-	788325	1.0	1.0	collinear
gene:TraesCS6D03G0002600	Chr6D	395648	398850	-	397249	Chr6D	776832	780034	+	778433	1.0	1.0	collinear
gene:TraesCS6D03G0002800	Chr6D	419600	421134	-	420367	Chr6D	754542	756076	+	755309	1.0	1.0	collinear
gene:TraesCS6D03G0002900	Chr6D	421647	422807	-	422227	Chr6D	752869	754029	+	753449	1.0	1.0	collinear
gene:TraesCS6D03G0003600	Chr6D	487116	490616	-	488866	Chr6D	685048	688548	+	686798	1.0	1.0	collinear
gene:TraesCS6D03G0003700	Chr6D	497323	499555	-	498439	Chr6D	676109	678341	+	677225	1.0	1.0	collinear
gene:TraesCS6D03G0003800	Chr6D	598333	601573	-	599953	Chr6D	574052	577292	+	575672	1.0	0.999	collinear
gene:TraesCS6D03G0004000	Chr6D	674763	675185	-	674974	Chr6D	500429	500851	+	500640	1.0	1.0	collinear
gene:TraesCS6D03G0004600	Chr6D	797280	798536	+	797908	Chr6D	377571	378827	-	378199	1.0	1.0	collinear
gene:TraesCS6D03G0004700	Chr6D	799214	801609	+	800411	Chr6D	374498	376893	-	375695	1.0	1.0	collinear
gene:TraesCS6D03G0005600	Chr6D	959215	959478	+	959346	Chr6D	216150	216413	-	216281	1.0	1.0	collinear
gene:TraesCS6D03G0006700	Chr6D	1060930	1063103	+	1062016	Chr6D	113247	115420	-	114333	1.0	1.0	collinear
gene:TraesCS6D03G0006800	Chr6D	1364800	1366449	+	1365624	Chr6D	1756971	1758620	+	1757795	1.0	1.0	collinear
gene:TraesCS6D03G0007000	Chr6D	1403764	1407970	-	1405867	Chr6D	1795935	1800141	-	1798038	1.0	1.0	collinear
gene:TraesCS6D03G0007200	Chr6D	1411704	1421963	-	1416833	Chr6D	1803875	1814135	-	1809005	1.0	1.0	collinear
gene:TraesCS6D03G0007300	Chr6D	1436172	1441156	+	1438664	Chr6D	1828344	1833328	+	1830836	1.0	1.0	collinear
gene:TraesCS6D03G0007500	Chr6D	1479620	1482804	+	1481212	Chr6D	1871792	1874976	+	1873384	1.0	1.0	collinear
